ID,Feature,Category,swap_proportion,hellinger_casuality,wasserstein_casuality,cramers_v_casuality,total_variation_casuality,JS_casuality,Casuality,Importance,combined_scores
F_2,sex,1,0.5,7.441277476510023,0.04398643298641394,7.815341142994561,0.6662093578968598,0.18458425020235739,4.94,22.633,0.0005282162513560811
F_3,capital-gain,<=3471,0.5,111.9887359715854,0.7399085086476415,80.56165549457234,9.462257716494753,2.2639794732259655,25.861,34.336,0.3197177490314574
F_3,capital-gain,>=3674,0.5,52.95520837932432,2.0414326735717907,98.00046990481076,20.226888854745727,3.7714099378647976,37.075,37.925,0.42774022277050877
F_4,capital-loss,<=1876,0.5,76.6279579130994,0.4098702647135538,46.98691016468686,6.087348645354585,1.5793262428629893,19.76,29.235,0.09305995073320943
F_4,capital-loss,>=1887,0.5,27.49450027289504,1.172149008392815,74.49067837395246,13.68569043267026,3.1980712624575043,31.227,33.086,0.11050053491265334
F_5,hours-per-week,<=40,0.5,15.976660775630304,0.07474357403517023,14.781346638384973,1.4826008795406402,0.4007763111354211,7.615,17.469,0.0031190371175602995
F_5,hours-per-week,>=41,0.5,17.87755377108596,0.17005603440363684,19.35494384510105,2.463746378772029,0.6633153810424566,11.38,30.102,0.005733754244036511
F_0,age,>=38,0.7,16.40001890446128,0.1614872884441477,15.016938149159387,1.9277854968928811,0.4514226286276583,8.791,26.036,0.005794994081608068
F_0,age,<=37,0.7,13.747012563551062,0.08144766630051836,16.737947511645903,1.901894079561476,0.3997440323718287,7.56,14.043,0.00436184581520828
F_1,race,0,0.7,3.2623850622303956,0.02866397233219929,7.903325209284666,0.6928963290502786,0.17647761471274195,4.542,12.746,0.00021234929075217944
F_1,race,1,0.7,10.73793225956465,0.04000714658102195,9.872666690896734,0.7611736809536536,0.24518317426118483,5.933,19.438,0.0006388071165837609
F_2,sex,0,0.7,4.372589555385785,0.03719509441490435,7.193260880706115,0.7987985254307963,0.1568519328124326,3.995,10.251,0.0005754534318068257
F_2,sex,1,0.7,11.879607039080732,0.08274466516896735,11.173309735482658,1.1690822114130626,0.28886623561945823,6.683,22.664,0.0018594303091042323
F_3,capital-gain,<=3471,0.7,185.68513882477762,1.4447213801478234,166.7820513908345,15.993190415963907,3.6355162835791575,36.209,40.871,1.5133717980043035
F_3,capital-gain,>=3674,0.7,89.6171856446647,4.053336747520191,215.5454428280699,34.84345543927219,5.750011880715288,52.891,52.041,2.004498239460016
F_4,capital-loss,<=1876,0.7,133.36634591937067,0.8434888851551989,94.49144095910233,11.19424190339691,2.702620614234581,28.74,34.025,0.4713579166746645
F_4,capital-loss,>=1887,0.7,39.908752706476776,1.8898376873307257,127.55294657413431,20.910582212812983,4.518120378825044,39.777,40.892,0.3630604799333269
F_5,hours-per-week,<=40,0.7,27.296684424804493,0.1516054090024975,24.35871248397764,2.779782696531989,0.6805855363068745,11.024,19.0,0.012912658602706916
F_5,hours-per-week,>=41,0.7,26.14081150940755,0.3046100471720922,27.025697145124752,4.0657438541481365,0.9436996611137926,14.647,29.434,0.017939869609801838
F_0,age,>=38,0.1,1.0612008589902693,0.004131770467216116,2.074257775047602,0.06128177494213514,0.03176215574711733,1.435,25.195,4.174747457337477e-06
F_0,age,<=37,0.1,0.6823904897799113,0.0012064024763550163,1.5012550484591711,0.04853502646216212,0.020583016879965083,1.014,10.837,1.167863666907807e-06
F_1,race,0,0.1,0.25588337397321453,0.0009853471858583878,1.3387261286664154,0.021192431808539403,0.014464485055620235,0.917,12.562,1.4632870116765579e-07
F_1,race,1,0.1,0.7090791614377668,0.001114711169664985,1.3995874360338256,0.02297709428866368,0.016314364563168045,0.97,18.537,4.6842001402816433e-07
F_2,sex,0,0.1,0.3039082158505486,0.0010255578830505399,1.0254220759570807,0.035576809756664954,0.01141080380658841,0.7,9.312,5.403763840100244e-07
F_2,sex,1,0.1,0.8946589284780362,0.0022513520763639792,1.7835518434765751,0.03981663149174374,0.023124765467618418,1.234,21.799,1.4264871672806518e-06
F_3,capital-gain,<=3471,0.1,9.025671548162745,0.02504446421435741,7.827372496292364,0.5062113359497397,0.1942228032863077,4.828,20.935,0.0003201623883078952
F_3,capital-gain,>=3674,0.1,5.13475791355372,0.09298500391689687,12.357837251016281,1.429014434554849,0.43204918792184693,7.77,12.162,0.0009994500443801196
