Features,Swap,Swap_ratio,Distance_measure,Difference,Std,Protected,NonProtected
age,0.1,10%,"Hellinger
 distance(+)",0.2351040693808769,0.11755203469043846,<=37,>=38
age,0.1,10%,"Wasserstein
 distance(+)",0.0017544767372856002,0.0008772383686428,<=37,>=38
age,0.1,10%,"Contingency
 coefficient(-)",0.009370262333241786,0.004685131166620893,<=37,>=38
age,0.1,10%,"Total variation
 distance(+)",0.009746832837595004,0.004873416418797502,<=37,>=38
age,0.1,10%,"Jensen-Shannon
 divergence(+)",0.006703782009578,0.003351891004789,<=37,>=38
age,0.3,30%,"Hellinger
 distance(+)",0.4636820856772148,0.2318410428386074,<=37,>=38
age,0.3,30%,"Wasserstein
 distance(+)",0.006091831746408901,0.00304591587320445,<=37,>=38
age,0.3,30%,"Contingency
 coefficient(-)",0.01423470229488022,0.00711735114744011,<=37,>=38
age,0.3,30%,"Total variation
 distance(+)",0.0379986129947598,0.0189993064973799,<=37,>=38
age,0.3,30%,"Jensen-Shannon
 divergence(+)",0.0111014908257278,0.0055507454128639,<=37,>=38
age,0.5,50%,"Hellinger
 distance(+)",0.5707659319743217,0.28538296598716084,<=37,>=38
age,0.5,50%,"Wasserstein
 distance(+)",0.0089794905886104,0.0044897452943052,<=37,>=38
age,0.5,50%,"Contingency
 coefficient(-)",0.03027285451842554,0.01513642725921277,<=37,>=38
age,0.5,50%,"Total variation
 distance(+)",0.047326289536266,0.023663144768133,<=37,>=38
age,0.5,50%,"Jensen-Shannon
 divergence(+)",0.0107289854251654,0.0053644927125827,<=37,>=38
age,0.7,70%,"Hellinger
 distance(+)",0.5783515357859201,0.28917576789296007,<=37,>=38
age,0.7,70%,"Wasserstein
 distance(+)",0.0102073542192577,0.00510367710962885,<=37,>=38
age,0.7,70%,"Contingency
 coefficient(-)",0.05163412181380156,0.02581706090690078,<=37,>=38
age,0.7,70%,"Total variation
 distance(+)",0.037741635703748805,0.018870817851874402,<=37,>=38
age,0.7,70%,"Jensen-Shannon
 divergence(+)",0.005786507137328201,0.0028932535686641003,<=37,>=38
race,0.1,10%,"Hellinger
 distance(+)",0.5125066712531625,0.2562533356265812,0,1
race,0.1,10%,"Wasserstein
 distance(+)",0.0003741957157063,0.00018709785785315,0,1
race,0.1,10%,"Contingency
 coefficient(-)",-0.009043772417361318,0.004521886208680659,0,1
race,0.1,10%,"Total variation
 distance(+)",-0.0002791322249572001,0.00013956611247860004,0,1
race,0.1,10%,"Jensen-Shannon
 divergence(+)",0.0063881549755776,0.0031940774877888,0,1
race,0.3,30%,"Hellinger
 distance(+)",0.8038934665536388,0.4019467332768194,0,1
race,0.3,30%,"Wasserstein
 distance(+)",0.0008409342847090003,0.00042046714235450015,0,1
race,0.3,30%,"Contingency
 coefficient(-)",-0.018369894918462748,0.009184947459231374,0,1
race,0.3,30%,"Total variation
 distance(+)",-0.005797394819897994,0.002898697409948997,0,1
race,0.3,30%,"Jensen-Shannon
 divergence(+)",0.006517245266436,0.003258622633218,0,1
race,0.5,50%,"Hellinger
 distance(+)",1.0608034571494667,0.5304017285747334,0,1
race,0.5,50%,"Wasserstein
 distance(+)",0.0010800899344496004,0.0005400449672248002,0,1
race,0.5,50%,"Contingency
 coefficient(-)",-0.02978884370226431,0.014894421851132156,0,1
race,0.5,50%,"Total variation
 distance(+)",-0.0048761116658624926,0.0024380558329312463,0,1
race,0.5,50%,"Jensen-Shannon
 divergence(+)",0.0089879832657196,0.0044939916328598,0,1
race,0.7,70%,"Hellinger
 distance(+)",1.2306245710901145,0.6153122855450572,0,1
race,0.7,70%,"Wasserstein
 distance(+)",0.0014743539289751003,0.0007371769644875501,0,1
race,0.7,70%,"Contingency
 coefficient(-)",-0.03450418062067917,0.017252090310339585,0,1
race,0.7,70%,"Total variation
 distance(+)",-0.001424576171970393,0.0007122880859851966,0,1
race,0.7,70%,"Jensen-Shannon
 divergence(+)",0.009450624275715,0.0047253121378575,0,1
sex,0.1,10%,"Hellinger
 distance(+)",0.2738992892304423,0.13694964461522116,0,1
sex,0.1,10%,"Wasserstein
 distance(+)",0.0008553638721450999,0.00042768193607254994,0,1
sex,0.1,10%,"Contingency
 coefficient(-)",0.008343366888096115,0.004171683444048058,0,1
sex,0.1,10%,"Total variation
 distance(+)",-0.012298320364993502,0.006149160182496751,0,1
sex,0.1,10%,"Jensen-Shannon
 divergence(+)",0.0016952077420218994,0.0008476038710109497,0,1
sex,0.3,30%,"Hellinger
 distance(+)",0.4252624107074362,0.2126312053537181,0,1
sex,0.3,30%,"Wasserstein
 distance(+)",0.0014188582507828002,0.0007094291253914001,0,1
sex,0.3,30%,"Contingency
 coefficient(-)",0.025356389610896812,0.012678194805448406,0,1
sex,0.3,30%,"Total variation
 distance(+)",-0.0379604795504718,0.0189802397752359,0,1
sex,0.3,30%,"Jensen-Shannon
 divergence(+)",0.001287296350382501,0.0006436481751912505,0,1
sex,0.5,50%,"Hellinger
 distance(+)",0.6071149163600381,0.30355745818001906,0,1
sex,0.5,50%,"Wasserstein
 distance(+)",0.0028887737512723003,0.0014443868756361502,0,1
sex,0.5,50%,"Contingency
 coefficient(-)",0.032973260502177415,0.016486630251088707,0,1
sex,0.5,50%,"Total variation
 distance(+)",-0.033934687746522085,0.016967343873261043,0,1
sex,0.5,50%,"Jensen-Shannon
 divergence(+)",0.0031900970046045973,0.0015950485023022987,0,1
sex,0.7,70%,"Hellinger
 distance(+)",0.7761741557679969,0.38808707788399843,0,1
sex,0.7,70%,"Wasserstein
 distance(+)",0.004425836645721401,0.0022129183228607003,0,1
sex,0.7,70%,"Contingency
 coefficient(-)",0.027047234852903168,0.013523617426451584,0,1
sex,0.7,70%,"Total variation
 distance(+)",-0.019046189845357414,0.009523094922678707,0,1
sex,0.7,70%,"Jensen-Shannon
 divergence(+)",0.005295240469320395,0.0026476202346601974,0,1
capital-gain,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,>=3674,<=3471
capital-gain,0.1,10%,"Wasserstein
 distance(+)",0.0,0.0,>=3674,<=3471
capital-gain,0.1,10%,"Contingency
 coefficient(-)",0.0,0.0,>=3674,<=3471
capital-gain,0.1,10%,"Total variation
 distance(+)",0.0,0.0,>=3674,<=3471
capital-gain,0.1,10%,"Jensen-Shannon
 divergence(+)",0.0,0.0,>=3674,<=3471
capital-gain,0.3,30%,"Hellinger
 distance(+)",-0.0805979736799212,0.0402989868399606,>=3674,<=3471
capital-gain,0.3,30%,"Wasserstein
 distance(+)",-0.00017088269797864856,8.544134898932428e-05,>=3674,<=3471
capital-gain,0.3,30%,"Contingency
 coefficient(-)",0.007770278032339206,0.003885139016169603,>=3674,<=3471
capital-gain,0.3,30%,"Total variation
 distance(+)",-0.0145646980778486,0.007282349038924299,>=3674,<=3471
capital-gain,0.3,30%,"Jensen-Shannon
 divergence(+)",-0.016452843441993898,0.00822642172099695,>=3674,<=3471
capital-gain,0.5,50%,"Hellinger
 distance(+)",-0.09352533816577979,0.046762669082889896,>=3674,<=3471
capital-gain,0.5,50%,"Wasserstein
 distance(+)",-0.0018611227322649759,0.0009305613661324879,>=3674,<=3471
capital-gain,0.5,50%,"Contingency
 coefficient(-)",0.01898642092512426,0.00949321046256213,>=3674,<=3471
capital-gain,0.5,50%,"Total variation
 distance(+)",-0.0408179528530013,0.02040897642650065,>=3674,<=3471
capital-gain,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.024050141725666302,0.012025070862833151,>=3674,<=3471
capital-gain,0.7,70%,"Hellinger
 distance(+)",0.0315572020083843,0.01577860100419215,>=3674,<=3471
capital-gain,0.7,70%,"Wasserstein
 distance(+)",5.985492385811363e-05,2.9927461929056814e-05,>=3674,<=3471
capital-gain,0.7,70%,"Contingency
 coefficient(-)",0.008084186500642798,0.004042093250321399,>=3674,<=3471
capital-gain,0.7,70%,"Total variation
 distance(+)",-0.0117338503574714,0.005866925178735699,>=3674,<=3471
capital-gain,0.7,70%,"Jensen-Shannon
 divergence(+)",-0.0142564060080047,0.007128203004002351,>=3674,<=3471
capital-loss,0.1,10%,"Hellinger
 distance(+)",-0.13971357903482587,0.06985678951741293,>=1887,<=1876
capital-loss,0.1,10%,"Wasserstein
 distance(+)",-0.0036713096268286734,0.0018356548134143367,>=1887,<=1876
capital-loss,0.1,10%,"Contingency
 coefficient(-)",0.02911797791809756,0.01455898895904878,>=1887,<=1876
capital-loss,0.1,10%,"Total variation
 distance(+)",-0.0677043391911431,0.03385216959557155,>=1887,<=1876
capital-loss,0.1,10%,"Jensen-Shannon
 divergence(+)",-0.033782671236354,0.016891335618177,>=1887,<=1876
capital-loss,0.3,30%,"Hellinger
 distance(+)",-0.33442862054997313,0.16721431027498654,>=1887,<=1876
capital-loss,0.3,30%,"Wasserstein
 distance(+)",-0.0182682414173354,0.0091341207086677,>=1887,<=1876
capital-loss,0.3,30%,"Contingency
 coefficient(-)",0.11107605969397549,0.055538029846987746,>=1887,<=1876
capital-loss,0.3,30%,"Total variation
 distance(+)",-0.24455378770623512,0.12227689385311756,>=1887,<=1876
capital-loss,0.3,30%,"Jensen-Shannon
 divergence(+)",-0.065034723193662,0.032517361596831,>=1887,<=1876
capital-loss,0.5,50%,"Hellinger
 distance(+)",-0.26289768547579595,0.13144884273789798,>=1887,<=1876
capital-loss,0.5,50%,"Wasserstein
 distance(+)",-0.028992916467713386,0.014496458233856693,>=1887,<=1876
capital-loss,0.5,50%,"Contingency
 coefficient(-)",0.16855261461991,0.084276307309955,>=1887,<=1876
capital-loss,0.5,50%,"Total variation
 distance(+)",-0.33902108207413,0.169510541037065,>=1887,<=1876
capital-loss,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.0732721671224402,0.0366360835612201,>=1887,<=1876
capital-loss,0.7,70%,"Hellinger
 distance(+)",0.3864927426895913,0.19324637134479564,>=1887,<=1876
capital-loss,0.7,70%,"Wasserstein
 distance(+)",2.968661625123891e-05,1.4843308125619454e-05,>=1887,<=1876
capital-loss,0.7,70%,"Contingency
 coefficient(-)",0.698922757118656,0.349461378559328,>=1887,<=1876
capital-loss,0.7,70%,"Total variation
 distance(+)",0.0078986589925316,0.0039493294962658,>=1887,<=1876
capital-loss,0.7,70%,"Jensen–Shannon
 divergence(+)",0.0150634736750934,0.0075317368375467,>=1887,<=1876
hours-per-week,0.1,10%,"Hellinger
 distance(+)",-0.044616045033525564,0.022308022516762782,<=40,>=41
hours-per-week,0.1,10%,"Wasserstein
 distance(+)",0.00037275679518099995,0.00018637839759049998,<=40,>=41
hours-per-week,0.1,10%,"Contingency
 coefficient(-)",0.0035855040161055785,0.0017927520080527892,<=40,>=41
hours-per-week,0.1,10%,"Total variation
 distance(+)",0.0024582287466565003,0.0012291143733282502,<=40,>=41
hours-per-week,0.1,10%,"Jensen-Shannon
 divergence(+)",0.0029270845619683,0.00146354228098415,<=40,>=41
