Feature,Swap_proportion,Metric,Direct_Impact,Indirect_Impact,Impact_Sum,Impact_Product,Value
age,10%,"Contingency
 coefficient(-)",1.1376666666666668,0.6365333333333333,1.7742,0.7241627555555556,1.7742
age,10%,"Impact
 distance(+)",14.74756467273626,2.069182232072259,16.816746904808518,30.515398787162408,16.816746904808518
age,10%,"Impact 
 Distance Contrained(+)",0.0152456283942372,0.006484620159605907,0.021730248553843107,9.886210923113078e-05,0.021730248553843107
age,30%,"Contingency
 coefficient(-)",3.1991666666666667,2.1013499999999996,5.300516666666667,6.722568874999999,5.300516666666667
age,30%,"Impact
 distance(+)",14.188050543363481,1.6653731555445757,15.853423698908056,23.62839850442717,15.853423698908056
age,30%,"Impact 
 Distance Contrained(+)",0.04603227452317002,0.021356238574635526,0.06738851309780555,0.0009830762368499358,0.06738851309780555
age,50%,"Contingency
 coefficient(-)",5.607166666666667,3.7209833333333338,9.32815,20.864173713888892,9.32815
age,50%,"Impact
 distance(+)",16.412948018204307,2.1175119044678175,18.530459922672126,34.75461281595909,18.530459922672126
age,50%,"Impact 
 Distance Contrained(+)",0.0811676526978736,0.03825103324731256,0.11941868594518616,0.0031047465819526825,0.11941868594518616
age,70%,"Contingency
 coefficient(-)",8.746,5.830675,14.576675000000002,50.995083550000004,14.576675000000002
age,70%,"Impact
 distance(+)",15.726047134818309,2.0405869824774534,17.766634117295762,32.090367069137095,17.766634117295762
age,70%,"Impact 
 Distance Contrained(+)",0.12221381812863065,0.0604093146231353,0.18262313275176595,0.007382852990627085,0.18262313275176595
capital-gain,10%,"Contingency
 coefficient(-)",0.2788333333333333,0.06733333333333333,0.3461666666666666,0.018774777777777776,0.3461666666666666
capital-gain,10%,"Impact
 distance(+)",0.5416666666666666,0.240625,0.7822916666666666,0.13033854166666667,0.7822916666666666
capital-gain,10%,"Impact 
 Distance Contrained(+)",0.0029454627489699666,0.0006757721266847851,0.003621234875654752,1.9904616259422478e-06,0.003621234875654752
capital-gain,30%,"Contingency
 coefficient(-)",1.0463333333333333,0.17991666666666667,1.22625,0.18825280555555557,1.22625
capital-gain,30%,"Impact
 distance(+)",0.8364197530864197,1.3058613916947237,2.142281144781143,1.0922482628063892,2.142281144781143
capital-gain,30%,"Impact 
 Distance Contrained(+)",0.0103902879068891,0.0019336584236382618,0.012323946330527361,2.009126773518287e-05,0.012323946330527361
