Feature,Swap_proportion,Metric,Direct_Impact,Indirect_Impact,Impact_Sum,Impact_Product,Value
age,10%,"Contingency
 coefficient(-)",0.6452,0.3493608695652173,0.9945608695652173,0.2254076330434782,1.5176324324324326
age,10%,"Impact
 distance(+)",0.2,0.015942028985507284,0.2159420289855073,0.003188405797101457,0.21621621621621623
age,10%,"Impact 
 Distance Contrained(+)",0.0064516129032257995,0.003493420785841377,0.009945033689067177,2.253819861833144e-05,0.015176341322039315
age,30%,"Contingency
 coefficient(-)",2.1286,1.2176608695652158,3.346260869565216,2.5919129269565184,5.270848648648649
age,30%,"Impact
 distance(+)",0.6,0.09275362318840574,0.6927536231884057,0.055652173913043446,0.4945945945945946
age,30%,"Impact 
 Distance Contrained(+)",0.02128677773839062,0.012176899548970714,0.03346367728736133,0.0002592069542416486,0.052708349912678795
age,50%,"Contingency
 coefficient(-)",0.3548,0.381379710144925,0.736179710144925,0.1353135211594194,8.803516216216218
age,50%,"Impact
 distance(+)",0.20000000000000007,0.07826086956521738,0.27826086956521745,0.015652173913043483,0.6040540540540539
age,50%,"Impact 
 Distance Contrained(+)",0.0035474064885829583,0.003814187402503763,0.007361593891086721,1.3530473140313228e-05,0.0880352026589986
age,70%,"Contingency
 coefficient(-)",1.6450000000000005,0.49270072463768244,2.137700724637683,0.8104926920289879,12.620613513513513
age,70%,"Impact
 distance(+)",0.20000000000000007,0.13985507246376805,0.3398550724637681,0.027971014492753618,0.691891891891892
age,70%,"Impact 
 Distance Contrained(+)",0.01645063229503458,0.0049268048852038615,0.02137743718023844,8.104905555586879e-05,0.12620625982310096
ca,10%,"Contingency
 coefficient(-)",0.9535999999999998,1.1933462499999994,2.146946249999999,1.137974983999999,1.9664125000000001
ca,10%,"Impact
 distance(+)",0.19999999999999996,0.39791666666666675,0.5979166666666667,0.07958333333333334,0.2347222222222222
ca,10%,"Impact 
 Distance Contrained(+)",0.009538360798865022,0.011933596429017864,0.021471957227882886,0.0001138269483680196,0.019664209752515423
ca,30%,"Contingency
 coefficient(-)",0.33899999999999864,4.855684999999999,5.194684999999998,1.6460772149999932,6.941822222222222
ca,30%,"Impact
 distance(+)",0.20000000000000007,0.6191666666666666,0.8191666666666667,0.12383333333333336,0.5138888888888887
ca,30%,"Impact 
 Distance Contrained(+)",0.0033912231559290185,0.048556190557912014,0.05194741371384103,0.0001646648777836932,0.06941806974800052
ca,50%,"Contingency
 coefficient(-)",2.7989999999999995,6.3755716666666675,9.174571666666667,17.845225095,12.59275
ca,50%,"Impact
 distance(+)",0.19999999999999996,0.47250000000000014,0.6725000000000001,0.0945,0.6416666666666667
ca,50%,"Impact 
 Distance Contrained(+)",0.027991596638655483,0.0637547041451069,0.09174630078376238,0.001784595962246649,0.1259272990455481
ca,70%,"Contingency
 coefficient(-)",9.066599999999998,2.393014583333329,11.459614583333327,21.696506021249956,23.006829166666666
ca,70%,"Impact
 distance(+)",0.4,0.3979166666666666,0.7979166666666666,0.15916666666666665,0.7236111111111112
ca,70%,"Impact 
 Distance Contrained(+)",0.09066339869281045,0.06559590608599888,0.15625930477880934,0.005947147786091069,0.2022903412034389
chol,10%,"Contingency
 coefficient(-)",0.3094000000000001,0.46075333333333357,0.7701533333333337,0.14255708133333347,1.9246888888888887
chol,10%,"Impact
 distance(+)",0.0,0.10999999999999999,0.10999999999999999,0.0,0.2777777777777778
chol,10%,"Impact 
 Distance Contrained(+)",0.003095238095238099,0.004607604936671207,0.007702843031909306,1.4261634327791848e-05,0.019246881193731743
chol,30%,"Contingency
 coefficient(-)",0.13779999999999992,1.018325,1.1561249999999998,0.1403251849999999,5.327566666666666
chol,30%,"Impact
 distance(+)",0.19999999999999996,0.13333333333333336,0.3333333333333333,0.026666666666666665,0.5055555555555556
chol,30%,"Impact 
 Distance Contrained(+)",0.00137566137566136,0.01018317612380499,0.011558837499466349,1.4008602075075487e-05,0.05327548027372205
chol,50%,"Contingency
 coefficient(-)",1.9573999999999998,4.375091666666667,6.332491666666667,8.563804428333333,8.1723
chol,50%,"Impact
 distance(+)",0.4,0.19624999999999992,0.59625,0.07849999999999997,0.6013888888888891
chol,50%,"Impact 
 Distance Contrained(+)",0.01957671957671956,0.043750954924426474,0.06332767450114604,0.0008565001757691948,0.08172284709369601
chol,70%,"Contingency
 coefficient(-)",2.506199999999999,4.7671383333333335,7.273338333333332,11.947402090999995,11.747672222222223
chol,70%,"Impact
 distance(+)",0.6,0.22291666666666665,0.8229166666666666,0.13374999999999998,0.6458333333333335
chol,70%,"Impact 
 Distance Contrained(+)",0.02506323396567295,0.0476716035797293,0.07273483754540225,0.0011948045540375674,0.1174762435193854
cp,10%,"Contingency
 coefficient(-)",2.3936,1.4686383333333333,3.8622383333333334,3.5153327146666666,3.290677777777778
cp,10%,"Impact
 distance(+)",0.19999999999999996,0.33499999999999996,0.5349999999999999,0.06699999999999998,0.33333333333333337
cp,10%,"Impact 
 Distance Contrained(+)",0.023936781609195403,0.025102895283352075,0.04903967689254748,0.0006008825221561,0.02596222275949233
cp,30%,"Contingency
 coefficient(-)",0.9733999999999998,3.0251091666666667,3.9985091666666666,2.9446412628333327,11.149658333333337
cp,30%,"Impact
 distance(+)",0.0,0.13458333333333317,0.13458333333333317,0.0,0.7402777777777778
cp,30%,"Impact 
 Distance Contrained(+)",0.009729785005090918,0.04066703671858757,0.05039682172367849,0.00039568152406599513,0.10455193576916628
cp,50%,"Contingency
 coefficient(-)",0.6342000000000017,3.2240854166666644,3.858285416666666,2.044714971250004,17.42184305555556
cp,50%,"Impact
 distance(+)",0.0,0.03791666666666649,0.03791666666666649,0.0,0.8236111111111112
cp,50%,"Impact 
 Distance Contrained(+)",0.006341290440289332,0.04265790352851065,0.04899919396879998,0.00027050615584812916,0.16727392451578982
cp,70%,"Contingency
 coefficient(-)",2.8141999999999996,9.817844583333333,12.632044583333332,27.629378226416662,23.49532361111111
cp,70%,"Impact
 distance(+)",0.0,0.10124999999999995,0.10124999999999995,0.0,0.8569444444444445
cp,70%,"Impact 
 Distance Contrained(+)",0.02814140196926629,0.08859557080501759,0.11673697277428388,0.002493203570720593,0.2224530640104056
exang,10%,"Contingency
 coefficient(-)",0.0,0.3066708333333332,0.3066708333333332,0.0,1.3441921052631578
exang,10%,"Impact
 distance(+)",0.0,0.14791666666666664,0.14791666666666664,0.0,0.14342105263157898
exang,10%,"Impact 
 Distance Contrained(+)",0.0,0.0030668887131034325,0.0030668887131034325,0.0,0.01344198259341882
exang,30%,"Contingency
 coefficient(-)",0.2611999999999999,1.8554541666666666,2.1166541666666667,0.4846446283333331,4.182576315789473
