ID,ID2,Feature,Feature2,swap_proportion,Acc,Acc_after,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_1,F_3,sex,trestbps,0.1,70.0,70.0,0.17570916172618414,-1,0.7071067811865476,[0.00021384 0.0138014 ],[0.00878031        nan],[0.04796849        nan],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_1,F_4,sex,chol,0.1,70.0,70.0,0.17570916172618414,-1,0.7071067811865476,[0.00011043 0.01444239],[0.00878031        nan],[0.04796849        nan],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_1,F_5,sex,fbs,0.1,70.0,70.0,0.2583864976103556,-1,0.7071067811865476,[0.03126062 0.04213388],[0.00878031 0.00955611],[0.04796849 0.04747134],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_1,F_6,sex,restecg,0.1,70.0,70.0,0.4302574435433834,-1,0.7071067811865476,[0.02490674 0.04268159],[0.00878031 0.04997554],[0.04796849 0.11967419],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_1,F_7,sex,thalach,0.1,70.0,73.333,0.17570916172618414,-1,0.7071067811865476,[0.00017647 0.01787273],[0.00878031        nan],[0.04796849        nan],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.533,0.533,0.75,0.786,0.344,0.312
F_1,F_8,sex,exang,0.1,70.0,70.0,0.23048108446944018,-1,0.7071067811865476,[0.03058459 0.03135889],[0.00878031 0.00619928],[0.04796849 0.03907164],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_1,F_9,sex,oldpeak,0.1,70.0,66.667,0.8162026875914278,-1,0.7071067811865476,[0.02100852 0.06943741],[0.00878031 0.35498718],[0.04796849 0.24925942],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.03817599738244842,3.333,33.333,0.533,0.533,0.75,0.714,0.344,0.375
F_1,F_10,sex,ca,0.1,70.0,70.0,0.8777257327183328,-1,0.7071067811865476,[0.05320629 0.10829044],[0.00878031 0.46893089],[0.04796849 0.22130325],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.03817599738245049,3.333,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_1,F_11,sex,thal,0.1,70.0,70.0,0.18189134567660714,-1,0.7071067811865476,[0.0049335  0.01517589],[0.00878031 0.58096528],[0.04796849 0.12775981],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_2,F_0,cp,age,0.1,70.0,71.667,0.5683243603074161,-1,0.7071067811865476,[0.03566771 0.00779212],[1.72920871 0.00480571],[0.40211287 0.0354389 ],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_2,F_1,cp,sex,0.1,70.0,71.667,0.49522264300052005,-1,0.7071067811865476,[0.02745746 0.00687603],[1.58379033 0.00878031],[0.34567091 0.04796849],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_2,F_3,cp,trestbps,0.1,70.0,71.667,0.4376186807495759,-1,0.7071067811865476,[0.00091519 0.02540668],[1.54307497        nan],[0.32791567        nan],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_2,F_4,cp,chol,0.1,70.0,73.333,0.4376186807495759,-1,0.7071067811865476,[0.00049272 0.02858543],[1.54307497        nan],[0.32791567        nan],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.533,0.533,0.75,0.786,0.344,0.312
F_2,F_5,cp,fbs,0.1,70.0,71.667,0.5002615608446547,-1,0.7071067811865476,[0.0452571  0.01193328],[1.58379033 0.00955611],[0.34567091 0.04747134],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_2,F_6,cp,restecg,0.1,70.0,71.667,0.7277024515392695,-1,0.7071067811865476,[0.0296689  0.01532538],[1.72920871 0.09089506],[0.40211287 0.14421083],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_2,F_7,cp,thalach,0.1,70.0,70.0,0.4106683124567761,-1,0.7071067811865476,[0.00058585 0.01970315],[1.50116296        nan],[0.30839916        nan],0.197584838318736,0.00523238519607631,0.6557632539969138,0.09687499999999993,0.011580868286177656,0.05354867018788123,6.667,30.0,0.533,0.5,0.75,0.714,0.344,0.312
F_2,F_8,cp,exang,0.1,70.0,71.667,0.6469885835854876,-1,0.7071067811865476,[0.04034687 0.00912366],[1.86127716 0.00619928],[0.44658123 0.03907164],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_2,F_9,cp,oldpeak,0.1,70.0,66.667,1.0104439687446125,-1,0.7071067811865476,[0.0289205  0.02440018],[1.86127716 0.32970612],[0.44658123 0.24838717],0.197584838318736,0.00523238519607631,0.6557632539969138,0.0968749999999999,0.011580868286177652,0.053548670187881245,6.667,33.333,0.533,0.5,0.75,0.679,0.344,0.344
F_2,F_10,cp,ca,0.1,70.0,68.333,0.8452200461641508,-1,0.7071067811865476,[0.0504071  0.03007087],[1.54307497 0.27868402],[0.32791567 0.19065483],0.17111348938666637,0.007848577794114471,0.6704015231539908,0.0964285714285714,0.00841437764867889,0.045619612416508595,5.0,31.667,0.533,0.583,0.75,0.786,0.344,0.406
F_2,F_11,cp,thal,0.1,70.0,68.333,0.46538961490931235,-1,0.7071067811865476,[0.01424067 0.0122522 ],[1.58379033 0.88346573],[0.34567091 0.12776159],0.17111348938666637,0.007848577794114471,0.6704015231539908,0.0964285714285714,0.00841437764867889,0.045619612416508595,5.0,31.667,0.533,0.583,0.75,0.786,0.344,0.406
F_3,F_0,trestbps,age,0.1,70.0,66.667,0.16328265361313457,-1,0.7071067811865476,[0.02721864 0.00025424],[       nan 0.00773028],[       nan 0.04385842],0.13971357903482584,0.00523238519607631,0.6829112043336852,0.06512605042016804,0.005706007383541499,0.03755930281802686,3.333,33.333,0.533,0.567,0.75,0.75,0.344,0.406
F_3,F_1,trestbps,sex,0.1,70.0,68.333,0.17570916172618414,-1,0.7071067811865476,[0.02132136 0.00024039],[       nan 0.00878031],[       nan 0.04796849],0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.533,0.55,0.75,0.75,0.344,0.375
F_3,F_2,trestbps,cp,0.1,70.0,70.0,0.5315048773823062,-1,0.7071067811865476,[0.02236456 0.00093029],[       nan 1.69247472],[       nan 0.38878762],0.197584838318736,0.00523238519607631,0.6552621130710917,0.09768907563025203,0.011596626821158392,0.05355903288120476,6.667,30.0,0.533,0.567,0.75,0.786,0.344,0.375
F_3,F_4,trestbps,chol,0.1,70.0,70.0,0.0,-1,0.7071067811865476,[0.00687809 0.01527055],[nan nan],[nan nan],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_3,F_5,trestbps,fbs,0.1,70.0,71.667,0.2119377282388025,-1,0.7071067811865476,[0.0185125  0.00032046],[      nan 0.0119389],[       nan 0.05296382],0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.0029011698425272913,0.0267770701337419,1.667,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_3,F_6,trestbps,restecg,0.1,70.0,68.333,0.3927438837333682,-1,0.7071067811865476,[0.01589718 0.00041124],[       nan 0.04997554],[       nan 0.11967419],0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.533,0.55,0.75,0.75,0.344,0.375
F_3,F_7,trestbps,thalach,0.1,70.0,71.667,0.0,-1,0.7071067811865476,[0.00829599 0.01216336],[nan nan],[nan nan],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_3,F_8,trestbps,exang,0.1,70.0,70.0,0.1768489434570855,-1,0.7071067811865476,[0.01596557 0.00026296],[       nan 0.00887123],[       nan 0.04625744],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_3,F_9,trestbps,oldpeak,0.1,70.0,63.333,0.7630609639503421,-1,0.7071067811865476,[0.01477895 0.00078778],[       nan 0.32874649],[       nan 0.23821941],0.197584838318736,0.0,0.6546735508680396,0.06696428571428571,0.011781238875233777,0.053989013255378346,6.667,36.667,0.533,0.533,0.75,0.679,0.344,0.406
F_3,F_10,trestbps,ca,0.1,70.0,68.333,0.8599585759566655,-1,0.7071067811865476,[0.02257225 0.00096296],[       nan 0.46893089],[       nan 0.22130325],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731606,0.008791789280144175,0.046632677276114226,5.0,31.667,0.533,0.55,0.75,0.75,0.344,0.375
F_3,F_11,trestbps,thal,0.1,70.0,66.667,0.04707161607100341,-1,0.7071067811865476,[0.02107505 0.00084305],[       nan 0.88346573],[       nan 0.12776159],0.13971357903482584,0.00523238519607631,0.6829112043336852,0.06512605042016804,0.005706007383541499,0.03755930281802686,3.333,33.333,0.533,0.567,0.75,0.75,0.344,0.406
F_4,F_0,chol,age,0.1,70.0,71.667,0.16328265361313457,-1,0.7071067811865476,[0.04208455 0.00014753],[       nan 0.00773028],[       nan 0.04385842],0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.0028932135753149514,0.026774480407558185,1.667,28.333,0.533,0.517,0.75,0.75,0.344,0.312
F_4,F_1,chol,sex,0.1,70.0,70.0,0.17570916172618414,-1,0.7071067811865476,[0.01966832 0.00012486],[       nan 0.00878031],[       nan 0.04796849],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_4,F_2,chol,cp,0.1,70.0,71.667,0.6295604867733239,-1,0.7071067811865476,[0.01496202 0.00049984],[       nan 1.86127716],[       nan 0.44658123],0.17111348938666637,0.0026161925980381505,0.6690796138964814,0.06573275862068964,0.008783833012931841,0.04662806412800942,5.0,28.333,0.533,0.517,0.75,0.75,0.344,0.312
F_4,F_3,chol,trestbps,0.1,70.0,70.0,0.0,-1,0.7071067811865476,[0.01710554 0.00756942],[nan nan],[nan nan],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_4,F_5,chol,fbs,0.1,70.0,70.0,0.18944622623010457,-1,0.7071067811865476,[0.03030023 0.000157  ],[       nan 0.00955611],[       nan 0.04747134],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_4,F_6,chol,restecg,0.1,70.0,70.0,0.4734889401138949,-1,0.7071067811865476,[0.01366325 0.00023929],[       nan 0.09089506],[       nan 0.14421083],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_4,F_7,chol,thalach,0.1,70.0,73.333,0.0,-1,0.7071067811865476,[0.01023777 0.00714873],[nan nan],[nan nan],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.533,0.533,0.75,0.786,0.344,0.312
F_4,F_8,chol,exang,0.1,70.0,70.0,0.14915703397322866,-1,0.7071067811865476,[0.01446791 0.00012055],[       nan 0.00619928],[       nan 0.03907164],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_4,F_9,chol,oldpeak,0.1,70.0,68.333,0.7339355503158396,-1,0.7071067811865476,[0.0180537  0.00037116],[       nan 0.31051095],[       nan 0.22815952],0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.533,0.55,0.75,0.75,0.344,0.375
F_4,F_10,chol,ca,0.1,70.0,68.333,0.7231091319411821,-1,0.7071067811865476,[0.01909985 0.00041643],[       nan 0.27868402],[       nan 0.19065483],0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.533,0.55,0.75,0.75,0.344,0.375
F_4,F_11,chol,thal,0.1,70.0,71.667,0.04707161607100341,-1,0.7071067811865476,[0.02544976 0.00044022],[       nan 0.88346573],[       nan 0.12776159],0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.0028932135753149514,0.026774480407558185,1.667,28.333,0.533,0.517,0.75,0.75,0.344,0.312
F_5,F_0,fbs,age,0.1,70.0,70.0,0.283912933203417,-1,0.7071067811865476,[0.07791328 0.09281843],[0.0119389  0.01061085],[0.05296382 0.05083513],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_1,fbs,sex,0.1,70.0,70.0,0.24028286274545207,-1,0.7071067811865476,[0.03703704 0.02777778],[0.0071369  0.00878031],[0.04118111 0.04796849],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_2,fbs,cp,0.1,70.0,71.667,0.5685010977672059,-1,0.7071067811865476,[0.00933133 0.0438867 ],[0.00468164 1.72920871],[0.03365006 0.40211287],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_5,F_3,fbs,trestbps,0.1,70.0,71.667,0.163896749859878,-1,0.7071067811865476,[0.00026113 0.02580626],[0.0071369       nan],[0.04118111        nan],0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.0029011698425272913,0.0267770701337419,1.667,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_5,F_4,fbs,chol,0.1,70.0,70.0,0.163896749859878,-1,0.7071067811865476,[0.00013773 0.01558215],[0.0071369       nan],[0.04118111        nan],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_6,fbs,restecg,0.1,70.0,70.0,0.5744786046870829,-1,0.7071067811865476,[0.03738426 0.08113426],[0.00955611 0.1315841 ],[0.04747134 0.16529312],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_7,fbs,thalach,0.1,70.0,73.333,0.163896749859878,-1,0.7071067811865476,[0.00022082 0.01602851],[0.0071369       nan],[0.04118111        nan],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.533,0.533,0.75,0.786,0.344,0.312
F_5,F_8,fbs,exang,0.1,70.0,70.0,0.22160768352726923,-1,0.7071067811865476,[0.08286155 0.09624292],[0.0071369  0.00619928],[0.04118111 0.03907164],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_5,F_9,fbs,oldpeak,0.1,70.0,65.0,0.7636180424082583,-1,0.7071067811865476,[0.02899415 0.06286044],[0.0119389  0.29633115],[0.05296382 0.22816335],0.17111348938666637,0.0026161925980381505,0.6690796138964814,0.06573275862068964,0.008783833012931997,0.046628064128008725,5.0,35.0,0.533,0.517,0.75,0.679,0.344,0.375
F_5,F_10,fbs,ca,0.1,70.0,68.333,0.74751367166732,-1,0.7071067811865476,[0.06565657 0.18741965],[0.00955611 0.27868402],[0.04747134 0.19065483],0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.533,0.55,0.75,0.75,0.344,0.375
F_5,F_11,fbs,thal,0.1,70.0,70.0,0.17052237874885331,-1,0.7071067811865476,[0.00675237 0.02063585],[0.0071369  0.88346573],[0.04118111 0.12776159],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_0,restecg,age,0.1,70.0,70.0,0.5008522750084365,-1,0.7071067811865476,[0.04551887 0.02279874],[0.09089506 0.00773028],[0.14421083 0.04385842],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_1,restecg,sex,0.1,70.0,70.0,0.5700960481575961,-1,0.7071067811865476,[0.04822771 0.02094522],[0.1315841  0.00878031],[0.16529312 0.04796849],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_2,restecg,cp,0.1,70.0,71.667,0.6447494754950784,-1,0.7071067811865476,[0.01611483 0.02824117],[0.09089506 1.54307497],[0.14421083 0.32791567],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_6,F_3,restecg,trestbps,0.1,70.0,70.0,0.542342875504408,-1,0.7071067811865476,[0.00054232 0.01886181],[0.1315841       nan],[0.16529312        nan],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_4,restecg,chol,0.1,70.0,70.0,0.542342875504408,-1,0.7071067811865476,[0.00029714 0.02556395],[0.1315841       nan],[0.16529312        nan],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_5,restecg,fbs,0.1,70.0,70.0,0.42557009155320213,-1,0.7071067811865476,[0.05264423 0.03197115],[0.04997554 0.0071369 ],[0.11967419 0.04118111],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_7,restecg,thalach,0.1,70.0,73.333,0.473488940113895,-1,0.7071067811865476,[0.00038489 0.01497539],[0.09089506        nan],[0.14421083        nan],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.533,0.533,0.75,0.786,0.344,0.312
F_6,F_8,restecg,exang,0.1,70.0,70.0,0.4964268296475025,-1,0.7071067811865476,[0.05013512 0.02469481],[0.09089506 0.00619928],[0.14421083 0.03907164],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_9,restecg,oldpeak,0.1,70.0,66.667,0.9397842442000138,-1,0.7071067811865476,[0.03060586 0.05536288],[0.09089506 0.44321723],[0.14421083 0.25219656],0.13971357903482584,0.00523238519607631,0.6829112043336852,0.06512605042016804,0.005706007383541499,0.03755930281802686,3.333,33.333,0.533,0.567,0.75,0.75,0.344,0.406
F_6,F_10,restecg,ca,0.1,70.0,70.0,0.9220500235549436,-1,0.7071067811865476,[0.07069752 0.08504839],[0.09089506 0.38301677],[0.14421083 0.20456512],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.03817599738245049,3.333,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_11,restecg,thal,0.1,70.0,70.0,0.4758177471760676,-1,0.7071067811865476,[0.0103041  0.01258273],[0.09089506 0.58096528],[0.14421083 0.12775981],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.533,0.533,0.75,0.75,0.344,0.344
F_7,F_0,thalach,age,0.1,70.0,71.667,0.18891520052431837,-1,0.7071067811865476,[0.01527041 0.00022321],[       nan 0.01061085],[       nan 0.05083513],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_7,F_1,thalach,sex,0.1,70.0,73.333,0.17570916172618414,-1,0.7071067811865476,[0.01669696 0.00016736],[       nan 0.00878031],[       nan 0.04796849],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_2,thalach,cp,0.1,70.0,68.333,0.5315048773823062,-1,0.7071067811865476,[0.01608776 0.00065686],[       nan 1.69247472],[       nan 0.38878762],0.22090656490199947,0.0026161925980381505,0.6402270206759371,0.09859913793103448,0.01467445245054854,0.06026176170387005,8.333,31.667,0.533,0.517,0.75,0.714,0.344,0.344
F_7,F_3,thalach,trestbps,0.1,70.0,71.667,0.0,-1,0.7071067811865476,[0.01081233 0.00975674],[nan nan],[nan nan],0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.533,0.55,0.75,0.786,0.344,0.344
F_7,F_4,thalach,chol,0.1,70.0,71.667,0.0,-1,0.7071067811865476,[0.00666166 0.00936976],[nan nan],[nan nan],0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.0028932135753149514,0.026774480407558185,1.667,28.333,0.533,0.517,0.75,0.75,0.344,0.312
F_7,F_5,thalach,fbs,0.1,70.0,71.667,0.163896749859878,-1,0.7071067811865476,[0.01780043 0.00022379],[      nan 0.0071369],[       nan 0.04118111],0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.0028932135753149514,0.026774480407558185,1.667,28.333,0.533,0.517,0.75,0.75,0.344,0.312
F_7,F_6,thalach,restecg,0.1,70.0,73.333,0.3927438837333682,-1,0.7071067811865476,[0.01760395 0.00034007],[       nan 0.04997554],[       nan 0.11967419],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_8,thalach,exang,0.1,70.0,73.333,0.1768489434570855,-1,0.7071067811865476,[0.02026208 0.00022929],[       nan 0.00887123],[       nan 0.04625744],0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.533,0.533,0.75,0.786,0.344,0.312
