ID,ID2,Feature,Feature2,swap_proportion,Acc,Acc_after,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_9,age,oldpeak,0.3,78.333,78.333,1.3626495700929053,-1,0.7071067811865476,[0.05265797 0.19809428],[0.02035948 1.37619622],[0.07095841 0.3692716 ],0.13971357903482584,0.0,0.6822892753376539,0.03337041156840934,0.0058894415267836345,0.03817313448177379,3.333,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_0,F_10,age,ca,0.3,78.333,78.333,1.273409755103832,-1,0.7071067811865476,[0.10529279 0.23338964],[0.02322095 0.77335872],[0.07552506 0.34323007],0.197584838318736,0.010464770392152628,0.6584487962444365,0.12512218963831856,0.011001501923153113,0.052217374334815686,6.667,21.667,0.483,0.55,0.786,0.857,0.219,0.281
F_0,F_11,age,thal,0.3,78.333,75.0,0.3407621408027136,-1,0.7071067811865476,[0.02067357 0.06147686],[0.03150381 3.45928388],[0.08753192 0.32419111],0.197584838318736,0.005232385196076319,0.6558252172597865,0.09677419354838701,0.011582568336007907,0.05354737539870955,6.667,25.0,0.483,0.517,0.786,0.786,0.219,0.281
F_1,F_0,sex,age,0.3,78.333,78.333,0.41642344078009563,-1,0.7071067811865476,[0.0757507  0.08318969],[0.02654239 0.02603255],[0.08132857 0.07978034],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_1,F_2,sex,cp,0.3,78.333,71.667,0.7096249905913516,-1,0.7071067811865476,[0.02379592 0.07681603],[0.02654239 1.55083522],[0.08132857 0.54866037],0.31240906010166,0.0,0.5544865578494621,0.1668520578420467,0.02944720763391817,0.08535772361548276,16.667,28.333,0.483,0.483,0.786,0.714,0.219,0.281
F_1,F_3,sex,trestbps,0.3,78.333,78.333,0.32659611093835944,-1,0.7071067811865476,[0.0007318  0.04394159],[0.03398664        nan],[0.09125713        nan],0.13971357903482584,0.0,0.6822892753376539,0.03337041156840934,0.0058894415267836345,0.03817313448176994,3.333,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_1,F_4,sex,chol,0.3,78.333,75.0,0.2976735857338842,-1,0.7071067811865476,[0.00032968 0.04888263],[0.02654239        nan],[0.08132857        nan],0.197584838318736,0.005232385196076319,0.6558252172597865,0.09677419354838701,0.01158256833600791,0.0535473753987082,6.667,25.0,0.483,0.517,0.786,0.786,0.219,0.281
F_1,F_5,sex,fbs,0.3,78.333,78.333,0.43802485928871204,-1,0.7071067811865476,[0.15546218 0.11344538],[0.03762902 0.01863949],[0.09577606 0.06684982],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_1,F_6,sex,restecg,0.3,78.333,80.0,0.9197951997502882,-1,0.7071067811865476,[0.04330913 0.09955265],[0.0227418  0.50755642],[0.07580411 0.3291215 ],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.00289464294030321,0.026773185909124263,1.667,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_1,F_7,sex,thalach,0.3,78.333,78.333,0.2976735857338842,-1,0.7071067811865476,[0.0005668  0.04388154],[0.02654239        nan],[0.08132857        nan],0.13971357903482584,0.0,0.6822892753376539,0.03337041156840934,0.0058894415267836345,0.03817313448177172,3.333,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_1,F_8,sex,exang,0.3,78.333,78.333,0.42168932428790495,-1,0.7071067811865476,[0.0898374  0.09715447],[0.02654239 0.02486458],[0.08132857 0.07797695],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_1,F_9,sex,oldpeak,0.3,78.333,78.333,1.216386789563116,-1,0.7071067811865476,[0.05971231 0.16614346],[0.02654239 0.5141575 ],[0.08132857 0.33180776],0.13971357903482584,0.0,0.6822892753376539,0.03337041156840934,0.0058894415267836345,0.03817313448177379,3.333,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_1,F_10,sex,ca,0.3,78.333,76.667,1.3643677449045206,-1,0.7071067811865476,[0.09171902 0.22324386],[0.02654239 0.98536922],[0.08132857 0.36619422],0.22090656490199947,0.007848577794114471,0.6422407324635004,0.12701612903225823,0.014284873902859731,0.05947587761944012,8.333,23.333,0.483,0.533,0.786,0.821,0.219,0.281
F_1,F_11,sex,thal,0.3,78.333,75.0,0.3330266337163764,-1,0.7071067811865476,[0.01683504 0.05372917],[0.03029088 3.76178433],[0.08645758 0.32419194],0.197584838318736,0.005232385196076319,0.6558252172597865,0.09677419354838701,0.011582568336007907,0.05354737539870955,6.667,25.0,0.483,0.517,0.786,0.786,0.219,0.281
F_2,F_0,cp,age,0.3,78.333,70.0,0.7132914621904357,-1,0.7071067811865476,[0.0678655  0.02722222],[1.55083522 0.02879371],[0.54866037 0.08377084],0.32765738648314163,0.0026161925980381505,0.5347725989328116,0.19719827586206898,0.03234582791832958,0.08946167111976532,18.333,30.0,0.483,0.467,0.786,0.679,0.219,0.281
F_2,F_1,cp,sex,0.3,78.333,70.0,0.6967870343479295,-1,0.7071067811865476,[0.07823898 0.02183693],[1.55083522 0.01888973],[0.54866037 0.06979127],0.32765738648314163,0.0026161925980381505,0.5347725989328116,0.19719827586206898,0.03234582791832958,0.08946167111976532,18.333,30.0,0.483,0.467,0.786,0.679,0.219,0.281
F_2,F_3,cp,trestbps,0.3,78.333,71.667,0.6261760269630295,-1,0.7071067811865476,[0.00184191 0.0368012 ],[1.51060009        nan],[0.53739353        nan],0.31240906010166,0.0,0.5544865578494621,0.1668520578420467,0.02944720763391817,0.08535772361548276,16.667,28.333,0.483,0.483,0.786,0.714,0.219,0.281
F_2,F_4,cp,chol,0.3,78.333,76.667,0.8155111228939482,-1,0.7071067811865476,[0.0010102  0.04287176],[1.91607569        nan],[0.64443368        nan],0.2613801725141405,0.0026161925980381596,0.6086445426287077,0.13118279569892471,0.02056296752065412,0.07133215978924058,11.667,23.333,0.483,0.5,0.786,0.786,0.219,0.25
F_2,F_5,cp,fbs,0.3,78.333,70.0,0.6032474328104398,-1,0.7071067811865476,[0.07256404 0.0302784 ],[1.30715475 0.02075734],[0.47630712 0.07050433],0.32765738648314163,0.0026161925980381505,0.5347725989328116,0.19719827586206898,0.03234582791832958,0.08946167111976532,18.333,30.0,0.483,0.467,0.786,0.679,0.219,0.281
F_2,F_6,cp,restecg,0.3,78.333,71.667,1.0648275933556433,-1,0.7071067811865476,[0.05896888 0.04140534],[1.58328687 0.43956287],[0.55783786 0.311706  ],0.31240906010166,0.0,0.5544865578494621,0.1668520578420467,0.02944720763391817,0.08535772361548276,16.667,28.333,0.483,0.483,0.786,0.714,0.219,0.281
F_2,F_7,cp,thalach,0.3,78.333,71.667,0.8430786946267556,-1,0.7071067811865476,[0.00183556 0.04087715],[1.97616015        nan],[0.65916668        nan],0.2794271580696517,0.005232385196076319,0.5923733419577941,0.16129032258064513,0.02336145138957527,0.07603779564765588,13.333,28.333,0.483,0.517,0.786,0.75,0.219,0.312
F_2,F_8,cp,exang,0.3,78.333,71.667,0.886656691759313,-1,0.7071067811865476,[0.08608005 0.02915921],[1.94643948 0.0274375 ],[0.65190407 0.08176277],0.2794271580696517,0.0,0.591208081101475,0.1334816462736374,0.023557766107134538,0.07634626896354343,13.333,28.333,0.483,0.483,0.786,0.714,0.219,0.281
F_2,F_9,cp,oldpeak,0.3,78.333,73.333,1.463374833502071,-1,0.7071067811865476,[0.07525383 0.07749708],[1.75933288 1.00289801],[0.60474444 0.34844295],0.296377257478104,0.0026161925980381505,0.5733096985989748,0.16433189655172414,0.02645638639154573,0.08090789232842649,15.0,26.667,0.483,0.467,0.786,0.714,0.219,0.25
F_2,F_10,cp,ca,0.3,78.333,70.0,1.4478975263356464,-1,0.7071067811865476,[0.07173805 0.0747261 ],[1.65883519 0.85099348],[0.57822983 0.34983409],0.3276573864831417,0.013080962990190778,0.5413668356340563,0.2466793168880456,0.031179563749067912,0.08788472748595103,18.333,30.0,0.483,0.567,0.786,0.786,0.219,0.375
F_2,F_11,cp,thal,0.3,78.333,71.667,0.7045339903453947,-1,0.7071067811865476,[0.03086992 0.036745  ],[1.65883519 4.66928569],[0.57822983 0.32419445],0.3422269787733327,0.005232385196076319,0.5156165868252165,0.2258064516129031,0.035140334443142435,0.09325326440301696,20.0,28.333,0.483,0.517,0.786,0.75,0.219,0.312
F_3,F_0,trestbps,age,0.3,78.333,80.0,0.25834756114790913,-1,0.7071067811865476,[0.04106778 0.00069091],[       nan 0.02035948],[       nan 0.07095841],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.0028946429403034243,0.026773185909121842,1.667,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_3,F_1,trestbps,sex,0.3,78.333,76.667,0.31246966518666197,-1,0.7071067811865476,[0.04249808 0.00068782],[       nan 0.03029088],[       nan 0.08645758],0.17111348938666637,0.0026161925980381596,0.6691701560804231,0.06559139784946234,0.008784084467087054,0.04662575821930226,5.0,23.333,0.483,0.5,0.786,0.786,0.219,0.25
F_3,F_2,trestbps,cp,0.3,78.333,73.333,0.7271911959403743,-1,0.7071067811865476,[0.03881414 0.00199686],[       nan 1.73054159],[       nan 0.59708948],0.296377257478104,0.0026161925980381596,0.5736762829435607,0.16397849462365593,0.026452409047438133,0.08090386187001933,15.0,26.667,0.483,0.5,0.786,0.75,0.219,0.281
F_3,F_4,trestbps,chol,0.3,78.333,75.0,0.0,-1,0.7071067811865476,[0.01155634 0.03304928],[nan nan],[nan nan],0.2794271580696517,0.010464770392152628,0.5952528600619778,0.18768328445747787,0.022780384976720386,0.07511197025918395,13.333,25.0,0.483,0.55,0.786,0.821,0.219,0.312
F_3,F_5,trestbps,fbs,0.3,78.333,76.667,0.2759946188907282,-1,0.7071067811865476,[0.03895097 0.00075477],[       nan 0.01863949],[       nan 0.06684982],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.002894642940303424,0.026773185909121845,1.667,23.333,0.483,0.5,0.786,0.786,0.219,0.25
F_3,F_6,trestbps,restecg,0.3,78.333,78.333,0.8754663750585747,-1,0.7071067811865476,[0.04075831 0.00143724],[       nan 0.50755642],[      nan 0.3291215],0.197584838318736,0.005232385196076319,0.6558252172597865,0.09677419354838707,0.011582568336007699,0.05354737539870895,6.667,21.667,0.483,0.517,0.786,0.821,0.219,0.25
F_3,F_7,trestbps,thalach,0.3,78.333,80.0,0.0,-1,0.7071067811865476,[0.01394467 0.01810998],[nan nan],[nan nan],0.17111348938666637,0.0026161925980381596,0.6691701560804231,0.06559139784946234,0.008784084467087058,0.046625758219302274,5.0,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_3,F_8,trestbps,exang,0.3,78.333,76.667,0.29868431926487493,-1,0.7071067811865476,[0.03327858 0.00072383],[       nan 0.02486458],[       nan 0.07797695],0.17111348938666637,0.007848577794114471,0.670903021863079,0.09526209677419359,0.008395432376076095,0.04560732268346382,5.0,23.333,0.483,0.533,0.786,0.821,0.219,0.281
F_3,F_9,trestbps,oldpeak,0.3,78.333,73.333,1.3617452630452036,-1,0.7071067811865476,[0.04398715 0.00272096],[       nan 1.93553548],[       nan 0.36731595],0.17111348938666637,0.0026161925980381596,0.6691701560804231,0.06559139784946233,0.008784084467087056,0.046625758219302274,5.0,26.667,0.483,0.5,0.786,0.75,0.219,0.281
F_3,F_10,trestbps,ca,0.3,78.333,75.0,1.2151610866649218,-1,0.7071067811865476,[0.03691791 0.00213227],[       nan 0.75825888],[       nan 0.33667928],0.24199101739560827,0.010464770392152628,0.6284015957666462,0.1564027370478982,0.0168909434499366,0.06468563324935475,10.0,25.0,0.483,0.55,0.786,0.821,0.219,0.312
F_3,F_11,trestbps,thal,0.3,78.333,73.333,0.11525797963099461,-1,0.7071067811865476,[0.03129948 0.00211206],[       nan 4.66928569],[       nan 0.32419445],0.2613801725141405,0.007848577794114471,0.61060640585891,0.15877016129032268,0.02017431542964337,0.07067341897375584,11.667,26.667,0.483,0.533,0.786,0.786,0.219,0.312
F_4,F_0,chol,age,0.3,78.333,80.0,0.3207091742121806,-1,0.7071067811865476,[0.05237151 0.00041589],[       nan 0.03150381],[       nan 0.08753192],0.17111348938666637,0.007848577794114471,0.670903021863079,0.09526209677419366,0.008395432376076093,0.04560732268346224,5.0,20.0,0.483,0.533,0.786,0.857,0.219,0.25
F_4,F_1,chol,sex,0.3,78.333,78.333,0.32659611093835944,-1,0.7071067811865476,[0.05321395 0.00037464],[       nan 0.03398664],[       nan 0.09125713],0.13971357903482584,0.005232385196076319,0.683157128775741,0.06451612903225806,0.005693126809224279,0.03755141721237966,3.333,21.667,0.483,0.517,0.786,0.821,0.219,0.25
F_4,F_2,chol,cp,0.3,78.333,75.0,0.7271911959403743,-1,0.7071067811865476,[0.04701996 0.00101216],[       nan 1.73054159],[       nan 0.59708948],0.2794271580696517,0.010464770392152628,0.5952528600619778,0.1876832844574779,0.022780384976720382,0.07511197025918202,13.333,25.0,0.483,0.55,0.786,0.821,0.219,0.312
F_4,F_3,chol,trestbps,0.3,78.333,75.0,0.0,-1,0.7071067811865476,[0.03720816 0.0120483 ],[nan nan],[nan nan],0.197584838318736,0.005232385196076319,0.6558252172597865,0.096774193548387,0.01158256833600791,0.053547375398709546,6.667,25.0,0.483,0.517,0.786,0.786,0.219,0.281
F_4,F_5,chol,fbs,0.3,78.333,78.333,0.2759946188907282,-1,0.7071067811865476,[0.05505034 0.00039396],[       nan 0.01863949],[       nan 0.06684982],0.13971357903482584,0.005232385196076319,0.683157128775741,0.06451612903225806,0.005693126809224279,0.03755141721237966,3.333,21.667,0.483,0.517,0.786,0.821,0.219,0.25
F_4,F_6,chol,restecg,0.3,78.333,78.333,0.6976140057778085,-1,0.7071067811865476,[0.05007835 0.00061029],[       nan 0.23271032],[    nan 0.25395],0.13971357903482584,0.005232385196076319,0.683157128775741,0.06451612903225806,0.005693126809224279,0.03755141721237966,3.333,21.667,0.483,0.517,0.786,0.821,0.219,0.25
F_4,F_7,chol,thalach,0.3,78.333,80.0,0.0,-1,0.7071067811865476,[0.03145734 0.01379922],[nan nan],[nan nan],0.22090656490199947,0.007848577794114471,0.6422407324635004,0.12701612903225817,0.014284873902859731,0.059475877619438906,8.333,20.0,0.483,0.533,0.786,0.857,0.219,0.25
F_4,F_8,chol,exang,0.3,78.333,80.0,0.29868431926487493,-1,0.7071067811865476,[0.05277624 0.00038071],[       nan 0.02486458],[       nan 0.07797695],0.17111348938666637,0.0026161925980381596,0.6691701560804231,0.0655913978494623,0.008784084467087056,0.04662575821930227,5.0,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_4,F_9,chol,oldpeak,0.3,78.333,81.667,1.321658986242215,-1,0.7071067811865476,[0.05318611 0.0012921 ],[       nan 1.16322752],[       nan 0.35678957],0.13971357903482584,0.005232385196076319,0.683157128775741,0.06451612903225806,0.005693126809224281,0.03755141721237766,3.333,18.333,0.483,0.517,0.786,0.857,0.219,0.219
F_4,F_10,chol,ca,0.3,78.333,75.0,1.3362656567449147,-1,0.7071067811865476,[0.06204998 0.00124803],[       nan 1.00721583],[       nan 0.36493298],0.197584838318736,0.005232385196076319,0.6558252172597865,0.096774193548387,0.01158256833600791,0.053547375398709546,6.667,25.0,0.483,0.517,0.786,0.786,0.219,0.281
F_4,F_11,chol,thal,0.3,78.333,76.667,0.1152363525395154,-1,0.7071067811865476,[0.05725657 0.00119617],[       nan 4.36678524],[       nan 0.32419361],0.22090656490199947,0.007848577794114471,0.6422407324635004,0.1270161290322582,0.014284873902859731,0.059475877619440114,8.333,23.333,0.483,0.533,0.786,0.821,0.219,0.281
F_5,F_0,fbs,age,0.3,78.333,78.333,0.4539940397572271,-1,0.7071067811865476,[0.15560345 0.2237069 ],[0.02687631 0.02879371],[0.08022458 0.08377084],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_5,F_1,fbs,sex,0.3,78.333,78.333,0.4059342228739853,-1,0.7071067811865476,[0.11409736 0.13590264],[0.01863949 0.02654239],[0.06684982 0.08132857],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_5,F_2,fbs,cp,0.3,78.333,71.667,0.6500355010536248,-1,0.7071067811865476,[0.02898752 0.06897827],[0.01863949 1.42652266],[0.06684982 0.51316561],0.31240906010166,0.0,0.5544865578494621,0.1668520578420467,0.02944720763391817,0.08535772361548276,16.667,28.333,0.483,0.483,0.786,0.714,0.219,0.281
F_5,F_3,fbs,trestbps,0.3,78.333,80.0,0.2918916882592494,-1,0.7071067811865476,[0.00079258 0.04004053],[0.02075734        nan],[0.07050433        nan],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.0028946429403034243,0.026773185909121842,1.667,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_5,F_4,fbs,chol,0.3,78.333,81.667,0.2918916882592494,-1,0.7071067811865476,[0.00041161 0.06005329],[0.02075734        nan],[0.07050433        nan],0.197584838318736,0.005232385196076319,0.6558252172597865,0.09677419354838701,0.01158256833600791,0.053547375398709546,6.667,18.333,0.483,0.517,0.786,0.857,0.219,0.219
F_5,F_6,fbs,restecg,0.3,78.333,80.0,0.8067451920839701,-1,0.7071067811865476,[0.06757044 0.11424774],[0.02283637 0.3021227 ],[0.0739331  0.27432293],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.00289464294030321,0.026773185909124263,1.667,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_5,F_7,fbs,thalach,0.3,78.333,80.0,0.3213350489928353,-1,0.7071067811865476,[0.00073163 0.04179034],[0.02487616        nan],[0.0771655       nan],0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.002898620284411196,0.02677448040755767,1.667,20.0,0.483,0.467,0.786,0.786,0.219,0.188
F_5,F_8,fbs,exang,0.3,78.333,78.333,0.40667597941279987,-1,0.7071067811865476,[0.20883534 0.24899598],[0.02075734 0.0222513 ],[0.07050433 0.07395391],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_5,F_9,fbs,oldpeak,0.3,78.333,78.333,1.4089136916853262,-1,0.7071067811865476,[0.07862512 0.28838653],[0.02075734 1.56204849],[0.07050433 0.37302779],0.13971357903482584,0.0,0.6822892753376539,0.03337041156840934,0.0058894415267836345,0.03817313448177379,3.333,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_5,F_10,fbs,ca,0.3,78.333,76.667,1.366536419209621,-1,0.7071067811865476,[0.11006787 0.34671946],[0.02283637 1.03725869],[0.0739331 0.3645627],0.17111348938666637,0.007848577794114471,0.670903021863079,0.09526209677419366,0.008395432376076093,0.04560732268346382,5.0,23.333,0.483,0.533,0.786,0.821,0.219,0.281
F_5,F_11,fbs,thal,0.3,78.333,75.0,0.34136585320713037,-1,0.7071067811865476,[0.0218131  0.07700583],[0.02487616 4.06428478],[0.0771655  0.32419278],0.13971357903482584,0.0,0.6822892753376539,0.03337041156840934,0.0058894415267836345,0.03817313448177172,3.333,25.0,0.483,0.483,0.786,0.75,0.219,0.25
F_6,F_0,restecg,age,0.3,78.333,80.0,0.9041057383504667,-1,0.7071067811865476,[0.09555484 0.05925688],[0.43956287 0.03676841],[0.311706   0.09447053],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.00289464294030321,0.026773185909124263,1.667,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_6,F_1,restecg,sex,0.3,78.333,80.0,0.8562817043110532,-1,0.7071067811865476,[0.0921875 0.05     ],[0.3710791  0.03398664],[0.29349723 0.09125713],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.00289464294030321,0.026773185909124263,1.667,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_6,F_2,restecg,cp,0.3,78.333,73.333,1.1271949353512718,-1,0.7071067811865476,[0.04254127 0.06753995],[0.43956287 1.79320367],[0.311706  0.6134244],0.296377257478104,0.0026161925980381596,0.5736762829435607,0.16397849462365593,0.026452409047438136,0.08090386187001974,15.0,26.667,0.483,0.5,0.786,0.75,0.219,0.281
F_6,F_3,restecg,trestbps,0.3,78.333,78.333,0.7460625437974824,-1,0.7071067811865476,[0.00124962 0.0402981 ],[0.3021227       nan],[0.27432293        nan],0.197584838318736,0.005232385196076319,0.6558252172597865,0.09677419354838707,0.01158256833600791,0.05354737539870955,6.667,21.667,0.483,0.517,0.786,0.821,0.219,0.25
F_6,F_4,restecg,chol,0.3,78.333,80.0,0.8754663750585747,-1,0.7071067811865476,[0.00072834 0.04976594],[0.50755642        nan],[0.3291215       nan],0.17111348938666637,0.007848577794114471,0.670903021863079,0.09526209677419366,0.008395432376076093,0.04560732268346224,5.0,20.0,0.483,0.533,0.786,0.857,0.219,0.25
F_6,F_5,restecg,fbs,0.3,78.333,80.0,0.8219751718025486,-1,0.7071067811865476,[0.11417004 0.05506073],[0.3710791  0.01205698],[0.29349723 0.05407176],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.00289464294030321,0.026773185909124263,1.667,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_6,F_7,restecg,thalach,0.3,78.333,80.0,0.8345641710845193,-1,0.7071067811865476,[0.00119131 0.04260617],[0.43956287        nan],[0.311706      nan],0.17111348938666637,0.0026161925980381596,0.6691701560804231,0.06559139784946233,0.008784084467087054,0.04662575821930227,5.0,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_6,F_8,restecg,exang,0.3,78.333,80.0,0.9250155114553068,-1,0.7071067811865476,[0.10724144 0.05543798],[0.50755642 0.02486458],[0.3291215  0.07797695],0.098792419159368,0.0026161925980381596,0.695221787153807,0.03279569892473118,0.00289464294030321,0.026773185909124263,1.667,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_6,F_9,restecg,oldpeak,0.3,78.333,80.0,1.5134668992723075,-1,0.7071067811865476,[0.07769516 0.12933848],[0.43956287 1.39109844],[0.311706   0.34620993],0.17111348938666637,0.0026161925980381596,0.6691701560804231,0.06559139784946236,0.008784084467087058,0.04662575821930326,5.0,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_6,F_10,restecg,ca,0.3,78.333,80.0,1.6286250904688884,-1,0.7071067811865476,[0.1122449  0.15511786],[0.43956287 1.14321636],[0.311706   0.38138607],0.17111348938666637,0.007848577794114471,0.670903021863079,0.09526209677419366,0.008395432376076093,0.04560732268346382,5.0,20.0,0.483,0.533,0.786,0.857,0.219,0.25
F_6,F_11,restecg,thal,0.3,78.333,76.667,0.754916356988108,-1,0.7071067811865476,[0.02689316 0.05157391],[0.3021227  4.97178614],[0.27432293 0.32419528],0.22090656490199947,0.007848577794114471,0.6422407324635004,0.1270161290322582,0.014284873902859731,0.059475877619440114,8.333,23.333,0.483,0.533,0.786,0.821,0.219,0.281
F_7,F_0,thalach,age,0.3,78.333,78.333,0.30631135533254766,-1,0.7071067811865476,[0.04862465 0.00068206],[       nan 0.02879371],[       nan 0.08377084],0.13971357903482584,0.0,0.6822892753376539,0.03337041156840934,0.0058894415267836345,0.03817313448177172,3.333,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_7,F_1,thalach,sex,0.3,78.333,80.0,0.32659611093835944,-1,0.7071067811865476,[0.04201649 0.00061255],[       nan 0.03398664],[       nan 0.09125713],0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.002898620284411196,0.02677448040755767,1.667,20.0,0.483,0.467,0.786,0.786,0.219,0.188
F_7,F_2,thalach,cp,0.3,78.333,73.333,0.6076469121605917,-1,0.7071067811865476,[0.03956328 0.00150634],[       nan 1.46918605],[       nan 0.52558217],0.32765738648314163,0.007848577794114471,0.5374534797067271,0.22227822580645173,0.031953198483210654,0.08893501226651945,18.333,26.667,0.483,0.533,0.786,0.786,0.219,0.312
F_7,F_3,thalach,trestbps,0.3,78.333,78.333,0.0,-1,0.7071067811865476,[0.01884755 0.01439197],[nan nan],[nan nan],0.197584838318736,0.0,0.6548665271678614,0.06674082313681869,0.01177888305356727,0.05398496450241361,6.667,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_7,F_4,thalach,chol,0.3,78.333,80.0,0.0,-1,0.7071067811865476,[0.0163075  0.03229036],[nan nan],[nan nan],0.17111348938666637,0.0026161925980381596,0.6691701560804231,0.0655913978494623,0.008784084467087056,0.04662575821930227,5.0,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_7,F_5,thalach,fbs,0.3,78.333,80.0,0.25912410470359903,-1,0.7071067811865476,[0.04558256 0.00062481],[       nan 0.01648322],[      nan 0.0629311],0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.002898620284411196,0.02677448040755767,1.667,20.0,0.483,0.467,0.786,0.786,0.219,0.188
F_7,F_6,thalach,restecg,0.3,78.333,80.0,0.8345641710845193,-1,0.7071067811865476,[0.04254915 0.00123572],[       nan 0.43956287],[     nan 0.311706],0.17111348938666637,0.0026161925980381596,0.6691701560804231,0.06559139784946233,0.008784084467087054,0.04662575821930227,5.0,20.0,0.483,0.5,0.786,0.821,0.219,0.219
F_7,F_8,thalach,exang,0.3,78.333,80.0,0.29868431926487493,-1,0.7071067811865476,[0.04369659 0.00063312],[       nan 0.02486458],[       nan 0.07797695],0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.002898620284411196,0.02677448040755767,1.667,20.0,0.483,0.467,0.786,0.786,0.219,0.188
F_7,F_9,thalach,oldpeak,0.3,78.333,78.333,1.2698876602683982,-1,0.7071067811865476,[0.04506088 0.00194609],[      nan 0.8858345],[       nan 0.34675377],0.13971357903482584,0.0,0.6822892753376539,0.03337041156840934,0.0058894415267836345,0.03817313448177379,3.333,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_7,F_10,thalach,ca,0.3,78.333,76.667,1.2923218045450053,-1,0.7071067811865476,[0.04328615 0.00200814],[       nan 0.89630774],[       nan 0.35559722],0.22090656490199947,0.0026161925980381596,0.6403943994732,0.09838709677419347,0.014673525993870864,0.060258768448183564,8.333,23.333,0.483,0.5,0.786,0.786,0.219,0.25
F_7,F_11,thalach,thal,0.3,78.333,73.333,0.1152363525395154,-1,0.7071067811865476,[0.04261212 0.00196366],[       nan 4.36678524],[       nan 0.32419361],0.2613801725141405,0.007848577794114471,0.61060640585891,0.1587701612903227,0.020174315429643375,0.07067341897375586,11.667,26.667,0.483,0.533,0.786,0.786,0.219,0.312
F_8,F_0,exang,age,0.3,78.333,78.333,0.3833119576892924,-1,0.7071067811865476,[0.11845608 0.14241349],[0.01959808 0.02322095],[0.06965328 0.07552506],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_8,F_1,exang,sex,0.3,78.333,78.333,0.42168932428790495,-1,0.7071067811865476,[0.10528455 0.08170732],[0.02996963 0.01888973],[0.0853423  0.06979127],0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,21.667,0.483,0.483,0.786,0.786,0.219,0.219
F_8,F_2,exang,cp,0.3,78.333,75.0,0.9268721367833632,-1,0.7071067811865476,[0.02710544 0.09198465],[0.0222513  2.05732014],[0.07395391 0.67893533],0.2794271580696517,0.0,0.591208081101475,0.1334816462736374,0.023557766107134538,0.07634626896354343,13.333,25.0,0.483,0.483,0.786,0.75,0.219,0.25
