ID,Feature,Category,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,sex,0.0,0.1,67.584,67.154,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.009681544333696295,0.586771484962843,0.3170731707317055,0.015718562656084047,0.06120719234622475,0.12970593820351595,0.0009631599709084416,0.6963776568139832,0.013803191830662753,0.00023948194044291256,0.0076703681278232575,1.462,32.846,0.565,0.573,0.733,0.736,0.385,0.398
F_0,sex,1.0,0.1,71.786,70.0,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.009681544333696295,0.586771484962843,0.3170731707317055,0.015718562656084047,0.06120719234622475,0.062044219207435566,0.0010894633066526886,0.682373637744815,0.015551032582545591,0.00023552584194426002,0.007525176488256997,2.5,30.0,0.764,0.746,0.853,0.827,0.573,0.573
F_1,age_cat,0.5555555555555556,0.1,69.125,69.0,0.020097020097020097,0.06468006468006468,0.8325743840170006,0.003372456415309626,0.7612514421473324,0.06280725926968127,0.0084844034749546,0.045525472117720234,0.18251440164053337,0.001477122800537109,0.6910004511056087,0.020053635441006558,0.0006974556223837881,0.01310298426941071,2.125,31.0,0.618,0.601,0.785,0.769,0.42,0.403
F_1,age_cat,1.0,0.1,72.524,71.565,0.020097020097020097,0.06468006468006468,0.8325743840170006,0.003372456415309626,0.7612514421473324,0.06280725926968127,0.0084844034749546,0.045525472117720234,0.1454294048945492,0.0034976621270453043,0.6821191292358696,0.04259656410693524,0.0010722034734198837,0.016326379776031838,2.875,28.435,0.722,0.693,0.83,0.802,0.495,0.465
F_1,age_cat,0.0,0.1,62.727,60.606,0.020097020097020097,0.06468006468006468,0.8325743840170006,0.003372456415309626,0.7612514421473324,0.06280725926968127,0.0084844034749546,0.045525472117720234,0.19760832932081318,0.005347424081031683,0.6742171881301102,0.05721517391300548,0.001809675762610148,0.02116495913914179,4.545,39.394,0.458,0.503,0.595,0.622,0.346,0.407
F_2,race,0.0,0.1,69.102,68.998,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.005547851247399,0.6164358626168143,0.18283582089552247,0.01672595172531917,0.06366408948513125,0.10176515505703448,0.0009453758885882939,0.6972232000229065,0.011091477160351308,0.00017641146641326588,0.006654781024543841,1.357,31.002,0.547,0.548,0.725,0.725,0.347,0.35
F_2,race,1.0,0.1,67.01,67.216,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.005547851247399,0.6164358626168143,0.18283582089552247,0.01672595172531917,0.06366408948513125,0.0602532104450028,0.0006214369953053524,0.6979667176244052,0.0077717826811583264,0.00013305582603680228,0.005613261643149036,1.031,32.784,0.715,0.718,0.826,0.829,0.556,0.556
F_3,priors_count,0.0,0.1,72.897,71.028,0.020097020097020097,0.0641025641025641,0.8129516406636229,0.0006242357596980847,0.7681007983937914,0.05602447309430192,0.008436551889148573,0.04592409410298631,0.192086635835635,0.0037438806388159864,0.37538281855423516,0.047563851567714054,0.0013657270111270834,0.018445580157665717,5.607,28.972,0.984,0.932,0.984,0.937,0.982,0.92
F_3,priors_count,1.0,0.1,69.283,64.798,0.020097020097020097,0.0641025641025641,0.8129516406636229,0.0006242357596980847,0.7681007983937914,0.05602447309430192,0.008436551889148573,0.04592409410298631,0.2351258898239654,0.005656804111707568,0.4753171374168031,0.06231822173979322,0.001869322346061038,0.02160705316574764,8.969,35.202,0.043,0.132,0.096,0.164,0.017,0.117
F_3,priors_count,0.75,0.1,64.323,63.093,0.020097020097020097,0.0641025641025641,0.8129516406636229,0.0006242357596980847,0.7681007983937914,0.05602447309430192,0.008436551889148573,0.04592409410298631,0.16719164050141228,0.0017075822217872145,0.6634920394015333,0.02603028971948055,0.0008081870008269389,0.01420047999657302,4.394,36.907,0.757,0.731,0.843,0.81,0.637,0.62
F_4,c_charge_degree,0.0,0.1,69.08,69.472,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.004460037277320762,0.6178170728512803,0.09978540772532202,0.01850991643066269,0.06823887833464476,0.05712322146679513,0.0007387119796979229,0.6961486552980531,0.01018200501849865,0.00010992835977391393,0.0051144500531203636,1.174,30.528,0.74,0.736,0.848,0.848,0.564,0.554
F_4,c_charge_degree,1.0,0.1,68.026,67.597,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.004460037277320762,0.6178170728512803,0.09978540772532202,0.01850991643066269,0.06823887833464476,0.09669929286266148,0.0007789058536281841,0.702499175264332,0.010214158791816176,0.000162774441967097,0.006395342584060848,0.644,32.403,0.529,0.527,0.704,0.698,0.345,0.347
F_0,sex,0.0,0.3,67.584,66.466,0.06001386001386001,0.30006930006930005,2.055737075137527,0.02926219579510453,0.31351832341144203,0.6393442622950807,0.04367577198217041,0.10338365657932366,0.22761792110137824,0.003028486662922381,0.6803913174283341,0.0365824641374784,0.0007096999820661238,0.01315655974977837,3.525,33.534,0.565,0.58,0.733,0.736,0.385,0.412
F_0,sex,1.0,0.3,71.786,69.286,0.06001386001386001,0.30006930006930005,2.055737075137527,0.02926219579510453,0.31351832341144203,0.6393442622950807,0.04367577198217041,0.10338365657932366,0.13858622360835093,0.0035648352593316557,0.6341581623634719,0.04484318966437177,0.0011246592042103327,0.016620059336080125,6.786,30.714,0.764,0.739,0.853,0.817,0.573,0.573
F_1,age_cat,0.5555555555555556,0.3,69.125,68.0,0.06001386001386001,0.18826518826518823,1.4012406072376673,0.009365725109856522,0.5976032954642979,0.1811033039030976,0.02389303524066867,0.07666664144302468,0.31497831914293595,0.003939925154085087,0.6581553179169284,0.056292704354612366,0.002062169241136987,0.022611360116177495,6.125,32.0,0.618,0.586,0.785,0.746,0.42,0.398
F_1,age_cat,1.0,0.3,72.524,66.773,0.06001386001386001,0.18826518826518823,1.4012406072376673,0.009365725109856522,0.5976032954642979,0.1811033039030976,0.02389303524066867,0.07666664144302468,0.27482593532235006,0.010891571287390881,0.6313496412391318,0.10283882836670459,0.0033431860098735336,0.028745199704284075,8.946,33.227,0.722,0.633,0.83,0.722,0.495,0.446
F_1,age_cat,0.0,0.3,62.727,60.0,0.06001386001386001,0.18826518826518823,1.4012406072376673,0.009365725109856522,0.5976032954642979,0.1811033039030976,0.02389303524066867,0.07666664144302468,0.3047977173269858,0.01347762278584299,0.6095995371319833,0.11397197951984184,0.003609796026446667,0.029984998809862735,13.03,40.0,0.458,0.588,0.595,0.709,0.346,0.489
F_2,race,0.0,0.3,69.102,68.894,0.06001386001386001,0.30006930006930005,2.055737075137527,0.014685488596056177,0.3537433617787802,0.45806451612903126,0.04900765493891051,0.10990513721179317,0.16012153560156045,0.0023564178291490935,0.6885504169581365,0.025875094863998624,0.0004303316593045374,0.010352791595705523,2.505,31.106,0.547,0.545,0.725,0.721,0.347,0.347
F_2,race,1.0,0.3,67.01,66.186,0.06001386001386001,0.30006930006930005,2.055737075137527,0.014685488596056177,0.3537433617787802,0.45806451612903126,0.04900765493891051,0.10990513721179317,0.1353734396715156,0.0019480559041689391,0.6686375036315614,0.028492997571472382,0.0006344245266689631,0.012470156759959682,4.124,33.814,0.715,0.711,0.826,0.815,0.556,0.561
F_3,priors_count,0.0,0.3,72.897,68.692,0.06001386001386001,0.18728343728343727,1.3923571391986596,0.0011606218900795389,0.612870396526878,0.15624393536166573,0.024961490040390964,0.07873853165804415,0.3319051101311259,0.0116880296291046,0.21815746854654425,0.10952502252422716,0.0035015420541439704,0.02949179568738222,17.29,31.308,0.984,0.815,0.984,0.841,0.982,0.743
F_3,priors_count,1.0,0.3,69.283,59.641,0.06001386001386001,0.18728343728343727,1.3923571391986596,0.0011606218900795389,0.612870396526878,0.15624393536166573,0.024961490040390964,0.07873853165804415,0.390740431490391,0.01581007879696459,0.3034566295511989,0.13142835158015914,0.004194932856809351,0.03236032560540647,26.233,40.359,0.043,0.305,0.096,0.349,0.017,0.283
F_3,priors_count,0.75,0.3,64.323,61.16,0.06001386001386001,0.18728343728343727,1.3923571391986596,0.0011606218900795389,0.612870396526878,0.15624393536166573,0.024961490040390964,0.07873853165804415,0.3418455221908684,0.005827924843127774,0.5425599909434331,0.0856881386746309,0.003255403762863771,0.028373416179010007,15.114,38.84,0.757,0.673,0.843,0.744,0.637,0.574
F_4,c_charge_degree,0.0,0.3,69.08,68.689,0.06001386001386001,0.30006930006930005,2.055737075137527,0.016425990948181337,0.3667647020204709,0.31330472103004064,0.053320532677072964,0.11509386149070272,0.10462867972469642,0.0020356825114226443,0.6809046828627402,0.026053902589143717,0.00035040977663863213,0.009210359554866421,2.74,31.311,0.74,0.732,0.848,0.839,0.564,0.559
F_4,c_charge_degree,1.0,0.3,68.026,67.275,0.06001386001386001,0.30006930006930005,2.055737075137527,0.016425990948181337,0.3667647020204709,0.31330472103004064,0.053320532677072964,0.11509386149070272,0.15771308627595185,0.00200953466320173,0.6905762373378338,0.02514231749656004,0.0004234223456915636,0.010315407599196046,2.253,32.725,0.529,0.534,0.704,0.702,0.345,0.358
F_0,sex,0.0,0.5,67.584,65.864,0.10006930006930008,0.5003465003465003,2.654558001661692,0.04808137747745799,0.0003400344400785652,0.8060941828254895,0.06731418065520896,0.1303090790085075,0.2978381617534458,0.00520469117708211,0.6509688052922664,0.05364847507852093,0.00115400722278222,0.01680288920734881,7.051,34.136,0.565,0.601,0.733,0.751,0.385,0.44
F_0,sex,1.0,0.5,71.786,70.357,0.10006930006930008,0.5003465003465003,2.654558001661692,0.04808137747745799,0.0003400344400785652,0.8060941828254895,0.06731418065520896,0.1303090790085075,0.16905386398049949,0.006028699616806855,0.6024692088460135,0.0650764470702381,0.001559073175861363,0.01966445723920926,9.286,29.643,0.764,0.736,0.853,0.822,0.573,0.551
F_1,age_cat,0.5555555555555556,0.5,69.125,68.0,0.10006930006930008,0.3043813043813044,1.757625557230383,0.013064292608122523,0.3133526364377266,0.2900906315081742,0.0373798224351799,0.09624863892884536,0.40917052358870976,0.0069368322028561065,0.6284602935248378,0.09043780643347604,0.003471196078981069,0.029280169442036243,9.625,32.0,0.618,0.559,0.785,0.721,0.42,0.368
F_1,age_cat,1.0,0.5,72.524,66.134,0.10006930006930008,0.3043813043813044,1.757625557230383,0.013064292608122523,0.3133526364377266,0.2900906315081742,0.0373798224351799,0.09624863892884536,0.32460966780241196,0.016972539307601876,0.6157965965756411,0.12058471976033223,0.0038973464280909567,0.031059696198070696,10.863,33.866,0.722,0.613,0.83,0.703,0.495,0.426
F_1,age_cat,0.0,0.5,62.727,59.394,0.10006930006930008,0.3043813043813044,1.757625557230383,0.013064292608122523,0.3133526364377266,0.2900906315081742,0.0373798224351799,0.09624863892884536,0.37859789931005916,0.02068820419532034,0.5369866885385738,0.13995734572145224,0.004664311773968217,0.03415191235699226,21.515,40.606,0.458,0.667,0.595,0.791,0.346,0.566
