ID,Feature,Category,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,worse_case_unfair,epsilon_unfair,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_5,hours-per-week,<=40,0.1,85.973,85.925,0.003402148577593168,0.00010237510237510245,1.1184137992920478,0.00023397717972426614,0.988397508265433,0.05507779083344944,inf,0.5622021309696006,0.3824739371645106,0.00047595713709073356,0.6942085397355915,0.01017323007583202,0.00042023128653812474,0.010096761569105987,0.425,14.075,128.0,19.692307692307693,0.061,0.065,0.276,0.285,0.015,0.018
F_5,hours-per-week,>=41,0.1,70.949,70.693,0.003402148577593168,0.00010237510237510245,1.1184137992920478,0.00023397717972426614,0.988397508265433,0.05507779083344944,inf,0.5622021309696006,0.4129300188213107,0.0007412375355578292,0.7004660639427006,0.01425671933440448,0.0011164001373996121,0.0163390597450522,0.839,29.307,20.50847457627119,6.260869565217389,0.347,0.343,0.572,0.564,0.2,0.199
F_0,age,>=38,0.3,73.628,73.268,0.01694360187265513,0.0001023751023751026,1.9357782740490763e-31,2.939619945046112e-66,0.9828370816469482,0.12940074901083357,inf,0.6756272502015503,1.2960829466732124,0.008426907550601603,0.6510397125941335,0.11841347115357889,0.006169757472257559,0.0379252799816285,4.978,26.732,3649.000000000063,105.39473684210535,0.233,0.193,0.455,0.394,0.114,0.087
F_0,age,<=37,0.3,88.678,87.684,0.01694360187265513,0.0001023751023751026,1.9357782740490763e-31,2.939619945046112e-66,0.9828370816469482,0.12940074901083357,inf,0.6756272502015503,0.856712938732691,0.002606674138240112,0.633512575312201,0.08116803432399135,0.0032612183067014106,0.027908973359034767,2.653,12.316,836.3999999999937,89.09090909090881,0.071,0.085,0.356,0.369,0.022,0.036
F_1,race,0,0.3,88.105,87.892,0.060006141877367185,0.3000307093868359,5.348494203636101,0.03340606660653899,0.2792798162447572,0.2994620442319479,0.04981474422047155,0.11176512525987638,0.3462232961732219,0.0018989363392446505,0.6866161038411414,0.06275664875417229,0.001696758851689742,0.01973177414640471,0.783,12.108,5849.999999999332,143.15789473684123,0.074,0.078,0.342,0.347,0.03,0.033
F_1,race,1,0.3,80.466,80.132,0.060006141877367185,0.3000307093868359,5.348494203636101,0.03340606660653899,0.2792798162447572,0.2994620442319479,0.04981474422047155,0.11176512525987638,1.1463596350733662,0.002751131411708648,0.6677389377482821,0.05698846920256972,0.002904557231156166,0.026227715092103067,2.678,19.868,5849.999999999332,983.9999999999991,0.155,0.152,0.421,0.409,0.064,0.064
F_2,sex,0,0.3,90.37,89.624,0.060006141877367185,0.3000307093868359,5.348494203636101,0.016855682477277253,0.35743216768426217,0.30381679389310756,0.05383025674017936,0.11563550720584821,0.7879748986631677,0.004294409200071131,0.6323345307220896,0.12723235870745175,0.003641930666509619,0.029293684391448506,1.988,10.376,400.516129032261,267.0107526881741,0.049,0.062,0.293,0.317,0.017,0.029
F_2,sex,1,0.3,77.237,77.267,0.060006141877367185,0.3000307093868359,5.348494203636101,0.016855682477277253,0.35743216768426217,0.30381679389310756,0.05383025674017936,0.11563550720584821,1.222827465252629,0.005634286330901746,0.6583689189145261,0.08952954574013722,0.004074442864709899,0.030841721566135592,3.756,22.733,400.516129032261,286.08294930875786,0.19,0.164,0.437,0.394,0.084,0.065
F_3,capital-gain,<=3471,0.3,80.505,80.459,0.0006128547717371139,0.00010237510237510246,23.082188273127702,0.10891381531688209,0.9796788785607384,0.7970741131830309,inf,0.41412126216799505,0.17111348938666637,2.4325361209094924e-05,0.7062034393855869,0.0009471564468034384,8.09823697307834e-05,0.004456139003521464,0.046,19.541,1.0,0.0,0.102,0.101,0.273,0.272,0.057,0.057
F_3,capital-gain,>=3674,0.3,94.737,93.301,0.0006128547717371139,0.00010237510237510246,23.082188273127702,0.10891381531688209,0.9796788785607384,0.7970741131830309,inf,0.41412126216799505,0.2896538085038721,0.003379770341963171,0.6878696847796488,0.05805293336187477,0.003563707954512506,0.029782437068028023,1.914,6.699,2.0,2.0,0.778,0.758,0.975,0.953,0.141,0.131
F_4,capital-loss,<=1876,0.3,81.028,80.923,0.0011836530872817751,0.00010237510237510315,23.65831818627881,0.11450856323529707,0.9801774040718784,0.8883039341875286,inf,0.4170023722059901,0.29646293760976183,2.2406456962742672e-05,0.7049177420706843,0.0021406883037564614,0.00023356716958109158,0.007589621234532964,0.135,19.077,17.0,0.0,0.125,0.125,0.356,0.354,0.058,0.059
F_4,capital-loss,>=1887,0.3,92.181,82.305,0.0011836530872817751,0.00010237510237510315,23.65831818627881,0.11450856323529707,0.9801774040718784,0.8883039341875286,inf,0.4170023722059901,0.5432896951392984,0.019914418453225207,0.5940210732140261,0.2505449025137198,0.019202909180539116,0.06913149665071543,13.169,17.695,2.0,1.5433070866141732,0.741,0.609,0.945,0.79,0.145,0.081
F_5,hours-per-week,<=40,0.3,85.452,84.822,0.012599243905291373,0.00010237510237510256,1.945668304397353,0.0006785514540864442,0.97686441338296,0.14211712734868304,inf,0.8414420764766722,0.8055318862397249,0.0018647907520658344,0.6569335011137318,0.043535703707711114,0.002189955793430209,0.023077815134324782,1.853,15.178,220.90909090909062,60.56585365853669,0.067,0.082,0.291,0.313,0.016,0.029
