ID,ID2,Feature,Feature2,Category1,Category2,swap_proportion,Type,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_0,age,age,0.0,0.0,0.1,CDI,83.333,83.333,0.00909090909090909,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.5,0.5,0.875,0.875,0.2,0.2
F_0,F_0,age,age,1.0,1.0,0.1,CDI,75.0,75.0,0.00909090909090909,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_2,age,cp,0.0,cp,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,0.875,0.2,0.2
F_0,F_2,age,cp,0.0,cp,0.1,NII,15,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.875,0.875,0.2,0.2
F_0,F_2,age,cp,1.0,cp,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_2,age,cp,1.0,cp,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_3,age,trestbps,0.0,trestbps,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,0.875,0.2,0.2
F_0,F_3,age,trestbps,0.0,trestbps,0.1,NII,15,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.875,0.875,0.2,0.2
F_0,F_3,age,trestbps,1.0,trestbps,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_3,age,trestbps,1.0,trestbps,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_4,age,chol,0.0,chol,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,0.875,0.2,0.2
F_0,F_4,age,chol,0.0,chol,0.1,NII,15,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.875,0.875,0.2,0.2
F_0,F_4,age,chol,1.0,chol,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_4,age,chol,1.0,chol,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_5,age,fbs,0.0,fbs,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,0.875,0.2,0.2
F_0,F_5,age,fbs,0.0,fbs,0.1,NII,15,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.875,0.875,0.2,0.2
F_0,F_5,age,fbs,1.0,fbs,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_5,age,fbs,1.0,fbs,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_6,age,restecg,0.0,restecg,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,0.875,0.2,0.2
F_0,F_6,age,restecg,0.0,restecg,0.1,NII,15,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.875,0.875,0.2,0.2
F_0,F_6,age,restecg,1.0,restecg,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_6,age,restecg,1.0,restecg,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_7,age,thalach,0.0,thalach,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,0.875,0.2,0.2
F_0,F_7,age,thalach,0.0,thalach,0.1,NII,15,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.875,0.875,0.2,0.2
F_0,F_7,age,thalach,1.0,thalach,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_7,age,thalach,1.0,thalach,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_8,age,exang,0.0,exang,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,5.556,0.0,0.0,0.0,0.5,0.556,0.875,0.875,0.2,0.3
F_0,F_8,age,exang,0.0,exang,0.1,NII,15,94.444,0,0,0.098792419159368,0.008720641993460523,0.6666666666666667,0.10555555555555554,0.009280684496993527,0.04794154198122291,5.556,5.556,0.05555555555555555,1.0,0.5,0,0.875,0.875,0.2,0.3
F_0,F_8,age,exang,1.0,exang,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_8,age,exang,1.0,exang,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_9,age,oldpeak,0.0,oldpeak,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.5,0.5,0.875,0.75,0.2,0.3
F_0,F_9,age,oldpeak,0.0,oldpeak,0.1,NII,15,88.889,0,0,0.13971357903482584,0.0,0.6139406135149205,0.1111111111111111,0.019630163315054967,0.06969254752065693,11.111,11.111,0.1111111111111111,1.0,0.5,0,0.875,0.75,0.2,0.3
F_0,F_9,age,oldpeak,1.0,oldpeak,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_9,age,oldpeak,1.0,oldpeak,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_10,age,ca,0.0,ca,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,5.556,0.0,0.0,0.0,0.5,0.556,0.875,0.875,0.2,0.3
F_0,F_10,age,ca,0.0,ca,0.1,NII,15,94.444,0,0,0.098792419159368,0.008720641993460523,0.6666666666666667,0.10555555555555554,0.009280684496993527,0.0479415419812262,5.556,5.556,0.05555555555555555,1.0,0.5,0,0.875,0.875,0.2,0.3
F_0,F_10,age,ca,1.0,ca,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_10,age,ca,1.0,ca,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_0,F_11,age,thal,0.0,thal,0.1,NDI,83.333,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,5.556,0.0,0.0,0.0,0.5,0.556,0.875,0.875,0.2,0.3
F_0,F_11,age,thal,0.0,thal,0.1,NII,15,94.444,0,0,0.098792419159368,0.008720641993460523,0.6666666666666667,0.10555555555555554,0.009280684496993527,0.04794154198122291,5.556,5.556,0.05555555555555555,1.0,0.5,0,0.875,0.875,0.2,0.3
F_0,F_11,age,thal,1.0,thal,0.1,NDI,75.0,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.667,0.222,0.222
F_0,F_11,age,thal,1.0,thal,0.1,NII,9,100.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0.667,0.667,0.222,0.222
F_1,F_1,sex,sex,0.0,0.0,0.1,CDI,100.0,100.0,0.00909090909090909,0.1,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.111,1.0,1.0,0.0,0.0
