ID,Feature,Category,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,sex,0.1,68.399,67.706,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.009681544333696295,0.586771484962843,0.3170731707317055,0.015718562656084047,0.06120719234622475,0.14383488087121804,0.0005694633220152569,0.9904520437248086,0.012027730747380515,0.00024220235149456174,0.007702433801741037,1.663,32.294,0.604,0.606,0.762,0.758,0.411,0.422
F_1,age_cat,0.1,68.399,67.637,0.020097020097020097,0.06468006468006468,0.8325743840170006,0.003372456415309626,0.7612514421473324,0.06280725926968127,0.0084844034749546,0.045525472117720234,0.3064174918658457,0.0007088991251810292,0.9904914432646024,0.021748366430744202,0.0010911144943932761,0.016445067053815904,2.841,32.363,0.604,0.599,0.762,0.75,0.411,0.414
F_2,race,0.1,68.399,68.399,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.005547851247399,0.6164358626168143,0.18283582089552247,0.01672595172531917,0.06366408948513125,0.11905754865269202,0.0005014720262179619,0.9907945374147715,0.009110325310145696,0.00016204154442415298,0.006377941628480338,1.247,31.601,0.604,0.605,0.762,0.763,0.411,0.412
F_3,priors_count,0.1,68.399,65.974,0.020097020097020097,0.0641025641025641,0.8129516406636229,0.0006242357596980847,0.7681007983937914,0.05602447309430192,0.008436551889148573,0.04592409410298631,0.3466254672239157,0.0005489302143506785,0.9908326781872832,0.025527114760028564,0.001388790654715678,0.01860040477339467,6.168,34.026,0.604,0.606,0.762,0.741,0.411,0.44
F_4,c_charge_degree,0.1,68.399,68.261,0.020097020097020097,0.10048510048510048,1.1896182589752218,0.004460037277320762,0.6178170728512803,0.09978540772532202,0.01850991643066269,0.06823887833464476,0.11305681138552787,0.0003552004801832652,0.9909145390785808,0.007538413567272486,0.0001461628713438317,0.0060635954509641755,0.832,31.739,0.604,0.601,0.762,0.758,0.411,0.409
F_0,sex,0.3,68.399,67.013,0.06001386001386001,0.30006930006930005,2.055737075137527,0.02926219579510453,0.31351832341144203,0.6393442622950807,0.04367577198217041,0.10338365657932366,0.26653166446331,0.0017882518282535365,0.9869841557520393,0.034810327525953214,0.0008219132018338023,0.014171915231664691,4.158,32.987,0.604,0.611,0.762,0.755,0.411,0.434
F_1,age_cat,0.3,68.399,65.904,0.06001386001386001,0.18826518826518823,1.4012406072376673,0.009365725109856522,0.5976032954642979,0.1811033039030976,0.02389303524066867,0.07666664144302468,0.5176096797212233,0.0019670298790716648,0.9863293927120916,0.061307269490511226,0.0031109839710332936,0.027775723090989836,8.316,34.096,0.604,0.597,0.762,0.733,0.411,0.431
F_2,race,0.3,68.399,67.983,0.06001386001386001,0.30006930006930005,2.055737075137527,0.014685488596056177,0.3537433617787802,0.45806451612903126,0.04900765493891051,0.10990513721179317,0.2107043225583588,0.0012509136537152414,0.9875864939636568,0.023089329869908002,0.0005086251293706486,0.011285545489269345,3.049,32.017,0.604,0.601,0.762,0.755,0.411,0.412
F_3,priors_count,0.3,68.399,62.924,0.06001386001386001,0.18728343728343727,1.3923571391986596,0.0011606218900795389,0.612870396526878,0.15624393536166573,0.024961490040390964,0.07873853165804415,0.6164757654572202,0.0012143707458329026,0.9864286422851937,0.07924038192458133,0.004400006618491168,0.033062881816684264,19.196,37.076,0.604,0.602,0.762,0.71,0.411,0.469
F_4,c_charge_degree,0.3,68.399,67.775,0.06001386001386001,0.30006930006930005,2.055737075137527,0.016425990948181337,0.3667647020204709,0.31330472103004064,0.053320532677072964,0.11509386149070272,0.18976778585453824,0.0008268455749137738,0.9875360498538147,0.020709251839050924,0.00041381811860556074,0.010172998031937283,2.426,32.225,0.604,0.604,0.762,0.757,0.411,0.418
F_0,sex,0.5,68.399,66.736,0.10006930006930008,0.5003465003465003,2.654558001661692,0.04808137747745799,0.0003400344400785652,0.8060941828254895,0.06731418065520896,0.1303090790085075,0.3424814047101967,0.0030512050916770834,0.9857081578572156,0.05390175531787515,0.0013325454138340609,0.018070744556181996,7.484,33.264,0.604,0.627,0.762,0.768,0.411,0.455
F_1,age_cat,0.5,68.399,65.627,0.10006930006930008,0.3043813043813044,1.757625557230383,0.013064292608122523,0.3133526364377266,0.2900906315081742,0.0373798224351799,0.09624863892884536,0.6455998233718376,0.0030256253775204738,0.9817005160074445,0.09857934345558281,0.0048343784629950055,0.034640856395263694,12.613,34.373,0.604,0.595,0.762,0.729,0.411,0.432
F_2,race,0.5,68.399,68.538,0.10006930006930008,0.5003465003465003,2.654558001661692,0.025019721311799407,0.0038594075246937334,0.6657342657342618,0.08003106402521491,0.14156165193712955,0.2746016785126784,0.001809813848401311,0.9857713650104685,0.03883482987353311,0.0008599951931616513,0.01464699612107312,4.851,31.462,0.604,0.605,0.762,0.764,0.411,0.411
F_3,priors_count,0.5,68.399,58.766,0.10006930006930008,0.3302148302148302,1.8590724259834661,0.0034207467312942766,0.3306961064915347,0.28589568966460066,0.044314421869816385,0.10482770241091034,0.8023780593582603,0.0025025507333734376,0.9815134787131833,0.12750136098244833,0.007459085508491704,0.04306072935525798,31.393,41.234,0.604,0.624,0.762,0.692,0.411,0.54
