ID,ID2,Feature,Feature2,Category1,Category2,swap_proportion,Type,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_0,sex,sex,0.0,0.0,0.1,CDI,56.973,55.272,0.02527700831024931,0.10110803324099724,0.2509829535290017,0.0028941374019079355,0.6631710165633642,0.039525589909932685,0.001860252306428733,0.02087647311127115,5.782,44.728,0.025718239847818597,10.184088022481857,0.471,0.502,0.539,0.553,0.398,0.447
F_0,F_0,sex,sex,1.0,1.0,0.1,CDI,58.955,61.194,0.02527700831024931,0.10110803324099724,0.10924966286652438,0.0031993892123715925,0.6643053718236759,0.03985826019610588,0.0014450201949288877,0.019169977633807282,5.224,38.806,0.02425684981261561,6.49225335719144,0.694,0.642,0.707,0.685,0.667,0.548
F_0,F_1,sex,age,0.0,age,0.1,NDI,56.973,98.98,0,0,0.1787369068912552,0.001235333527898242,0.6998101578079531,0.016038467245321507,0.0009451281402307328,0.014992875818685077,5.612,1.02,0.008210843861354065,4.025974025974026,0.471,0.514,0.539,0.566,0.398,0.458
F_0,F_1,sex,age,0.0,age,0.1,NII,335,95.748,0,0,0.3724047745936355,0.004257078960489321,0.6754174774429353,0.06552708533167681,0.004183449793309008,0.030947070225932044,5.612,4.252,0.041737785378898995,4.045602806905686,0.471,0,0.539,0.566,0.398,0.458
F_0,F_1,sex,age,1.0,age,0.1,NDI,58.955,98.507,0,0,0.06704074181742953,0.0008998231972987332,0.6943485976245376,0.01688739583595815,0.0006631685588767194,0.012100554255037234,2.985,1.493,0.009602721685689201,3.2142857142857144,0.694,0.694,0.707,0.707,0.667,0.667
F_0,F_1,sex,age,1.0,age,0.1,NII,79,93.284,0,0,0.1807054799486114,0.0048844168246645284,0.6498402918305184,0.06476827231730273,0.004422159564251501,0.032027048007642875,2.985,6.716,0.041005064889597605,7.054959387338716,0.694,0,0.707,0.707,0.667,0.667
F_0,F_3,sex,priors_count,0.0,priors_count,0.1,NDI,56.973,97.619,0,0,0.1577032492340744,0.001026230277205976,0.6896642276287847,0.014509693218406939,0.0007379791140742864,0.013221336902591061,3.741,2.381,0.009833154781035658,11.614078767861711,0.471,0.485,0.539,0.543,0.398,0.423
F_0,F_3,sex,priors_count,0.0,priors_count,0.1,NII,335,96.939,0,0,0.22195004948346497,0.0005480233609816637,0.6844136520389009,0.02059558916764866,0.0014224013768406808,0.01866248019685903,3.741,3.061,0.01831002467732088,13.192084294576809,0.471,0,0.539,0.543,0.398,0.423
F_0,F_3,sex,priors_count,1.0,priors_count,0.1,NDI,58.955,95.522,0,0,0.13558876446735074,0.004415368127843128,0.6703413464691643,0.05497580113925334,0.002375696166772526,0.023820552087959697,7.463,4.478,0.029248010061906464,12.787071042992107,0.694,0.649,0.707,0.707,0.667,0.524
F_0,F_3,sex,priors_count,1.0,priors_count,0.1,NII,79,94.776,0,0,0.08737233363375829,0.0006838038074679385,0.6631458904146494,0.02032173224125377,0.0009712708485832512,0.015572886938892139,7.463,5.224,0.015959838229659608,10.435773988147627,0.694,0,0.707,0.707,0.667,0.524
F_0,F_4,sex,c_charge_degree,0.0,c_charge_degree,0.1,NDI,56.973,98.81,0,0,0.17428498805554654,0.0008247137847791694,0.6985385920932915,0.015796359079643385,0.0008948182366005021,0.014638491609730943,4.932,1.19,0.011623998469467373,5.853046105707926,0.471,0.497,0.539,0.546,0.398,0.444
F_0,F_4,sex,c_charge_degree,0.0,c_charge_degree,0.1,NII,335,96.599,0,0,0.18814822828560349,0.0008412895506539901,0.6818572286583878,0.019132636919165766,0.0010439171557432684,0.015813413225080286,4.932,3.401,0.015603528960417239,14.317883650563498,0.471,0,0.539,0.546,0.398,0.444
F_0,F_4,sex,c_charge_degree,1.0,c_charge_degree,0.1,NDI,58.955,97.761,0,0,0.08429948300405588,0.0020305251871482557,0.6883999042906432,0.030433581865624018,0.0011080534552141662,0.015125527327664546,3.731,2.239,0.01745287048077554,15.539514652014672,0.694,0.672,0.707,0.696,0.667,0.619
F_0,F_4,sex,c_charge_degree,1.0,c_charge_degree,0.1,NII,79,95.522,0,0,0.07131981238600381,0.0016669999287974484,0.670098474063054,0.024248797192301594,0.0006376190279473462,0.012560527589202198,3.731,4.478,0.014338600597804618,11.304481051407564,0.694,0,0.707,0.696,0.667,0.619
F_1,F_1,age,age,>=0.42307692307692313,>=0.42307692307692313,0.1,CDI,61.818,60.0,0.0,0.001386962552011097,0.0845442287103824,0.00211389620816617,0.692138423920735,0.029953183971759063,0.001094927068714133,0.01649974131046266,1.818,40.0,0.01406790878913641,7.200741502721701,0.691,0.673,0.724,0.697,0.618,0.618
F_1,F_1,age,age,<=0.41025641025641024,<=0.41025641025641024,0.1,CDI,56.536,53.268,0.0,0.001386962552011097,0.4170577487655651,0.004932857442587921,0.6593894626265162,0.06688667104848578,0.004900222247551005,0.03403704371674793,6.209,46.732,0.046640177223397916,4.212198496392473,0.48,0.507,0.544,0.537,0.411,0.473
F_1,F_3,age,priors_count,>=0.42307692307692313,priors_count,0.1,NDI,61.818,96.364,0,0,0.12130578182322654,0.003176048315933746,0.6768744313503794,0.04531350949859478,0.002255317958427012,0.023704048667377516,4.545,3.636,0.02125199362041467,12.231069624819623,0.691,0.664,0.724,0.684,0.618,0.618
F_1,F_3,age,priors_count,>=0.42307692307692313,priors_count,0.1,NII,68,100.0,0,0,0.03177781801357982,0.0005673527499223581,0.7071067811865476,0.007470282633207097,0.00018642312388735438,0.0063645314120548725,4.545,0.0,0.003687751642297097,14.266427718040624,0.691,0,0.724,0.684,0.618,0.618
F_1,F_3,age,priors_count,<=0.41025641025641024,priors_count,0.1,NDI,56.536,94.608,0,0,0.3314852078213911,0.004830927583018957,0.6668336731335828,0.05982113954822168,0.0031821268898312265,0.026824064906259625,5.556,5.392,0.036310968214340725,5.955137513099901,0.48,0.516,0.544,0.559,0.411,0.469
F_1,F_3,age,priors_count,<=0.41025641025641024,priors_count,0.1,NII,346,98.039,0,0,0.29521387395672916,0.0005503326107603745,0.6928103728538119,0.021159319333164395,0.0024043434841248467,0.02435766299942758,5.556,1.961,0.018858689742484436,3.598631600957182,0.48,0,0.544,0.559,0.411,0.469
F_1,F_4,age,c_charge_degree,>=0.42307692307692313,c_charge_degree,0.1,NDI,61.818,97.273,0,0,0.08411565319299491,0.0024006759474106834,0.6839855680567695,0.033221072357244294,0.001187909985782504,0.016584937537813267,4.545,2.727,0.014855371900826446,10.95238095238095,0.691,0.682,0.724,0.724,0.618,0.588
F_1,F_4,age,c_charge_degree,>=0.42307692307692313,c_charge_degree,0.1,NII,68,98.182,0,0,0.06234384857860002,0.00037924179489739725,0.6918157404368325,0.013727957514594394,0.0006146348818435646,0.012344594392892955,4.545,1.818,0.00977783262870982,31.27989926739925,0.691,0,0.724,0.724,0.618,0.588
F_1,F_4,age,c_charge_degree,<=0.41025641025641024,c_charge_degree,0.1,NDI,56.536,94.771,0,0,0.4133410191217606,0.004228532057837931,0.6672129179817092,0.06489507326883794,0.00486850391103502,0.033826155304613546,5.065,5.229,0.04630833644858302,3.666462724489424,0.48,0.508,0.544,0.553,0.411,0.459
F_1,F_4,age,c_charge_degree,<=0.41025641025641024,c_charge_degree,0.1,NII,346,97.059,0,0,0.36961958954472973,0.0005907928087967493,0.6853848602712012,0.03128500417079428,0.00376929308728413,0.03050445993910923,5.065,2.941,0.027760359102934833,4.651378522467631,0.48,0,0.544,0.553,0.411,0.459
F_2,F_2,race,race,0.0,0.0,0.1,CDI,58.849,57.783,0.02527700831024931,0.10110803324099724,0.21264863931095013,0.0008083369942922852,0.669040029381934,0.026759421256775797,0.0016406667569963222,0.0200071121262731,4.904,42.217,0.023935474261931655,36.899045553299075,0.433,0.435,0.52,0.512,0.33,0.344
F_2,F_2,race,race,1.0,1.0,0.1,CDI,54.545,52.964,0.02527700831024931,0.10110803324099724,0.0886971426469413,0.0009639679416455493,0.6673284520147212,0.018173141560641128,0.0005264668432486354,0.01140596631055386,4.743,47.036,0.012586024177045145,11.583246678862803,0.66,0.644,0.683,0.655,0.631,0.631
F_2,F_0,race,sex,0.0,sex,0.1,NDI,58.849,96.588,0,0,0.13555081672238725,0.0003013049310672086,0.6811971123967457,0.014143894843493706,0.0006597362080580528,0.012765802273915147,3.838,3.412,0.013059425605990566,30.638014696905607,0.433,0.433,0.52,0.516,0.33,0.335
F_2,F_0,race,sex,0.0,sex,0.1,NII,276,97.868,0,0,0.15526974516410838,0.0002305074576429218,0.6912417879920791,0.014483392487375995,0.0008848322249740937,0.014623630658535513,3.838,2.132,0.013707041551214482,10.38380253026697,0.433,0,0.52,0.516,0.33,0.335
F_2,F_0,race,sex,1.0,sex,0.1,NDI,54.545,95.257,0,0,0.16677583233738352,0.0008486001111860742,0.6666092450144512,0.026564401292434946,0.0019415092639014403,0.021632630305910474,5.138,4.743,0.02328773275350335,9.036271392147498,0.66,0.656,0.683,0.648,0.631,0.667
F_2,F_0,race,sex,1.0,sex,0.1,NII,138,97.233,0,0,0.11963996641570843,0.0013607139382685158,0.6847180496921317,0.022501024486802256,0.0011386244894122726,0.015486018555064696,5.138,2.767,0.013486025232043012,10.651846574520132,0.66,0,0.683,0.648,0.631,0.667
F_2,F_1,race,age,0.0,age,0.1,NDI,58.849,99.147,0,0,0.1957400390154218,0.00020235205052367145,0.7008986985347536,0.012380349413056295,0.0013673379684867371,0.018449914149785494,5.117,0.853,0.012035370457545299,4.015384615384615,0.433,0.437,0.52,0.504,0.33,0.358
F_2,F_1,race,age,0.0,age,0.1,NII,276,94.243,0,0,0.354951278359775,0.0031197587532710894,0.6618493175094524,0.05401355157492624,0.004641936737246446,0.03330230457079094,5.117,5.757,0.04240478223021131,8.593510261054115,0.433,0,0.52,0.504,0.33,0.358
