ID,Feature,Category,swap_proportion,Acc,Acc_after,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,age,0.1,82.106,81.574,1.2413380310629348e-31,1.0324729988544142e-66,0.9900051448674997,0.04615123662588178,inf,0.38234160497776193,1.165400728805778,0.0006181078001837237,0.9976392472420718,0.030340587640618373,0.0021211445674460543,0.022294308851657254,1.351,18.426,0.138,0.139,0.416,0.407,0.049,0.053
F_1,race,0.1,82.106,82.008,3.4534981143568393,0.011183789502709993,0.5665567859764179,0.10046100653093676,0.018860702359733833,0.06985204590771993,0.8723529664285334,0.0007844957677281418,0.9976295005767752,0.018965447113454017,0.0011566109840152358,0.016606473417384703,0.852,17.992,0.138,0.139,0.416,0.415,0.049,0.05
F_2,sex,0.1,82.106,82.057,3.4534981143568393,0.005707589125520947,0.6160951295095862,0.10172182195628969,0.01844189601073884,0.06828299800843132,0.924160033394853,0.0008208315180561914,0.9976217525802622,0.027056346880698388,0.0013817631972519039,0.017720795494320086,0.901,17.943,0.138,0.135,0.416,0.409,0.049,0.048
F_3,capital-gain,0.1,82.106,78.601,15.079691635733681,0.0371792904018369,0.9894172312597053,0.5125973622873359,inf,0.2296546785814138,2.301241231396916,0.0049596696633374595,0.9977822915171233,0.10052310208846556,0.00753839788164169,0.04300326480216031,5.339,21.399,0.138,0.178,0.416,0.427,0.049,0.099
F_4,capital-loss,0.1,82.106,79.576,15.237598471991362,0.03802872937411086,0.9863232749030286,0.7253621879151005,inf,0.22808828429813066,2.0107832762499074,0.0037996633288640367,0.9977820585986271,0.07844378870730803,0.005828598744023845,0.03777774179249824,4.021,20.424,0.138,0.168,0.416,0.426,0.049,0.086
F_5,hours-per-week,0.1,82.106,81.484,1.036779627642201,0.00015764420467966522,0.9879725035085556,0.05470906339349546,inf,0.5685261423928712,1.2199090893606979,0.001504906344170359,0.9977428529794183,0.03001534128037232,0.002272595144036817,0.02322312133129586,1.605,18.516,0.138,0.143,0.416,0.414,0.049,0.057
F_0,age,0.1,82.106,81.73,1.2127977160639832e-31,9.177537993241348e-67,0.9900237384525215,0.04592121419638243,inf,0.3748845803045175,1.1544652636879058,0.0006322122798011597,0.9976426347581857,0.03171805620738488,0.0021019394479182053,0.022100807648497048,1.31,18.27,0.138,0.138,0.416,0.408,0.049,0.051
F_1,race,0.1,82.106,82.008,3.4534981143568393,0.011183789502709993,0.5665567859764179,0.10046100653093676,0.018860702359733833,0.06985204590771993,0.8723529664285334,0.0007844957677281418,0.9976295005767752,0.018965447113454017,0.0011566109840152358,0.016606473417384703,0.852,17.992,0.138,0.139,0.416,0.415,0.049,0.05
F_2,sex,0.1,82.106,82.057,3.4534981143568393,0.005707589125520947,0.6160951295095862,0.10172182195628969,0.01844189601073884,0.06828299800843132,0.924160033394853,0.0008208315180561914,0.9976217525802622,0.027056346880698388,0.0013817631972519039,0.017720795494320086,0.901,17.943,0.138,0.135,0.416,0.409,0.049,0.048
F_3,capital-gain,0.1,82.106,78.757,15.079691635733681,0.0371792904018369,0.9897718240471345,0.5186211746137069,inf,0.2296546785814138,2.2805437196673397,0.004958354368582087,0.9977872138822522,0.09946272682259336,0.007400185839505358,0.042603496439483725,5.397,21.243,0.138,0.178,0.416,0.43,0.049,0.098
