ID,ID2,Feature,Feature2,Category1,Category2,swap_proportion,Type,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_0,sex,sex,0.0,0.0,0.1,CDI,63.095,62.075,0.02527700831024931,0.10110803324099724,0.2879798226011756,0.0025641490825696733,0.6738860494834544,0.042211466175544374,0.002453388922303299,0.0241810974581377,4.422,37.925,0.030555673393751412,5.186541193593862,0.483,0.5,0.61,0.616,0.346,0.375
F_0,F_0,sex,sex,1.0,1.0,0.1,CDI,62.687,63.433,0.02527700831024931,0.10110803324099724,0.0922361582282186,0.0018379918039886681,0.678903639474667,0.02896964873692901,0.0010678125992458108,0.016266757421343724,3.731,36.567,0.019614596445946313,7.263922862874525,0.627,0.59,0.685,0.663,0.5,0.429
F_0,F_1,sex,age,0.0,>=0.42307692307692313,0.1,NDI,64.444,67.778,0,0,0.0887791638101312,0.0013013050749791136,0.6798423646771725,0.03154155085864276,0.0017204794403601143,0.019557157340808155,3.333,32.222,0.019850606909430437,3.1917948717948716,0.644,0.656,0.71,0.742,0.5,0.464
F_0,F_1,sex,age,0.0,>=0.42307692307692313,0.1,NII,0,0,0,0,0.018600278269478684,0.0013242955873408603,0.7071067811865475,0.027767325553703252,0.000488930651995074,0.008793202484745284,0.0,4.762,0.009523809523809523,5.0,0,0,0,0,0,0
F_0,F_1,sex,age,0.0,<=0.41025641025641024,0.1,NDI,62.851,60.843,0,0,0.3855154993783982,0.004998309355697598,0.6675899016645751,0.07161198447220335,0.0051127529455897,0.034868311897866155,5.221,39.157,0.048848662427238405,3.1428167938697236,0.454,0.482,0.584,0.593,0.329,0.376
F_0,F_1,sex,age,0.0,<=0.41025641025641024,0.1,NII,0,0,0,0,0.15713677474618326,0.003257796771818912,0.6555772935857636,0.05574205242116899,0.0037814316171085115,0.030310834922786564,0.885,0.885,0.040286557100716394,4.121428571428572,0,0,0,0,0,0
F_0,F_1,sex,age,1.0,>=0.42307692307692313,0.1,NDI,66.667,66.667,0,0,0.018600278269478684,0.0013242955873408603,0.7071067811865475,0.027767325553703252,0.000488930651995074,0.008793202484745284,0.0,33.333,0.009523809523809523,5.0,0.667,0.667,0.733,0.733,0.5,0.5
F_0,F_1,sex,age,1.0,>=0.42307692307692313,0.1,NII,0,0,0,0,0.0887791638101312,0.0013013050749791136,0.6798423646771725,0.03154155085864276,0.0017204794403601143,0.019557157340808155,1.111,1.111,0.019850606909430437,3.1917948717948716,0,0,0,0,0,0
F_0,F_1,sex,age,1.0,<=0.41025641025641024,0.1,NDI,61.947,59.292,0,0,0.15713677474618326,0.003257796771818912,0.6555772935857636,0.05574205242116899,0.0037814316171085115,0.030310834922786564,6.195,40.708,0.040286557100716394,4.121428571428572,0.619,0.628,0.675,0.662,0.5,0.556
F_0,F_1,sex,age,1.0,<=0.41025641025641024,0.1,NII,0,0,0,0,0.3855154993783982,0.004998309355697598,0.6675899016645751,0.07161198447220335,0.0051127529455897,0.034868311897866155,0.201,0.201,0.048848662427238405,3.1428167938697236,0,0,0,0,0,0
F_0,F_3,sex,priors_count,1.0,0.0,0.1,NDI,70.909,70.909,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,29.091,0.0,0.0,0.709,0.709,0.745,0.745,0.5,0.5
F_0,F_3,sex,priors_count,1.0,0.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.775,0.0,0.0,0,0,0,0,0,0
F_0,F_3,sex,priors_count,1.0,1.0,0.1,NDI,66.667,66.667,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.417,0.417,0.6,0.6,0.286,0.286
F_0,F_3,sex,priors_count,1.0,1.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.535,0.0,0.0,0,0,0,0,0,0
F_0,F_3,sex,priors_count,1.0,0.75,0.1,NDI,52.381,52.381,0,0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,47.619,0.0,0.0,0.643,0.643,0.621,0.621,0.692,0.692
F_0,F_3,sex,priors_count,1.0,0.75,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.472,0.0,0.0,0,0,0,0,0,0
F_0,F_4,sex,c_charge_degree,1.0,0.0,0.1,NDI,76.087,76.087,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,23.913,0.0,0.0,0.739,0.739,0.811,0.811,0.444,0.444
F_0,F_4,sex,c_charge_degree,1.0,0.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0,0,0,0,0,0
F_0,F_4,sex,c_charge_degree,1.0,1.0,0.1,NDI,56.0,56.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.56,0.56,0.592,0.592,0.5,0.5
F_0,F_4,sex,c_charge_degree,1.0,1.0,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.282,0.0,0.0,0,0,0,0,0,0
F_1,F_1,age,age,>=0.42307692307692313,>=0.42307692307692313,0.1,CDI,64.865,64.865,0.0,0.0013869625520110957,0.08689920941312115,0.0015933546707029072,0.6931555562296213,0.027756950124148014,0.0011908504990056474,0.017118848285148158,1.802,35.135,0.01439691232427843,10.742616381203332,0.649,0.631,0.714,0.701,0.5,0.471
F_1,F_1,age,age,<=0.41025641025641024,<=0.41025641025641024,0.1,CDI,62.684,60.72,0.0,0.0013869625520110957,0.4488218115156171,0.00513550538117259,0.6594589211369115,0.07473549920578446,0.0056882512628041336,0.036766676451809054,6.219,39.28,0.051547828500938725,3.704121338747423,0.484,0.514,0.606,0.616,0.351,0.402
F_1,F_3,age,priors_count,<=0.41025641025641024,0.0,0.1,NDI,70.0,67.647,0,0,0.18231892936394395,0.004396045026028989,0.6586561903549834,0.05501498044041958,0.0033822310468996568,0.028418180894065413,4.706,32.353,0.0368974203170081,3.953662262006252,0.765,0.741,0.816,0.784,0.622,0.622
F_1,F_3,age,priors_count,<=0.41025641025641024,0.0,0.1,NII,0,0,0,0,0.07714980261304993,0.0037675893650434373,0.6724387801454332,0.06851383212541808,0.0032568258158199655,0.028077913622732854,3.03,3.03,0.023310023310023312,1.2999999999999998,0,0,0,0,0,0
F_1,F_3,age,priors_count,<=0.41025641025641024,1.0,0.1,NDI,67.708,65.104,0,0,0.2548833056824086,0.008153221882034985,0.5979664780823073,0.10129308915268043,0.005520027706549345,0.03614922965515466,7.812,34.896,0.052742707956697533,1.9936910976739408,0.135,0.203,0.19,0.259,0.112,0.179
F_1,F_3,age,priors_count,<=0.41025641025641024,1.0,0.1,NII,0,0,0,0,0.07166201440566375,0.0012386653050423715,0.6672022817202489,0.03160111779785846,0.0022251755967844433,0.02351115074743707,2.564,2.564,0.02408126852571297,2.366515837104072,0,0,0,0,0,0
F_1,F_3,age,priors_count,<=0.41025641025641024,0.75,0.1,NDI,53.815,52.209,0,0,0.2517463417625869,0.00290497270528105,0.656134637810472,0.06201902538819148,0.004424319417685167,0.03249891196097861,6.426,47.791,0.046703622454432714,3.7059730693720554,0.562,0.562,0.591,0.577,0.527,0.545
F_1,F_3,age,priors_count,<=0.41025641025641024,0.75,0.1,NII,0,0,0,0,0.10976796182520468,0.007057956988212807,0.6633249580710799,0.09751285864177794,0.005071764342514462,0.035679593528534906,2.564,2.564,0.0431647535095811,2.481125356125356,0,0,0,0,0,0
F_1,F_4,age,c_charge_degree,<=0.41025641025641024,0.0,0.1,NDI,64.646,61.616,0,0,0.1890770927828501,0.00383624933628284,0.6745343935799988,0.036723162213149516,0.003166025020735575,0.027507735607295872,4.04,38.384,0.03414081193188051,4.770047134238311,0.662,0.631,0.761,0.709,0.519,0.519
F_1,F_4,age,c_charge_degree,<=0.41025641025641024,0.0,0.1,NII,0,0,0,0,0.098792419159368,0.003650501299588124,0.690141637349238,0.05099232217876283,0.003850676492378533,0.03094546963143978,2.326,2.326,0.023255813953488372,1.0,0,0,0,0,0,0
