ID,ID2,Feature,Feature2,Category1,Category2,swap_proportion,Type,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_0,age,age,<=53,<=53,0.1,CDI,82.428,81.614,0.00970893433956752,0.00020475020475020447,0.7359487211220952,0.0008966316210999652,0.6840644500541951,0.03569044487767392,0.0024593905810257107,0.02427075360075606,1.505,18.386,0.020456560627821273,10.658751133157079,0.142,0.14,0.429,0.407,0.053,0.057
F_0,F_0,age,age,>=54,>=54,0.1,CDI,76.0,76.552,0.00970893433956752,0.00020475020475020447,0.2110078833731896,0.0006297050832504923,0.6964362095367013,0.017983397661472438,0.001193702019287293,0.01656578686918575,0.828,23.448,0.012884014194932618,32.171565840834106,0.17,0.167,0.374,0.379,0.09,0.084
F_0,F_1,age,race,>=54,0,0.1,NDI,80.0,78.75,0,0,0.10612951848839969,0.0027348730344501767,0.6768744313503795,0.0679793095073845,0.0025371666318590217,0.025022870068382476,1.25,21.25,0.0178490990990991,4.857142857142856,0.075,0.087,0.143,0.143,0.061,0.076
F_0,F_1,age,race,>=54,0,0.1,NII,0,0,0,0,0.15884328552087987,0.00030112594174139435,0.6918060256883607,0.013582032399367583,0.0007654990419896744,0.013709799364750752,0.168,0.168,0.005472808444827039,21.696031746031764,0,0,0,0,0,0
F_0,F_1,age,race,>=54,1,0.1,NDI,74.879,75.684,0,0,0.1983415097196484,0.0010549518387030353,0.6936170749381935,0.021596206795315334,0.0011317492471991937,0.01659800934089415,1.127,24.316,0.012178537567471637,13.797905036950159,0.188,0.184,0.396,0.401,0.099,0.09
F_0,F_1,age,race,>=54,1,0.1,NII,0,0,0,0,0.4098784857841202,0.0008225555451884626,0.6982846125405816,0.015448510113817097,0.0009268160999708049,0.014966868343813194,0.031,0.031,0.006737387524444848,8.516619283145005,0,0,0,0,0,0
F_0,F_2,age,sex,>=54,0,0.1,NDI,86.758,86.758,0,0,0.08308082362277219,0.0009583948286256027,0.7071067811865476,0.034770842928494895,0.0008011400345148357,0.012411729928792204,0.0,13.242,0.010183155819311878,80.84668728409889,0.073,0.073,0.259,0.259,0.047,0.047
F_0,F_2,age,sex,>=54,0,0.1,NII,0,0,0,0,0.2545530522192493,0.00032677196756336575,0.6918700632635744,0.01962227259572907,0.0009787835971640556,0.01531020115505385,0.079,0.079,0.007251296141963615,88.5323857222132,0,0,0,0,0,0
F_0,F_2,age,sex,>=54,1,0.1,NDI,71.193,71.811,0,0,0.24404891964953618,0.001814837315123651,0.6915897910566227,0.03357261303047502,0.002257065315003594,0.02299943501908939,1.44,28.189,0.020223578187055686,5.241480157203739,0.218,0.212,0.401,0.401,0.118,0.108
F_0,F_2,age,sex,>=54,1,0.1,NII,0,0,0,0,0.4965456779474059,0.0015103668282919487,0.6948436307646956,0.02459876139377397,0.0016855522138400662,0.020216834635575335,0.039,0.039,0.011554469036346765,3.1237124423379345,0,0,0,0,0,0
F_0,F_3,age,capital-gain,<=53,<=3471,0.1,NDI,81.685,81.713,0,0,0.098792419159368,4.436731370330326e-05,0.7065228774731772,0.0008774880745102926,4.961866221504049e-05,0.0034739306977910906,0.028,18.287,0.0002826455624646693,1.0,0.095,0.094,0.277,0.277,0.049,0.049
F_0,F_3,age,capital-gain,<=53,<=3471,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0,0,0,0,0,0
F_0,F_3,age,capital-gain,<=53,>=3674,0.1,NDI,95.175,90.351,0,0,0.3826213941357748,0.010327076044887458,0.6306562238868912,0.1830712780947864,0.010971308655443431,0.05225230925962412,6.579,9.649,0.06578947368421052,1.0,0.833,0.768,0.994,0.923,0.213,0.17
F_0,F_3,age,capital-gain,<=53,>=3674,0.1,NII,0,0,0,0,0.13971357903482584,0.006278862235291569,0.6615556366241068,0.11529933481152992,0.006854196058713653,0.04130810230056557,2.0,2.0,0.04,1.0,0,0,0,0,0,0
F_0,F_3,age,capital-gain,>=54,<=3471,0.1,NDI,75.124,75.124,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,24.876,0.0,0.0,0.116,0.116,0.222,0.222,0.083,0.083
F_0,F_3,age,capital-gain,>=54,<=3471,0.1,NII,0,0,0,0,0.098792419159368,4.436731370330326e-05,0.7065228774731772,0.0008774880745102926,4.961866221504049e-05,0.0034739306977910906,0.028,0.028,0.0002826455624646693,1.0,0,0,0,0,0,0
F_0,F_3,age,capital-gain,>=54,>=3674,0.1,NDI,92.0,88.0,0,0,0.13971357903482584,0.006278862235291569,0.6615556366241068,0.11529933481152992,0.006854196058713653,0.04130810230056557,4.0,12.0,0.04,1.0,0.82,0.78,0.974,0.923,0.273,0.273
F_0,F_3,age,capital-gain,>=54,>=3674,0.1,NII,0,0,0,0,0.3826213941357748,0.010327076044887458,0.6306562238868912,0.1830712780947864,0.010971308655443431,0.05225230925962412,0.439,0.439,0.06578947368421052,1.0,0,0,0,0,0,0
F_0,F_4,age,capital-loss,<=53,<=1876,0.1,NDI,82.358,82.276,0,0,0.1695433190760573,0.00011758100355157428,0.7057311999504374,0.002301829554124626,0.00013840221703860723,0.005858563130141761,0.082,17.724,0.0008619986185591092,1.8826400679117148,0.12,0.12,0.369,0.369,0.05,0.051
F_0,F_4,age,capital-loss,<=53,<=1876,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0,0,0,0,0,0
F_0,F_4,age,capital-loss,<=53,>=1887,0.1,NDI,91.667,82.407,0,0,0.31240906010166,0.011627522657947358,0.6148955805619399,0.19235375403040075,0.015501920847359258,0.06202260906999994,9.259,17.593,0.09259259259259259,1.0,0.769,0.694,0.94,0.833,0.167,0.208
