ID,ID2,Feature,Feature2,Category1,Category2,swap_proportion,Type,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,F_0,age,age,>=0.4935064935064935,>=0.4935064935064935,0.1,CDI,64.078,66.99,0.01070007168983591,0.0008960573476702504,0.22090656490199947,0.004571987064532697,0.6666963782340858,0.08303956130043094,0.008497598557974044,0.045770634427412915,4.854,33.01,0.04854368932038835,1.0,0.641,0.67,0.641,0.67,0,0
F_0,F_0,age,age,<=0.4805194805194805,<=0.4805194805194805,0.1,CDI,66.059,66.261,0.01070007168983591,0.0008960573476702504,0.48398203479121654,0.000318078127421051,0.6871074842869085,0.029341822995116142,0.00432433778015727,0.03267704384509566,2.432,33.739,0.0243161094224924,1.0,0.661,0.663,0.661,0.663,0,0
F_0,F_1,age,job,>=0.4935064935064935,<=0.4545454545454546,0.1,NDI,70.0,68.75,0,0,0.098792419159368,0.0019621444485286143,0.6966305460192359,0.028928571428571415,0.002183863375611725,0.023310640103780412,1.25,31.25,0.0125,1.0,0.7,0.688,0.7,0.688,0,0
F_0,F_1,age,job,>=0.4935064935064935,<=0.4545454545454546,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0,0,0,0,0,0
F_0,F_1,age,job,>=0.4935064935064935,>=0.5454545454545454,0.1,NDI,42.857,57.143,0,0,0.17111348938666637,0.02242450798318419,0.6,0.25,0.021659756791815143,0.07338768627760349,14.286,42.857,0.14285714285714285,1.0,0.429,0.571,0.429,0.571,0,0
F_0,F_1,age,job,>=0.4935064935064935,>=0.5454545454545454,0.1,NII,0,0,0,0,0.3826213941357748,0.002092954078430529,0.6752540109499975,0.05575935436537034,0.007068512522318764,0.041779277309369076,0.267,0.267,0.04,1.0,0,0,0,0,0,0
F_0,F_1,age,job,<=0.4805194805194805,<=0.4545454545454546,0.1,NDI,69.231,69.231,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.769,0.0,0.0,0.692,0.692,0.692,0.692,0,0
F_0,F_1,age,job,<=0.4805194805194805,<=0.4545454545454546,0.1,NII,0,0,0,0,0.098792419159368,0.0019621444485286143,0.6966305460192359,0.028928571428571415,0.002183863375611725,0.023310640103780412,1.25,1.25,0.0125,1.0,0,0,0,0,0,0
F_0,F_1,age,job,<=0.4805194805194805,>=0.5454545454545454,0.1,NDI,61.333,62.667,0,0,0.3826213941357748,0.002092954078430529,0.6752540109499975,0.05575935436537034,0.007068512522318764,0.041779277309369076,4.0,37.333,0.04,1.0,0.613,0.627,0.613,0.627,0,0
F_0,F_1,age,job,<=0.4805194805194805,>=0.5454545454545454,0.1,NII,0,0,0,0,0.17111348938666637,0.02242450798318419,0.6,0.25,0.021659756791815143,0.07338768627760349,4.762,4.762,0.14285714285714285,1.0,0,0,0,0,0,0
F_0,F_2,age,education,<=0.4805194805194805,0.0,0.1,NDI,63.415,63.415,0,0,0.41914073710447747,0.0,0.6852445462912685,0.029567307692307688,0.0048687148532719285,0.034689398866838056,2.744,36.585,0.027439024390243903,1.0,0.634,0.634,0.634,0.634,0,0
F_0,F_2,age,education,<=0.4805194805194805,0.0,0.1,NII,0,0,0,0,0.13971357903482584,0.0,0.6844157146488832,0.030638297872340424,0.0049351801348698435,0.034919757262217126,1.389,1.389,0.027777777777777776,1.0,0,0,0,0,0,0
F_0,F_2,age,education,<=0.4805194805194805,1.0,0.1,NDI,71.053,71.382,0,0,0.22090656490199947,0.0005163538022443744,0.6924990363815734,0.02395789694176783,0.0029401070981277706,0.026914392262663893,1.645,28.618,0.01644736842105263,1.0,0.711,0.714,0.711,0.714,0,0
F_0,F_2,age,education,<=0.4805194805194805,1.0,0.1,NII,0,0,0,0,0.13971357903482584,0.0,0.6537926636707604,0.06798245614035087,0.011433128208205766,0.05316682062297369,3.226,3.226,0.06451612903225806,1.0,0,0,0,0,0,0
F_0,F_3,age,default,<=0.4805194805194805,0.0,0.1,NDI,47.826,52.174,0,0,0.098792419159368,0.006824850255751706,0.6757246285173463,0.08333333333333334,0.0073482289622044065,0.04266915480517699,4.348,47.826,0.043478260869565216,1.0,0.478,0.522,0.478,0.522,0,0
F_0,F_3,age,default,<=0.4805194805194805,0.0,0.1,NII,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
F_0,F_3,age,default,<=0.4805194805194805,1.0,0.1,NDI,66.702,66.595,0,0,0.4073315792043682,0.00016806376432793418,0.6921790312896094,0.021646190887763855,0.0032358216464955583,0.028276932929389584,1.82,33.405,0.018201284796573874,1.0,0.667,0.666,0.667,0.666,0,0
F_0,F_3,age,default,<=0.4805194805194805,1.0,0.1,NII,0,0,0,0,0.197584838318736,0.006155747289501547,0.6757050147232109,0.08303956130043091,0.006728022621319856,0.04069363754153779,0.98,0.98,0.0392156862745098,1.0,0,0,0,0,0,0
F_0,F_4,age,balance,>=0.4935064935064935,>=0.09663717618198545,0.1,NDI,84.375,84.375,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,15.625,0.0,0.0,0.844,0.844,0.844,0.844,0,0
F_0,F_4,age,balance,>=0.4935064935064935,>=0.09663717618198545,0.1,NII,0,0,0,0,0.2613801725141405,0.0006380957556190614,0.6799211489887557,0.041352754059936436,0.005085244466823638,0.035433558212589956,0.407,0.407,0.028455284552845527,1.0,0,0,0,0,0,0
F_0,F_4,age,balance,>=0.4935064935064935,<=0.09662581912755108,0.1,NDI,55.714,58.571,0,0,0.13971357903482584,0.004484901596636836,0.6861906576536321,0.056648308418568036,0.004921701069650368,0.03486350474821988,2.857,41.429,0.02857142857142857,1.0,0.557,0.586,0.557,0.586,0,0
F_0,F_4,age,balance,>=0.4935064935064935,<=0.09662581912755108,0.1,NII,0,0,0,0,0.41914073710447747,0.0017202362288470038,0.6874519435931316,0.03827037376839918,0.004365731172776788,0.03281282568663217,0.137,0.137,0.024657534246575342,1.0,0,0,0,0,0,0
F_0,F_4,age,balance,<=0.4805194805194805,>=0.09663717618198545,0.1,NDI,73.577,73.171,0,0,0.2613801725141405,0.0006380957556190614,0.6799211489887557,0.041352754059936436,0.005085244466823638,0.035433558212589956,2.846,26.829,0.028455284552845527,1.0,0.736,0.732,0.736,0.732,0,0
F_0,F_4,age,balance,<=0.4805194805194805,>=0.09663717618198545,0.1,NII,0,0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0,0,0,0,0,0
F_0,F_4,age,balance,<=0.4805194805194805,<=0.09662581912755108,0.1,NDI,63.699,64.795,0,0,0.41914073710447747,0.0017202362288470038,0.6874519435931316,0.03827037376839918,0.004365731172776788,0.03281282568663217,2.466,35.205,0.024657534246575342,1.0,0.637,0.648,0.637,0.648,0,0
F_0,F_4,age,balance,<=0.4805194805194805,<=0.09662581912755108,0.1,NII,0,0,0,0,0.13971357903482584,0.004484901596636836,0.6861906576536321,0.056648308418568036,0.004921701069650368,0.03486350474821988,1.429,1.429,0.02857142857142857,1.0,0,0,0,0,0,0
F_0,F_5,age,housing,<=0.4805194805194805,0.0,0.1,NDI,66.017,66.667,0,0,0.3826213941357748,0.0010192958174174592,0.6799897897867151,0.04327280999255529,0.005771693484209115,0.03774016015609445,3.247,33.333,0.032467532467532464,1.0,0.66,0.667,0.66,0.667,0,0
F_0,F_5,age,housing,<=0.4805194805194805,0.0,0.1,NII,0,0,0,0,0.22090656490199947,0.002274950085250567,0.6428086293643933,0.09510869565217399,0.012833669815958957,0.05633138604219056,1.449,1.449,0.07246376811594203,1.0,0,0,0,0,0,0
F_0,F_5,age,housing,<=0.4805194805194805,1.0,0.1,NDI,65.2,64.6,0,0,0.3826213941357748,0.0009418293352937368,0.6826707251485353,0.03922740979515451,0.005316770626448033,0.036264683888604377,3.0,35.4,0.03,1.0,0.652,0.646,0.652,0.646,0,0
