ID,Feature,Category,swap_proportion,Acc,Acc_after,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_0,age,>=38,0.1,74.979,74.979,1.3364379855045097e-31,1.4339902893893957e-66,0.9900271734650794,0.04587189109900748,inf,0.40664059595607394,0.782101874548705,0.002570692092488773,0.6926320910389115,0.03929013469292235,0.0019178785031869292,0.020813557818972598,1.36,25.021,0.221,0.211,0.458,0.444,0.092,0.084
F_0,age,<=37,0.1,89.061,88.366,1.3364379855045097e-31,1.4339902893893957e-66,0.9900271734650794,0.04587189109900748,inf,0.40664059595607394,0.832867769547429,0.0017436164056541764,0.6683320524043922,0.05931847532031714,0.0021409851184764047,0.022559942646492602,1.214,11.634,0.058,0.067,0.311,0.317,0.018,0.027
F_1,race,0,0.1,87.326,87.215,3.4534981143568393,0.011183789502709993,0.5665567859764179,0.10046100653093676,0.018860702359733833,0.06985204590771993,0.2807772373286144,0.0009077625950922393,0.6951832885176029,0.029545593499575584,0.0008616767578773305,0.014233610462737495,0.445,12.785,0.072,0.073,0.326,0.326,0.025,0.026
F_1,race,1,0.1,81.204,81.108,3.4534981143568393,0.011183789502709993,0.5665567859764179,0.10046100653093676,0.018860702359733833,0.06985204590771993,0.82527068657627,0.0010630706665832037,0.6939646477694399,0.020255661170655227,0.001203892462897777,0.016943857056002015,0.922,18.892,0.15,0.15,0.426,0.424,0.054,0.055
F_2,sex,0,0.1,90.9,90.776,3.4534981143568393,0.005707589125520947,0.6160951295095862,0.10172182195628969,0.01844189601073884,0.06828299800843132,0.5197782678041076,0.001420710993868349,0.6831195039158329,0.05101103057060405,0.0013203152790892609,0.017614553040451272,0.671,9.224,0.052,0.056,0.328,0.343,0.016,0.02
F_2,sex,1,0.1,77.787,77.775,3.4534981143568393,0.005707589125520947,0.6160951295095862,0.10172182195628969,0.01844189601073884,0.06828299800843132,0.7637958343745681,0.0018575773438417194,0.6946119540147513,0.0318728921845473,0.001376063183854471,0.01758002871011119,1.014,22.225,0.181,0.174,0.433,0.421,0.07,0.065
F_3,capital-gain,<=3471,0.1,81.229,77.917,15.086304085793081,0.037146619672134056,0.9895443069010544,0.5113142142023271,inf,0.22975405586261755,2.1783675445832804,0.005653426713496712,0.6102634124437621,0.11240259211726102,0.007111783831013679,0.04178467424619819,5.173,22.083,0.095,0.14,0.274,0.304,0.049,0.098
F_3,capital-gain,>=3674,0.1,96.333,89.986,15.086304085793081,0.037146619672134056,0.9895443069010544,0.5113142142023271,inf,0.22975405586261755,0.6507119451621713,0.009730630040654404,0.6299696229635351,0.17836527476209643,0.0102651937701266,0.05053990541727802,6.347,10.014,0.843,0.78,0.977,0.902,0.11,0.11
F_4,capital-loss,<=1876,0.1,81.774,79.458,15.244142426972868,0.03799605864440801,0.9863265240505861,0.7265232504230466,inf,0.22818498238773555,1.9735482860231714,0.004150964767432432,0.6426787608146493,0.08339308762458691,0.005757946721135802,0.037541053048331524,4.051,20.542,0.122,0.155,0.369,0.391,0.049,0.085
F_4,capital-loss,>=1887,0.1,93.787,87.278,15.244142426972868,0.03799605864440801,0.9863265240505861,0.7265232504230466,inf,0.22818498238773555,0.469252030969415,0.006184076143144161,0.6424990138876967,0.12077685225898169,0.011521430100749706,0.05353191840562968,7.101,12.722,0.71,0.669,0.958,0.883,0.111,0.152
F_5,hours-per-week,<=40,0.1,86.801,86.052,1.434820034913532,0.0003187770416783323,0.9879559595272022,0.05540860576818365,inf,0.7118485829897616,1.0407200481360914,0.001908661683886972,0.6624943942344875,0.044943856424959475,0.0023076501054632562,0.023691901896954238,1.521,13.948,0.061,0.074,0.294,0.311,0.012,0.025
F_5,hours-per-week,>=41,0.1,71.16,70.969,1.434820034913532,0.0003187770416783323,0.9879559595272022,0.05540860576818365,inf,0.7118485829897616,0.7661290587025957,0.0029903409164162903,0.6888824231083326,0.046587899258849035,0.003003650293945296,0.026106234370403894,2.156,29.031,0.32,0.306,0.538,0.519,0.17,0.16
F_0,age,>=38,0.1,74.979,75.095,1.153600734936006e-31,6.883153512934751e-67,0.9899977246788064,0.046967347697065585,inf,0.35916762770577615,0.7350341032579673,0.002341302705947955,0.6946389361925376,0.0361955882640251,0.0017274575857020667,0.019596481336918513,1.177,24.905,0.221,0.211,0.458,0.447,0.092,0.084
F_0,age,<=37,0.1,89.061,88.172,1.153600734936006e-31,6.883153512934751e-67,0.9899977246788064,0.046967347697065585,inf,0.35916762770577615,0.8292923230712475,0.0017972790791570005,0.6679151451258115,0.05886223624606089,0.002101151207454635,0.02242338390460642,1.246,11.828,0.058,0.068,0.311,0.314,0.018,0.029
F_1,race,0,0.1,87.326,87.215,3.4534981143568393,0.011183789502709993,0.5665567859764179,0.10046100653093676,0.018860702359733833,0.06985204590771993,0.2807772373286144,0.0009077625950922393,0.6951832885176029,0.029545593499575584,0.0008616767578773305,0.014233610462737495,0.445,12.785,0.072,0.073,0.326,0.326,0.025,0.026
F_1,race,1,0.1,81.204,81.108,3.4534981143568393,0.011183789502709993,0.5665567859764179,0.10046100653093676,0.018860702359733833,0.06985204590771993,0.82527068657627,0.0010630706665832037,0.6939646477694399,0.020255661170655227,0.001203892462897777,0.016943857056002015,0.922,18.892,0.15,0.15,0.426,0.424,0.054,0.055
F_2,sex,0,0.1,90.9,90.776,3.4534981143568393,0.005707589125520947,0.6160951295095862,0.10172182195628969,0.01844189601073884,0.06828299800843132,0.5197782678041076,0.001420710993868349,0.6831195039158329,0.05101103057060405,0.0013203152790892609,0.017614553040451272,0.671,9.224,0.052,0.056,0.328,0.343,0.016,0.02
F_2,sex,1,0.1,77.787,77.775,3.4534981143568393,0.005707589125520947,0.6160951295095862,0.10172182195628969,0.01844189601073884,0.06828299800843132,0.7637958343745681,0.0018575773438417194,0.6946119540147513,0.0318728921845473,0.001376063183854471,0.01758002871011119,1.014,22.225,0.181,0.174,0.433,0.421,0.07,0.065
F_3,capital-gain,<=3471,0.1,81.229,78.186,15.086304085793081,0.037146619672134056,0.9895261504915099,0.5125138144216752,inf,0.22975405586261755,2.1681716223577467,0.005365666859856625,0.6095185803043037,0.10991639592787494,0.007072099495765505,0.041654677307549154,5.13,21.814,0.095,0.138,0.274,0.305,0.049,0.095
F_3,capital-gain,>=3674,0.1,96.333,89.704,15.086304085793081,0.037146619672134056,0.9895261504915099,0.5125138144216752,inf,0.22975405586261755,0.6782679085848224,0.010156970952395095,0.6268587638333895,0.1881615598898804,0.011114801236969847,0.052626898767583266,6.629,10.296,0.843,0.777,0.977,0.898,0.11,0.11
F_4,capital-loss,<=1876,0.1,81.774,79.525,15.237598471991362,0.03802872937411086,0.9859893678922231,0.7277162532788706,inf,0.22808828429813066,1.9493204924229135,0.0038605952068635242,0.6469402909720269,0.07971142447525587,0.005646097234978066,0.03716423876436928,3.765,20.475,0.122,0.153,0.369,0.386,0.049,0.083
F_4,capital-loss,>=1887,0.1,93.787,88.462,15.237598471991362,0.03802872937411086,0.9859893678922231,0.7277162532788706,inf,0.22808828429813066,0.4251485961716127,0.0076753225621105075,0.6564820522762252,0.11601717941754404,0.009255856398445679,0.048028165716055005,5.917,11.538,0.71,0.657,0.958,0.883,0.111,0.111
F_5,hours-per-week,<=40,0.1,86.801,86.087,1.2918138030622097,0.00025491239000243,0.987972939793577,0.053829817063650746,inf,0.663697337342945,1.0139873789395906,0.0017085823418094416,0.6674255797525928,0.042100326246312464,0.0022172819792963404,0.023148846288841833,1.346,13.913,0.061,0.073,0.294,0.308,0.012,0.024
F_5,hours-per-week,>=41,0.1,71.16,70.914,1.2918138030622097,0.00025491239000243,0.987972939793577,0.053829817063650746,inf,0.663697337342945,0.7569321614999402,0.003084685682730438,0.6898306266250939,0.045636385512684556,0.002913869377665504,0.025786892685314866,2.046,29.086,0.32,0.307,0.538,0.52,0.17,0.162
F_0,age,>=38,0.1,74.979,74.93,1.1982726653915933e-31,8.603941736336843e-67,0.9900309874802345,0.04614016734463087,inf,0.3710595843388131,0.7745808628367064,0.002316091804009824,0.6917053826102221,0.036814185144262705,0.001862055201995202,0.020636850419858098,1.443,25.07,0.221,0.212,0.458,0.445,0.092,0.085
F_0,age,<=37,0.1,89.061,88.366,1.1982726653915933e-31,8.603941736336843e-67,0.9900309874802345,0.04614016734463087,inf,0.3710595843388131,0.77832986225653,0.001544396608092132,0.6735228877364379,0.0540551677869575,0.0018939508177249235,0.021135883904220137,1.052,11.634,0.058,0.066,0.311,0.313,0.018,0.027
F_1,race,0,0.1,87.326,87.215,3.4534981143568393,0.011183789502709993,0.5665567859764179,0.10046100653093676,0.018860702359733833,0.06985204590771993,0.2807772373286144,0.0009077625950922393,0.6951832885176029,0.029545593499575584,0.0008616767578773305,0.014233610462737495,0.445,12.785,0.072,0.073,0.326,0.326,0.025,0.026
F_1,race,1,0.1,81.204,81.108,3.4534981143568393,0.011183789502709993,0.5665567859764179,0.10046100653093676,0.018860702359733833,0.06985204590771993,0.82527068657627,0.0010630706665832037,0.6939646477694399,0.020255661170655227,0.001203892462897777,0.016943857056002015,0.922,18.892,0.15,0.15,0.426,0.424,0.054,0.055
F_2,sex,0,0.1,90.9,90.776,3.4534981143568393,0.005707589125520947,0.6160951295095862,0.10172182195628969,0.01844189601073884,0.06828299800843132,0.5197782678041076,0.001420710993868349,0.6831195039158329,0.05101103057060405,0.0013203152790892609,0.017614553040451272,0.671,9.224,0.052,0.056,0.328,0.343,0.016,0.02
F_2,sex,1,0.1,77.787,77.775,3.4534981143568393,0.005707589125520947,0.6160951295095862,0.10172182195628969,0.01844189601073884,0.06828299800843132,0.7637958343745681,0.0018575773438417194,0.6946119540147513,0.0318728921845473,0.001376063183854471,0.01758002871011119,1.014,22.225,0.181,0.174,0.433,0.421,0.07,0.065
F_3,capital-gain,<=3471,0.1,81.229,77.978,15.086304085793081,0.037146619672134056,0.9898795579427724,0.516782523967679,inf,0.22975405586261755,2.169468692442748,0.00573265283894644,0.6130920076125803,0.1124072703781744,0.007039514207007798,0.041583571060315905,5.077,22.022,0.095,0.141,0.274,0.307,0.049,0.098
F_3,capital-gain,>=3674,0.1,96.333,89.845,15.086304085793081,0.037146619672134056,0.9898795579427724,0.516782523967679,inf,0.22975405586261755,0.6662165515256048,0.010002434358820943,0.6284112362820717,0.1837467518137891,0.010736333074033752,0.05169639962192498,6.488,10.155,0.843,0.779,0.977,0.9,0.11,0.11
F_4,capital-loss,<=1876,0.1,81.774,79.727,15.237598471991362,0.03802872937411086,0.9864047899714401,0.7264507270875039,inf,0.22808828429813066,1.9249398852074413,0.0037757533288791494,0.6465942506925243,0.07773912773793899,0.005513109732638534,0.03670468427886911,3.765,20.273,0.122,0.152,0.369,0.389,0.049,0.081
F_4,capital-loss,>=1887,0.1,93.787,88.462,15.237598471991362,0.03802872937411086,0.9864047899714401,0.7264507270875039,inf,0.22808828429813066,0.42987958869897647,0.00794678864117316,0.6564820522762252,0.11889734712225994,0.009394348493912553,0.048451665682236134,5.917,11.538,0.71,0.657,0.958,0.883,0.111,0.111
F_5,hours-per-week,<=40,0.1,86.801,86.321,1.1521589403603423,0.00019900989586930123,0.9881600451351996,0.05625127420611465,inf,0.6131898690790577,0.9768963351873272,0.0017629041733619303,0.6667834114359507,0.03985578648224452,0.002049319307933058,0.022271366468377525,1.369,13.679,0.061,0.073,0.294,0.315,0.012,0.022
F_5,hours-per-week,>=41,0.1,71.16,70.941,1.1521589403603423,0.00019900989586930123,0.9881600451351996,0.05625127420611465,inf,0.6131898690790577,0.7374290506838761,0.0029077266327760974,0.6910399764227834,0.044988197845084524,0.002795477211452106,0.025142342331045,1.91,29.059,0.32,0.306,0.538,0.519,0.17,0.161
F_0,age,>=38,0.15,74.979,75.046,1.5768591324643445e-31,1.66342874894245e-66,0.9885291863852588,0.06710584087539266,inf,0.47731177743031095,1.0193065351461925,0.00356136393739462,0.6840198403768902,0.05797269312925277,0.003162950756967993,0.027043115625881957,2.122,24.954,0.221,0.209,0.458,0.443,0.092,0.082
F_0,age,<=37,0.15,89.061,88.172,1.5768591324643445e-31,1.66342874894245e-66,0.9885291863852588,0.06710584087539266,inf,0.47731177743031095,0.9745308674145552,0.0025849065493445443,0.6504199305619888,0.08147153997431368,0.002903016563627275,0.02629364341298674,1.796,11.828,0.058,0.071,0.311,0.326,0.018,0.031
F_1,race,0,0.15,87.326,87.104,4.228500194716327,0.016942798350082496,0.49769224446642235,0.15126776796003624,0.02730128425476165,0.08373230756476008,0.36909922647016546,0.001326877210767824,0.6860284626910459,0.04527162463740382,0.0014304548585501694,0.018577195287611724,0.778,12.896,0.072,0.074,0.326,0.326,0.025,0.028
F_1,race,1,0.15,81.204,81.041,4.228500194716327,0.016942798350082496,0.49769224446642235,0.15126776796003624,0.02730128425476165,0.08373230756476008,1.0030726997707273,0.001609399341174166,0.6887323749292771,0.030004814894912007,0.0017744655609360218,0.020585216304041816,1.277,18.959,0.15,0.15,0.426,0.424,0.054,0.056
F_2,sex,0,0.15,90.9,90.801,4.228500194716327,0.008741352714761825,0.5619598322571087,0.15337648064476592,0.027405500827545393,0.08307194787899354,0.5941986105901368,0.0019252869286026583,0.6786654704668775,0.0681947452682419,0.0017478649728029758,0.020119831711166512,0.796,9.199,0.052,0.057,0.328,0.347,0.016,0.02
F_2,sex,1,0.15,77.787,77.787,4.228500194716327,0.008741352714761825,0.5619598322571087,0.15337648064476592,0.027405500827545393,0.08307194787899354,0.9496641739185405,0.0026555700469801475,0.6878046042275017,0.04618219160104968,0.0020806956470090345,0.021769510797264142,1.539,22.213,0.181,0.172,0.433,0.418,0.07,0.064
F_3,capital-gain,<=3471,0.15,81.229,76.265,18.37674183199547,0.05518086246810414,0.9869411859339376,0.6194908954212898,inf,0.28294465697938553,2.652083002891521,0.008374407515286564,0.5707568286153806,0.1561391729568803,0.010404071004913435,0.05053876147261149,7.625,23.735,0.095,0.162,0.274,0.318,0.049,0.122
F_3,capital-gain,>=3674,0.15,96.333,84.626,18.37674183199547,0.05518086246810414,0.9869411859339376,0.6194908954212898,inf,0.28294465697938553,0.9017632077880675,0.018600621237494987,0.5718171618959347,0.28529330351721655,0.018477765802313265,0.06780130515097066,11.989,15.374,0.843,0.724,0.977,0.837,0.11,0.101
F_4,capital-loss,<=1876,0.15,81.774,78.304,18.640781266611313,0.05684706968294922,0.9840045023552971,0.7985891521187621,inf,0.2821255038477361,2.3512044826544147,0.005912481978766657,0.6185038814338968,0.11403173815943929,0.008128562401813207,0.04460982240224781,5.677,21.696,0.122,0.169,0.369,0.396,0.049,0.102
F_4,capital-loss,>=1887,0.15,93.787,85.799,18.640781266611313,0.05684706968294922,0.9840045023552971,0.7985891521187621,inf,0.2821255038477361,0.5631498178034247,0.009795371288386062,0.6121460141247519,0.1736201946518482,0.01623836444872906,0.06359243705127705,10.355,14.201,0.71,0.642,0.958,0.854,0.111,0.131
F_5,hours-per-week,<=40,0.15,86.801,85.888,1.417745153094862,0.0002608292467735201,0.9852163729603926,0.07976470025921652,inf,0.7338968772574219,1.2259370982479196,0.002667199058911632,0.6446915245787002,0.06099878901841777,0.003231381295047947,0.02794824812921399,2.176,14.112,0.061,0.08,0.294,0.323,0.012,0.029
F_5,hours-per-week,>=41,0.15,71.16,70.859,1.417745153094862,0.0002608292467735201,0.9852163729603926,0.07976470025921652,inf,0.7338968772574219,0.9135321905698015,0.004050456524164479,0.6815481803356157,0.06354310506946832,0.004202006992729548,0.03106519022154585,2.974,29.141,0.32,0.302,0.538,0.513,0.17,0.158
F_0,age,>=38,0.15,74.979,74.847,1.5087608363704956e-31,1.3192710840979968e-66,0.9885656145794433,0.06734508818901948,inf,0.46122465188491113,0.9617666189212792,0.0035634655648213633,0.6855441349153815,0.05608691452590836,0.0028511882569320804,0.025499483630488554,1.99,25.153,0.221,0.208,0.458,0.438,0.092,0.083
F_0,age,<=37,0.15,89.061,87.767,1.5087608363704956e-31,1.3192710840979968e-66,0.9885656145794433,0.06734508818901948,inf,0.46122465188491113,0.9914490152752857,0.0025345171885465577,0.6448163514307624,0.08241066433280798,0.0030230987197056003,0.02679598739840406,1.974,12.233,0.058,0.072,0.311,0.315,0.018,0.034
F_1,race,0,0.15,87.326,87.104,4.228500194716327,0.016942798350082496,0.49769224446642235,0.15126776796003624,0.02730128425476165,0.08373230756476008,0.36909922647016546,0.001326877210767824,0.6860284626910459,0.04527162463740382,0.0014304548585501694,0.018577195287611724,0.778,12.896,0.072,0.074,0.326,0.326,0.025,0.028
F_1,race,1,0.15,81.204,81.041,4.228500194716327,0.016942798350082496,0.49769224446642235,0.15126776796003624,0.02730128425476165,0.08373230756476008,1.0030726997707273,0.001609399341174166,0.6887323749292771,0.030004814894912007,0.0017744655609360218,0.020585216304041816,1.277,18.959,0.15,0.15,0.426,0.424,0.054,0.056
F_2,sex,0,0.15,90.9,90.801,4.228500194716327,0.008741352714761825,0.5619598322571087,0.15337648064476592,0.027405500827545393,0.08307194787899354,0.5941986105901368,0.0019252869286026583,0.6786654704668775,0.0681947452682419,0.0017478649728029758,0.020119831711166512,0.796,9.199,0.052,0.057,0.328,0.347,0.016,0.02
F_2,sex,1,0.15,77.787,77.787,4.228500194716327,0.008741352714761825,0.5619598322571087,0.15337648064476592,0.027405500827545393,0.08307194787899354,0.9496641739185405,0.0026555700469801475,0.6878046042275017,0.04618219160104968,0.0020806956470090345,0.021769510797264142,1.539,22.213,0.181,0.172,0.433,0.418,0.07,0.064
F_3,capital-gain,<=3471,0.15,81.229,76.43,18.393016440497583,0.05508285027899562,0.9872685505768295,0.6156151030687483,inf,0.28318931131329245,2.6448293613837106,0.008368948331117454,0.5659558255158856,0.15560034202662726,0.010343441056571472,0.05039013997744177,7.807,23.57,0.095,0.162,0.274,0.322,0.049,0.121
F_3,capital-gain,>=3674,0.15,96.333,84.767,18.393016440497583,0.05508285027899562,0.9872685505768295,0.6156151030687483,inf,0.28318931131329245,0.8929249454542341,0.018043928577284655,0.5731762000724243,0.2822027915749017,0.018199214892680785,0.0673083826761246,11.848,15.233,0.843,0.725,0.977,0.838,0.11,0.101
F_4,capital-loss,<=1876,0.15,81.774,78.194,18.640781266611313,0.05684706968294922,0.9845359102689782,0.799391216722864,inf,0.28212550384773616,2.4038225832198052,0.00595799524081346,0.6142392146640622,0.11740951714735119,0.008512344581517086,0.04563992117502025,5.904,21.806,0.122,0.17,0.369,0.395,0.049,0.103
F_4,capital-loss,>=1887,0.15,93.787,86.095,18.640781266611313,0.05684706968294922,0.9845359102689782,0.799391216722864,inf,0.28212550384773616,0.5288019032486347,0.010826214525612665,0.6227651345079045,0.16673177588324345,0.014045375798661015,0.05922090076094057,9.467,13.905,0.71,0.639,0.958,0.854,0.111,0.121
F_5,hours-per-week,<=40,0.15,86.801,85.9,1.4498198142590846,0.00027589372547212013,0.9852449094873709,0.07940423413983609,inf,0.7441951772936105,1.1648870954787585,0.002568595459383545,0.6457935840161872,0.05707134442760754,0.002912650301637956,0.026546243095387452,2.118,14.1,0.061,0.079,0.294,0.321,0.012,0.029
F_5,hours-per-week,>=41,0.15,71.16,70.996,1.4498198142590846,0.00027589372547212013,0.9852449094873709,0.07940423413983609,inf,0.7441951772936105,0.9193670166458054,0.003934714786915819,0.6802843894643621,0.06210225949180208,0.004241454177058618,0.03129237659838974,3.111,29.004,0.32,0.304,0.538,0.517,0.17,0.158
F_0,age,>=38,0.15,74.979,74.847,1.425206261403458e-31,9.177538065256313e-67,0.9884833374221442,0.07019629692339006,inf,0.44089108577390024,0.9803356259972753,0.003561201001138235,0.6851637895622549,0.05644135100041787,0.0029413586473660018,0.0259897408234244,2.023,25.153,0.221,0.208,0.458,0.438,0.092,0.083
F_0,age,<=37,0.15,89.061,87.994,1.425206261403458e-31,9.177538065256313e-67,0.9884833374221442,0.07019629692339006,inf,0.44089108577390024,1.032577224004122,0.002666947894977831,0.6497000865032044,0.0856078847938999,0.0032335029289651575,0.02783617844002094,1.812,12.006,0.058,0.071,0.311,0.319,0.018,0.032
F_1,race,0,0.15,87.326,87.104,4.228500194716327,0.016942798350082496,0.49769224446642235,0.15126776796003624,0.02730128425476165,0.08373230756476008,0.36909922647016546,0.001326877210767824,0.6860284626910459,0.04527162463740382,0.0014304548585501694,0.018577195287611724,0.778,12.896,0.072,0.074,0.326,0.326,0.025,0.028
F_1,race,1,0.15,81.204,81.041,4.228500194716327,0.016942798350082496,0.49769224446642235,0.15126776796003624,0.02730128425476165,0.08373230756476008,1.0030726997707273,0.001609399341174166,0.6887323749292771,0.030004814894912007,0.0017744655609360218,0.020585216304041816,1.277,18.959,0.15,0.15,0.426,0.424,0.054,0.056
F_2,sex,0,0.15,90.9,90.801,4.228500194716327,0.008741352714761825,0.5619598322571087,0.15337648064476592,0.027405500827545393,0.08307194787899354,0.5941986105901368,0.0019252869286026583,0.6786654704668775,0.0681947452682419,0.0017478649728029758,0.020119831711166512,0.796,9.199,0.052,0.057,0.328,0.347,0.016,0.02
F_2,sex,1,0.15,77.787,77.787,4.228500194716327,0.008741352714761825,0.5619598322571087,0.15337648064476592,0.027405500827545393,0.08307194787899354,0.9496641739185405,0.0026555700469801475,0.6878046042275017,0.04618219160104968,0.0020806956470090345,0.021769510797264142,1.539,22.213,0.181,0.172,0.433,0.418,0.07,0.064
F_3,capital-gain,<=3471,0.15,81.229,76.474,18.3713137586731,0.055213533197807,0.9872671745634829,0.6149671437729173,inf,0.28286303595304274,2.6164335988196035,0.008163077767617292,0.572130164952407,0.153175070814901,0.010147205693431378,0.04991290739651351,7.503,23.526,0.095,0.161,0.274,0.319,0.049,0.12
F_3,capital-gain,>=3674,0.15,96.333,85.049,18.3713137586731,0.055213533197807,0.9872671745634829,0.6149671437729173,inf,0.28286303595304274,0.8831353866317779,0.017710340619743456,0.5759075147245806,0.27761888738532614,0.017844697021176845,0.066639563409335,11.566,14.951,0.843,0.728,0.977,0.842,0.11,0.101
F_4,capital-loss,<=1876,0.15,81.774,78.548,18.635430102078317,0.05687974041265207,0.9843364045755957,0.7983045828046903,inf,0.2820463846385775,2.3274797636532982,0.0058139789748856575,0.6191202428389908,0.1120895910793886,0.007977858272766888,0.044182914461756775,5.618,21.452,0.122,0.168,0.369,0.399,0.049,0.1
F_4,capital-loss,>=1887,0.15,93.787,87.574,18.635430102078317,0.05687974041265207,0.9843364045755957,0.7983045828046903,inf,0.2820463846385775,0.514353755842681,0.008566413329800925,0.6292833116681873,0.15050257521039273,0.013537634090871553,0.05815908099313864,8.58,12.426,0.71,0.654,0.958,0.874,0.111,0.121
F_5,hours-per-week,<=40,0.15,86.801,85.701,1.4590249261879569,0.00028027931902210206,0.9853199037849071,0.0807834967581258,inf,0.7471218951729933,1.2143060547515572,0.002714422726329111,0.6462992989235936,0.060935048704411715,0.003160448561615824,0.027656961845325158,2.13,14.299,0.061,0.08,0.294,0.318,0.012,0.031
