Fold,swap_proportion,Feature,Shap,Importance
0,0.1,age,0.00613072649274771,0.025047844196780363
0,0.1,sex,0.04280965071948775,0.032419066917547146
0,0.1,cp,0.26401344256455667,0.1421634786474256
0,0.1,trestbps,0.09465515098481626,0.0951262551027233
0,0.1,chol,0.10552944031740798,0.11149288850618105
0,0.1,fbs,0.0108866162971459,0.01896479632041942
0,0.1,restecg,0.0,0.0
0,0.1,thalach,0.04547000492011678,0.12348101584490419
0,0.1,exang,0.11648806487312827,0.014095937687927726
0,0.1,oldpeak,0.5129902606902295,0.08610810319490322
0,0.1,ca,0.29024119316742353,0.06994820711729127
0,0.1,thal,0.5867734268294915,0.2811524064638968
0,0.3,age,0.03428785579486926,0.025047844196780363
0,0.3,sex,0.14239789633976732,0.032419066917547146
0,0.3,cp,0.8947279146469256,0.1421634786474256
0,0.3,trestbps,0.2932754228830246,0.0951262551027233
0,0.3,chol,0.1454670234356168,0.11149288850618105
0,0.3,fbs,0.028860250855520592,0.01896479632041942
0,0.3,restecg,0.0,0.0
0,0.3,thalach,0.38530091908396874,0.12348101584490419
0,0.3,exang,0.25004593630131644,0.014095937687927726
0,0.3,oldpeak,0.8845790599088993,0.08610810319490322
0,0.3,ca,0.9826830533248786,0.06994820711729127
0,0.3,thal,2.2729746753561852,0.2811524064638968
0,0.5,age,0.07634032538644087,0.025047844196780363
0,0.5,sex,0.2251189609845018,0.032419066917547146
0,0.5,cp,1.9881910360666937,0.1421634786474256
0,0.5,trestbps,0.763145279325323,0.0951262551027233
0,0.5,chol,0.2805476782778425,0.11149288850618105
0,0.5,fbs,0.05744972646563905,0.01896479632041942
0,0.5,restecg,0.0,0.0
0,0.5,thalach,0.686614454703725,0.12348101584490419
0,0.5,exang,0.30682884238349895,0.014095937687927726
0,0.5,oldpeak,1.186244710241852,0.08610810319490322
0,0.5,ca,1.6493876830463972,0.06994820711729127
0,0.5,thal,3.3383689789205615,0.2811524064638968
0,0.7,age,0.08966420020928546,0.025047844196780363
0,0.7,sex,0.33411704230504846,0.032419066917547146
0,0.7,cp,2.6822915227446553,0.1421634786474256
0,0.7,trestbps,1.0368092081215896,0.0951262551027233
0,0.7,chol,0.36540059251633367,0.11149288850618105
0,0.7,fbs,0.09898557208013296,0.01896479632041942
0,0.7,restecg,0.0,0.0
0,0.7,thalach,0.9101316904980986,0.12348101584490419
0,0.7,exang,0.4256233834895291,0.014095937687927726
0,0.7,oldpeak,1.989668053538275,0.08610810319490322
0,0.7,ca,2.2460464479473794,0.06994820711729127
0,0.7,thal,4.222244155949342,0.2811524064638968
1,0.1,age,0.04429665134616621,0.05024841915085818
1,0.1,sex,0.019571597554300095,0.015471223791185299
1,0.1,cp,0.49897131518472815,0.13882882439759625
1,0.1,trestbps,0.18389551421581618,0.09539966779573034
1,0.1,chol,0.19254930367388015,0.06207736661840558
1,0.1,fbs,0.0,0.0
1,0.1,restecg,0.0,0.0
1,0.1,thalach,0.09917350808280802,0.15317286902951902
1,0.1,exang,0.01229640086625269,0.01808943089430896
1,0.1,oldpeak,0.5176838289967108,0.08626215740846103
1,0.1,ca,0.18429175617108468,0.10842508490345584
1,0.1,thal,0.7833090285224265,0.27202495601047955
1,0.3,age,0.4289158515644984,0.05024841915085818
1,0.3,sex,0.08336646959256852,0.015471223791185299
1,0.3,cp,1.4135002266535515,0.13882882439759625
1,0.3,trestbps,0.4607695033371366,0.09539966779573034
1,0.3,chol,0.3420530258804577,0.06207736661840558
1,0.3,fbs,0.0,0.0
1,0.3,restecg,0.0,0.0
1,0.3,thalach,0.5472339454358494,0.15317286902951902
1,0.3,exang,0.4084529609740029,0.01808943089430896
1,0.3,oldpeak,0.6686772596861674,0.08626215740846103
1,0.3,ca,0.6691112938163811,0.10842508490345584
1,0.3,thal,1.9091180061869457,0.27202495601047955
1,0.5,age,0.5956762051161613,0.05024841915085818
1,0.5,sex,0.12295538512520574,0.015471223791185299
1,0.5,cp,2.2010395804881986,0.13882882439759625
1,0.5,trestbps,0.6583477630958076,0.09539966779573034
1,0.5,chol,0.5803825957809946,0.06207736661840558
1,0.5,fbs,0.0,0.0
1,0.5,restecg,0.0,0.0
1,0.5,thalach,0.9287713397188474,0.15317286902951902
1,0.5,exang,0.5265383903464531,0.01808943089430896
1,0.5,oldpeak,0.9263098398124983,0.08626215740846103
1,0.5,ca,1.4762172093396488,0.10842508490345584
1,0.5,thal,2.9345300896655258,0.27202495601047955
1,0.7,age,0.6883174030878576,0.05024841915085818
1,0.7,sex,0.26575398809160883,0.015471223791185299
1,0.7,cp,3.069875254350864,0.13882882439759625
1,0.7,trestbps,0.8129989348543442,0.09539966779573034
1,0.7,chol,0.8166476634840797,0.06207736661840558
1,0.7,fbs,0.0,0.0
1,0.7,restecg,0.0,0.0
1,0.7,thalach,1.0984684264109543,0.15317286902951902
1,0.7,exang,0.6735118727193322,0.01808943089430896
1,0.7,oldpeak,1.3729692337129802,0.08626215740846103
1,0.7,ca,2.226347655975369,0.10842508490345584
1,0.7,thal,4.3621363725071545,0.27202495601047955
2,0.1,age,0.018014689129846786,0.02512420957542908
