ID,Feature,Category,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,total_variation_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_5,hours-per-week,<=40,0.1,86.076,85.933,0.005501471251204878,0.00010237510237510273,0.8656440521547794,0.00013130345643305364,0.9883053134410555,0.05648425434651147,inf,0.4623187033045413,0.3402256707021952,0.00029466218764289916,0.69906776738936,0.007154416552989902,0.00033588687725386935,0.009032621946343907,0.269,14.067,0.062,0.065,0.282,0.285,0.015,0.018
F_5,hours-per-week,>=41,0.1,71.107,70.738,0.005501471251204878,0.00010237510237510273,0.8656440521547794,0.00013130345643305364,0.9883053134410555,0.05648425434651147,inf,0.4623187033045413,0.38373163815625033,0.0004888056888708247,0.7013007303882666,0.01057340776690625,0.000959279571764154,0.015260502427651153,0.738,29.262,0.35,0.346,0.577,0.568,0.201,0.201
F_0,age,>=38,0.3,73.501,73.12,0.020326750727489344,0.0001023751023751031,1.8807211567071447e-31,2.5094316821849095e-66,0.9828288885868529,0.13123759550299036,inf,0.6638970859648781,1.309597795190319,0.008492194496236092,0.6525169909076928,0.11958139714521676,0.00632576527221548,0.03834213716182537,4.872,26.88,0.233,0.194,0.454,0.392,0.115,0.088
F_0,age,<=37,0.3,88.417,87.448,0.020326750727489344,0.0001023751023751031,1.8807211567071447e-31,2.5094316821849095e-66,0.9828288885868529,0.13123759550299036,inf,0.6638970859648781,0.8965118436458221,0.0031106025996002454,0.637124563863069,0.0899598574799683,0.0034964010405969612,0.028789951256799978,2.538,12.552,0.069,0.085,0.343,0.365,0.02,0.036
F_1,race,0,0.3,88.034,87.821,0.060006141877367185,0.3000307093868359,5.348494203636101,0.03340606660653899,0.2792798162447572,0.2994620442319479,0.04981474422047155,0.11176512525987638,0.3451311146925842,0.00186366698963224,0.6867974384861695,0.0619714231584199,0.0016851743801853873,0.01967175560667865,0.783,12.179,0.075,0.078,0.342,0.347,0.031,0.034
F_1,race,1,0.3,80.418,80.072,0.060006141877367185,0.3000307093868359,5.348494203636101,0.03340606660653899,0.2792798162447572,0.2994620442319479,0.04981474422047155,0.11176512525987638,1.1463665289794285,0.00274520826406713,0.6675693588805699,0.0572941679534459,0.0029098233419886854,0.026231657516520648,2.69,19.928,0.155,0.152,0.421,0.407,0.064,0.064
F_2,sex,0,0.3,90.339,89.593,0.060006141877367185,0.3000307093868359,5.348494203636101,0.016855682477277253,0.35743216768426217,0.30381679389310756,0.05383025674017936,0.11563550720584821,0.7899332686521067,0.004278666556204405,0.6327709779822617,0.12720052342524193,0.0036661258565172695,0.02937619810208626,1.988,10.407,0.049,0.062,0.293,0.317,0.018,0.029
F_2,sex,1,0.3,77.176,77.206,0.060006141877367185,0.3000307093868359,5.348494203636101,0.016855682477277253,0.35743216768426217,0.30381679389310756,0.05383025674017936,0.11563550720584821,1.2145260544524072,0.005682216576972676,0.6588891943903286,0.08941781523438055,0.0040187109657470275,0.030610338537540104,3.725,22.794,0.19,0.164,0.437,0.393,0.084,0.065
F_3,capital-gain,<=3471,0.3,80.444,80.444,0.0016866001759452802,0.00010237510237510233,23.077866979769023,0.1089546528929289,0.9796826047064974,0.7992850962615395,inf,0.41404954736988003,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,19.556,0.102,0.102,0.272,0.272,0.057,0.057
F_3,capital-gain,>=3674,0.3,94.321,93.827,0.0016866001759452802,0.00010237510237510233,23.077866979769023,0.1089546528929289,0.9796826047064974,0.7992850962615395,inf,0.41404954736988003,0.13971357903482584,0.0,0.7018291601710032,0.007410254066125972,0.0008896293308261677,0.014799122594979962,0.494,6.173,0.788,0.788,0.974,0.971,0.161,0.172
F_4,capital-loss,<=1876,0.3,80.952,80.907,0.0013459226993785144,0.00010237510237510219,23.6625334768577,0.11446772565925026,0.9808306224204918,0.8877625584709109,inf,0.417070969555198,0.2613801725141405,2.3562226941202364e-05,0.7054055611588568,0.0017137341340320669,0.00018232631309813264,0.0066964566792442805,0.105,19.093,0.125,0.125,0.355,0.354,0.059,0.059
F_4,capital-loss,>=1887,0.3,92.342,86.036,0.0013459226993785144,0.00010237510237510219,23.6625334768577,0.11446772565925026,0.9808306224204918,0.8877625584709109,inf,0.417070969555198,0.4045727169853609,0.01213649578766157,0.6353970424554594,0.16878553097675145,0.012333364091914278,0.055400745303979405,8.108,13.964,0.743,0.662,0.946,0.849,0.143,0.107
F_5,hours-per-week,<=40,0.3,85.911,85.203,0.018845601064532095,0.00010237510237510225,2.0799358628642124,0.0007892092579337663,0.9768500522001332,0.1434411085441385,inf,0.8743336917832396,0.7587430596323095,0.0011762030331337536,0.6697119731571349,0.033792357320274725,0.001996332592721539,0.022085451217324203,1.397,14.797,0.071,0.08,0.31,0.316,0.017,0.027
F_5,hours-per-week,>=41,0.3,72.082,72.256,0.018845601064532095,0.00010237510237510225,2.0799358628642124,0.0007892092579337663,0.9768500522001332,0.1434411085441385,inf,0.8743336917832396,0.5046887227227741,0.0015683622769366175,0.6962573622627726,0.026345973616540584,0.0019534188981447163,0.021761182696041888,1.394,27.744,0.365,0.355,0.604,0.593,0.197,0.187
F_0,age,>=38,0.5,73.501,73.501,0.036412384215258616,0.00010237510237510212,2.34484181684795e-31,4.6603731117125856e-66,0.9676984332400762,0.20327461567335844,inf,0.7882713167525739,1.6377840170376508,0.01386776481325836,0.6122562785616967,0.1778467360621758,0.00922114729314643,0.046562459485087374,7.795,26.499,0.233,0.168,0.454,0.36,0.115,0.065
F_0,age,<=37,0.5,87.755,85.486,0.036412384215258616,0.00010237510237510212,2.34484181684795e-31,4.6603731117125856e-66,0.9676984332400762,0.20327461567335844,inf,0.7882713167525739,1.1538779530716228,0.00468333366749454,0.5682791182235422,0.13839290957721,0.006422868541802244,0.038964600517541234,5.053,14.514,0.075,0.099,0.353,0.356,0.022,0.05
F_1,race,0,0.5,88.034,87.821,0.10001023646227863,0.5000511823113932,6.904876325989816,0.055869597686837955,0.0008736339117805707,0.4998206814105914,0.07243980246646296,0.13279648873859864,0.46027750363957254,0.0034785119754646497,0.6630223931983162,0.09976869307494143,0.0029325506684004824,0.025989061668618627,1.638,12.179,0.075,0.08,0.342,0.352,0.031,0.035
F_1,race,1,0.5,80.418,79.928,0.10001023646227863,0.5000511823113932,6.904876325989816,0.055869597686837955,0.0008736339117805707,0.4998206814105914,0.07243980246646296,0.13279648873859864,1.49492805525711,0.004571081591578515,0.6344589918551259,0.0939683229056295,0.004897976974469931,0.03406829747211285,4.626,20.072,0.155,0.149,0.421,0.398,0.064,0.063
