Fold,swap_proportion,Feature,Shap,Importance
0,0.1,Age,0.3387786649181916,0.2565439162390348
0,0.1,Sex,0.11322209983567444,0.021538183230138216
0,0.1,Job,0.10433046251560488,0.06374778469594566
0,0.1,Housing,0.3753696849122604,0.05101605743047402
0,0.1,Saving,1.0055751612237531,0.031632354801543874
0,0.1,Checking,0.13883714127128402,0.030820272805134715
0,0.1,Credit,1.1378336464862562,0.41694021179062724
0,0.1,Purpose,0.6742189036758681,0.12776121900710152
0,0.3,Age,1.8036377846647416,0.2565439162390348
0,0.3,Sex,0.4032043122156533,0.021538183230138216
0,0.3,Job,1.0135613672932535,0.06374778469594566
0,0.3,Housing,1.350982204811193,0.05101605743047402
0,0.3,Saving,1.4739706389556158,0.031632354801543874
0,0.3,Checking,0.6138625410526062,0.030820272805134715
0,0.3,Credit,2.4732132665834476,0.41694021179062724
0,0.3,Purpose,1.0576146849747605,0.12776121900710152
0,0.5,Age,2.5303324316022113,0.2565439162390348
0,0.5,Sex,0.7149150266577934,0.021538183230138216
0,0.5,Job,1.610289565542743,0.06374778469594566
0,0.5,Housing,1.9155425344633814,0.05101605743047402
0,0.5,Saving,1.7139325096459948,0.031632354801543874
0,0.5,Checking,1.1746089379672064,0.030820272805134715
0,0.5,Credit,4.94709634252222,0.41694021179062724
0,0.5,Purpose,1.9102997424468442,0.12776121900710152
0,0.7,Age,3.434061175309333,0.2565439162390348
0,0.7,Sex,0.8862670907153454,0.021538183230138216
0,0.7,Job,1.950857608165706,0.06374778469594566
0,0.7,Housing,2.8774946948050006,0.05101605743047402
0,0.7,Saving,2.402919532522939,0.031632354801543874
0,0.7,Checking,1.4706794737963849,0.030820272805134715
0,0.7,Credit,7.818759409139568,0.41694021179062724
0,0.7,Purpose,2.3546141435888646,0.12776121900710152
1,0.1,Age,0.7911485989732728,0.2374990403582061
1,0.1,Sex,0.12254914049198187,0.009675803124078997
1,0.1,Job,0.0831216582773203,0.04264072071119843
1,0.1,Housing,0.2492583884389563,0.06282594510038575
1,0.1,Saving,0.2140892598240125,0.023117871771312384
1,0.1,Checking,0.4135169497878725,0.05498110017074054
1,0.1,Credit,1.0213638838537085,0.45100118110680065
1,0.1,Purpose,0.38815138643363556,0.11825833765727717
