0,45,1,5,190,1,1,1,1,1,3,3,41,1,0,3,1,0,0,1, -1.0
1,17,0,0,193,4,3,2,1,0,2,2,17,1,2,2,2,0,0,0, -1.0
0,72,1,1,42,0,3,3,1,2,3,3,6,0,2,1,2,2,0,1, -1.0
2,33,4,1,25,0,0,2,1,0,3,2,59,0,2,0,0,1,0,0, -1.0
0,54,1,2,110,2,3,2,1,2,0,1,59,0,0,3,3,1,0,1, -1.0
3,58,3,5,9,4,4,3,1,2,3,1,9,2,2,3,0,0,1,0, -1.0
3,57,4,6,65,2,2,0,1,0,0,3,50,0,1,2,1,0,0,1, -1.0
2,64,4,2,146,0,3,2,1,2,1,1,27,1,0,3,1,2,0,1, -1.0
1,60,0,3,176,0,2,1,1,2,3,0,21,1,1,1,1,0,0,1, -1.0
2,58,3,6,116,0,2,2,1,2,0,2,70,0,0,2,2,2,0,0, -1.0
3,31,4,9,72,3,0,1,1,1,0,1,34,0,2,1,1,2,0,0, -1.0
1,19,2,2,83,2,1,2,1,1,0,2,52,0,1,3,2,2,0,0, -1.0
1,51,1,1,196,2,0,1,1,1,0,1,46,2,1,1,3,0,1,1, -1.0
2,58,3,3,114,4,3,2,1,1,1,2,12,1,1,3,0,1,1,1, -1.0
1,31,2,3,165,4,3,3,1,0,0,1,40,0,2,3,0,1,0,0, -1.0
3,77,3,10,180,4,4,2,1,2,2,2,57,0,0,3,3,0,0,1, -1.0
2,50,2,3,125,1,3,0,1,1,1,3,48,0,1,2,0,2,0,1, -1.0
3,72,3,1,59,0,4,0,1,2,0,1,35,2,2,3,2,2,1,1, -1.0
0,60,1,2,39,2,2,3,1,1,3,2,29,2,0,1,2,0,1,0, -1.0
3,60,0,2,72,4,2,3,1,1,1,1,64,2,1,1,0,0,1,0, -1.0
3,49,0,9,68,4,4,3,1,0,0,3,43,1,0,2,3,2,0,0, -1.0
0,50,1,1,179,2,0,2,1,0,2,0,34,0,2,0,0,0,0,1, -1.0
3,63,1,8,84,2,1,1,1,2,2,3,18,1,0,2,1,1,0,0, -1.0
3,79,0,3,195,1,0,3,1,1,2,3,6,2,0,0,3,0,1,1, -1.0
1,45,0,10,126,3,2,3,1,0,1,2,19,1,0,2,3,0,0,0, -1.0
3,47,0,4,184,3,3,0,1,0,0,3,73,1,0,3,3,0,0,1, -1.0
2,12,2,5,65,0,1,3,1,0,1,1,27,2,0,0,2,1,0,0, -1.0
0,78,3,6,100,2,3,1,1,0,2,1,32,1,2,3,2,2,0,0, -1.0
1,70,4,3,197,2,3,2,1,0,0,1,67,0,2,3,0,2,1,0, -1.0
1,39,3,1,185,3,0,3,1,2,2,1,49,2,1,1,1,0,0,0, -1.0
1,23,2,1,195,0,2,2,1,2,0,3,34,0,0,3,3,2,1,0, -1.0
0,72,3,8,116,0,1,1,1,1,2,3,18,2,0,2,3,2,1,1, -1.0
0,63,1,2,83,1,2,3,1,1,3,1,15,0,1,3,0,2,0,1, -1.0
2,76,2,0,31,3,2,0,1,1,0,0,54,0,1,3,0,1,1,1, -1.0
2,64,0,8,45,0,4,3,1,1,0,0,19,1,0,0,2,2,1,1, -1.0
0,44,4,0,41,4,0,3,1,0,1,1,20,0,0,2,1,1,1,1, -1.0
0,52,3,0,123,3,3,0,1,1,3,1,38,2,1,3,3,2,1,1, -1.0
3,63,1,7,138,1,1,0,1,1,2,3,73,0,2,0,2,1,1,0, -1.0
0,65,3,0,165,1,2,1,1,2,0,3,24,1,1,1,0,0,0,1, -1.0
2,66,3,10,8,1,1,0,1,0,0,3,26,0,2,2,0,0,1,1, -1.0
3,54,3,0,90,0,3,3,1,0,3,3,50,0,0,3,1,0,1,1, -1.0
3,28,0,6,58,2,2,1,1,2,2,2,44,1,0,2,3,1,1,0, -1.0
1,47,3,0,186,3,1,3,1,0,3,2,56,0,2,3,1,1,0,0, -1.0
1,20,0,1,106,3,0,3,1,0,0,1,41,1,1,0,0,2,0,0, -1.0
1,77,4,2,43,4,4,0,1,0,1,3,32,1,2,3,0,0,1,0, -1.0
0,59,1,0,150,4,3,3,1,0,1,0,36,0,1,1,2,0,0,1, -1.0
3,43,3,3,127,4,4,2,1,0,1,1,11,0,2,3,3,2,1,0, -1.0
2,53,2,6,56,2,2,1,1,0,2,2,9,0,0,0,2,0,0,0, -1.0
1,51,3,7,122,0,1,0,1,2,2,3,9,0,2,3,2,0,0,0, -1.0
2,19,4,7,187,0,4,3,1,1,1,3,33,0,1,1,2,2,1,0, -1.0
3,60,0,4,110,2,3,2,1,1,0,3,71,2,0,3,0,2,1,1, -1.0
0,54,0,0,40,2,0,2,1,0,3,0,44,2,0,1,0,0,0,1, -1.0
3,27,3,0,198,3,2,1,1,0,2,2,20,2,1,3,3,0,1,0, -1.0
0,38,4,7,182,4,2,3,1,0,2,1,33,2,2,3,2,1,0,1, -1.0
0,71,3,6,10,2,0,0,1,1,3,1,19,0,1,0,2,0,1,1, -1.0
1,61,1,0,137,2,0,1,1,0,3,1,59,0,0,0,3,1,0,1, -1.0
3,29,3,2,187,1,0,2,1,2,2,2,18,1,2,2,3,0,0,0, -1.0
1,45,2,9,143,3,2,3,1,0,3,3,52,1,0,0,3,2,1,0, -1.0
1,78,4,0,194,2,2,0,1,2,0,3,35,1,1,3,0,2,1,0, -1.0
1,54,2,0,135,1,0,0,1,2,1,1,64,1,2,2,3,0,0,0, -1.0
2,69,4,6,45,3,2,1,1,1,2,0,11,0,1,0,1,1,0,0, -1.0
0,42,4,3,127,0,3,3,1,2,0,1,32,1,2,0,2,2,0,0, -1.0
0,41,0,7,131,0,0,3,1,1,2,3,34,2,1,1,0,1,1,0, -1.0
3,7,3,10,183,0,2,3,1,1,3,0,57,0,1,3,1,0,1,0, -1.0
0,49,0,7,198,0,2,2,1,1,0,2,51,0,1,3,0,2,1,0, -1.0
3,76,2,6,46,4,3,1,1,2,3,3,17,1,1,3,2,0,1,0, -1.0
0,34,0,2,161,2,4,2,1,0,0,3,36,2,1,0,1,1,0,0, -1.0
2,74,4,9,31,0,4,2,1,2,3,2,6,2,1,2,1,2,0,1, -1.0
2,36,4,1,191,2,1,3,1,1,3,0,41,2,1,0,1,0,1,0, -1.0
0,61,2,5,48,3,0,2,1,1,1,2,71,1,0,1,1,0,1,1, -1.0
1,58,0,9,157,4,4,2,1,0,1,1,31,2,2,2,0,2,0,1, -1.0
0,49,0,2,195,2,3,3,1,0,0,1,49,2,1,1,0,1,0,1, -1.0
2,69,4,4,92,3,2,3,1,2,2,2,47,0,0,2,1,0,0,0, -1.0
2,37,0,0,99,4,3,0,1,0,3,2,56,0,2,0,0,1,1,1, -1.0
1,56,3,6,2,4,1,3,1,0,0,0,71,2,0,2,0,2,1,1, -1.0
0,36,1,0,11,1,2,0,1,1,1,0,52,1,1,3,2,0,1,0, -1.0
3,77,2,3,149,1,2,1,1,1,1,1,39,0,2,1,0,1,1,1, -1.0
1,56,1,0,192,1,2,2,1,2,0,1,7,1,0,0,0,2,1,0, -1.0
1,76,1,4,198,1,3,1,1,0,0,3,29,0,2,0,1,0,1,1, -1.0
1,42,1,5,99,2,3,2,1,2,0,2,35,2,1,3,2,1,0,0, -1.0
0,45,2,1,190,3,0,3,1,1,1,3,24,2,2,2,0,0,1,0, -1.0
3,38,0,1,27,0,4,2,1,0,1,3,66,0,1,3,2,2,0,1, -1.0
0,59,2,9,127,4,1,1,1,2,2,3,63,2,2,2,2,1,1,1, -1.0
0,66,2,6,109,1,1,1,1,1,0,1,7,1,2,0,3,0,1,0, -1.0
3,62,0,6,152,4,1,3,1,2,3,0,63,0,2,3,2,1,1,0, -1.0
3,65,1,9,125,2,4,3,1,1,3,3,36,1,0,3,2,0,0,0, -1.0
2,58,0,8,20,1,0,0,1,0,2,3,55,0,0,2,2,1,0,1, -1.0
0,71,4,6,183,2,2,2,1,1,3,3,6,2,2,0,2,1,1,1, -1.0
3,72,4,6,197,1,2,3,1,2,3,0,25,0,2,2,2,2,0,1, -1.0
2,68,4,3,193,2,3,0,1,2,2,0,52,2,1,3,0,1,0,0, -1.0
2,54,1,3,111,3,4,1,1,0,1,1,0,1,2,3,1,1,0,0, -1.0
3,54,3,2,121,2,3,0,1,0,3,1,53,1,0,2,3,2,1,0, -1.0
0,48,1,1,90,3,4,0,1,1,2,0,61,0,1,1,0,0,0,0, -1.0
0,6,4,4,177,1,4,2,1,1,1,1,1,0,0,2,3,0,0,0, -1.0
0,43,0,1,162,4,1,2,1,2,0,3,16,2,2,0,1,0,0,0, -1.0
1,38,1,7,62,2,1,3,1,0,2,0,36,1,1,0,3,1,1,0, -1.0
1,44,0,0,39,4,0,3,1,2,0,1,14,2,0,3,1,2,0,0, -1.0
2,79,0,5,115,4,1,2,1,0,3,3,24,0,0,2,2,1,1,1, -1.0
3,65,1,8,120,2,0,0,1,1,3,2,15,1,2,1,2,0,1,1, -1.0
0,47,0,5,199,2,0,3,1,1,3,1,70,0,0,2,1,2,0,1, -1.0
2,16,4,5,182,3,0,3,1,0,0,3,29,2,0,1,1,2,0,0, -1.0
3,79,4,0,192,3,1,2,1,2,2,1,57,2,2,3,3,0,0,0, -1.0
0,52,2,10,113,4,0,2,1,2,0,0,32,0,2,0,0,1,0,0, -1.0
2,59,2,6,118,3,1,2,1,1,0,2,18,0,2,0,2,0,1,1, -1.0
0,33,2,6,137,0,2,2,1,2,2,2,64,0,2,3,0,1,1,1, -1.0
2,25,0,9,112,1,0,0,1,1,3,3,13,2,1,3,0,2,0,0, -1.0
2,19,2,7,160,4,0,0,1,1,1,3,26,0,0,3,1,0,0,1, -1.0
1,50,4,3,31,0,4,3,1,1,2,3,25,1,1,0,0,0,0,1, -1.0
2,48,1,10,64,2,2,2,1,2,1,0,60,1,1,2,0,0,0,0, -1.0
3,64,1,2,5,1,3,2,1,1,0,3,66,1,0,0,0,1,1,1, -1.0
3,41,4,4,170,0,2,2,1,1,0,2,0,0,1,2,2,1,0,0, -1.0
3,32,1,3,189,2,3,3,1,0,1,0,43,0,2,2,3,0,1,0, -1.0
1,33,1,10,8,0,2,1,1,1,1,3,15,1,2,3,3,1,0,0, -1.0
3,44,4,6,184,4,3,2,1,0,2,2,35,2,0,3,1,1,1,1, -1.0
3,37,1,5,81,2,4,2,1,0,3,3,14,0,2,3,0,0,0,1, -1.0
1,77,4,1,129,4,0,0,1,2,0,0,1,0,2,2,3,1,0,1, -1.0
2,42,2,6,118,0,1,1,1,2,0,2,60,0,0,0,0,0,1,1, -1.0
1,57,4,6,100,3,2,0,1,2,2,3,9,1,2,1,1,2,1,0, -1.0
0,64,1,1,172,3,0,1,1,1,2,3,14,1,0,1,0,0,1,1, -1.0
0,33,3,10,174,0,4,0,1,1,2,0,17,2,2,1,0,1,0,0, -1.0
3,69,3,6,54,0,3,2,1,2,3,3,30,1,1,0,1,0,1,1, -1.0
3,36,0,8,130,2,3,2,1,2,1,3,41,1,2,1,2,2,1,0, -1.0
0,72,3,8,133,2,4,0,1,1,3,3,36,2,0,1,3,1,0,0, -1.0
0,15,0,1,74,1,0,3,1,1,0,2,72,2,1,3,2,2,1,0, -1.0
1,38,3,3,131,2,0,0,1,1,1,3,30,0,2,3,2,2,0,1, -1.0
3,14,3,4,127,3,3,3,1,1,0,2,20,2,2,2,0,1,0,0, -1.0
3,75,0,9,135,2,0,2,1,2,3,1,69,1,0,2,0,2,1,1, -1.0
3,70,4,4,108,1,2,3,1,1,2,2,35,0,2,2,2,2,0,1, -1.0
2,77,1,7,193,1,1,0,1,1,3,1,21,0,1,2,2,2,0,1, -1.0
1,18,1,8,154,3,3,0,1,0,0,1,39,2,0,0,2,0,1,0, -1.0
1,43,2,7,96,0,3,2,1,0,2,3,68,1,1,1,0,0,1,1, -1.0
3,51,1,8,70,0,4,0,1,0,1,2,7,1,1,0,2,1,0,0, -1.0
0,36,3,1,178,1,3,1,1,0,2,1,32,1,2,0,0,2,0,0, -1.0
0,75,1,0,171,1,4,1,1,2,2,3,47,2,0,3,3,1,0,1, -1.0
0,62,0,10,56,4,2,1,1,2,3,0,5,2,1,3,0,1,0,0, -1.0
1,74,1,1,54,4,1,1,1,2,0,1,56,1,0,2,3,2,1,1, -1.0
2,36,4,0,98,0,4,2,1,0,0,0,26,1,2,0,2,2,1,0, -1.0
2,43,3,2,167,3,2,3,1,2,3,2,62,1,2,2,0,0,1,0, -1.0
1,20,1,0,75,4,1,1,1,1,0,1,5,0,0,1,0,2,0,0, -1.0
2,47,0,10,111,2,2,3,1,0,1,3,45,2,2,3,0,2,1,0, -1.0
3,19,0,0,102,1,3,3,1,0,1,0,4,0,0,0,1,2,0,0, -1.0
2,26,0,1,126,4,1,3,1,2,1,1,48,0,2,0,1,1,0,0, -1.0
0,76,2,1,146,1,2,1,1,2,1,2,2,1,1,0,2,2,1,1, -1.0
0,3,3,5,165,0,4,1,1,0,2,3,40,0,0,1,3,0,0,0, -1.0
1,54,2,3,196,1,3,0,1,2,3,1,5,0,0,2,0,1,0,1, -1.0
3,69,4,2,69,4,2,3,1,2,0,1,43,1,0,3,2,2,1,1, -1.0
1,73,4,0,95,1,2,1,1,0,0,2,53,0,1,1,0,2,0,0, -1.0
2,10,1,3,159,2,3,2,1,1,1,3,3,0,1,1,2,0,1,0, -1.0
1,49,1,0,120,4,2,2,1,1,3,0,50,2,1,3,3,2,1,1, -1.0
2,62,4,6,150,0,1,2,1,1,0,0,73,0,1,2,0,2,0,1, -1.0
0,31,1,0,167,2,4,0,1,0,2,1,26,1,0,3,2,1,0,1, -1.0
2,78,4,9,24,3,3,0,1,2,3,2,32,2,1,3,3,2,0,1, -1.0
2,65,0,0,32,1,2,0,1,1,2,2,39,0,2,3,0,1,1,0, -1.0
0,63,4,7,136,1,0,2,1,2,2,2,49,1,1,2,3,2,1,0, -1.0
2,79,3,0,71,4,2,2,1,1,1,0,30,2,2,3,1,1,0,1, -1.0
3,54,2,6,115,2,4,3,1,1,1,3,24,2,0,3,3,1,0,1, -1.0
2,49,2,5,51,1,3,0,1,1,1,0,55,1,0,3,1,1,0,0, -1.0
1,56,1,9,28,3,3,3,1,0,3,0,50,1,1,2,2,0,1,1, -1.0
1,72,0,7,26,2,1,2,1,2,0,3,50,0,1,3,1,1,0,0, -1.0
2,49,4,8,133,4,1,3,1,1,1,2,65,1,2,3,3,0,1,0, -1.0
1,48,3,0,28,1,1,3,1,1,0,0,1,1,1,0,1,1,1,1, -1.0
1,78,4,1,116,4,1,2,1,2,2,1,13,1,1,1,3,0,0,0, -1.0
1,71,4,4,82,1,2,1,1,1,1,0,8,1,1,2,3,0,1,1, -1.0
1,64,2,0,24,0,4,2,1,1,2,1,34,0,2,1,2,1,0,0, -1.0
1,51,0,7,123,0,1,3,1,1,1,1,49,1,2,1,1,2,1,1, -1.0
0,65,2,0,30,3,2,1,1,2,0,0,57,1,0,2,3,2,0,1, -1.0
1,78,3,3,21,3,2,1,1,0,1,0,34,0,0,2,0,1,1,1, -1.0
2,6,2,4,195,1,1,3,1,1,3,3,25,1,1,1,1,2,0,1, -1.0
1,46,1,3,8,4,2,3,1,2,3,2,33,2,0,2,1,1,0,1, -1.0
1,60,1,6,128,3,0,3,1,1,2,1,46,0,1,3,3,0,0,1, -1.0
2,69,4,0,191,2,4,2,1,1,2,2,54,0,0,0,1,0,1,1, -1.0
1,58,3,8,72,3,2,1,1,1,0,0,27,2,1,1,2,1,0,0, -1.0
1,51,4,0,131,3,4,2,1,0,3,2,0,0,1,1,2,0,0,0, -1.0
3,38,3,4,179,4,1,0,1,1,0,1,22,2,0,2,1,2,1,1, -1.0
1,72,2,2,15,1,4,2,1,2,3,3,16,1,1,2,3,0,1,1, -1.0
3,77,4,2,94,3,3,3,1,1,0,3,72,2,1,0,3,1,0,0, -1.0
1,52,1,9,154,3,4,3,1,1,1,3,13,1,0,3,3,2,0,0, -1.0
0,57,4,2,185,0,2,0,1,1,1,2,13,1,2,2,1,2,0,1, -1.0
1,56,0,1,46,4,1,3,1,2,1,2,26,2,2,3,3,2,0,1, -1.0
1,74,3,9,100,3,2,3,1,2,1,0,53,2,2,2,2,1,1,0, -1.0
0,76,2,0,146,2,4,3,1,2,3,1,2,0,0,0,1,0,0,0, -1.0
1,79,1,6,110,4,2,3,1,0,0,1,37,1,1,1,1,0,1,0, -1.0
0,77,0,5,54,0,0,0,1,2,1,2,18,0,2,3,1,0,1,0, -1.0
1,44,1,9,159,2,1,1,1,2,2,1,52,1,0,2,0,0,0,1, -1.0
2,52,1,7,73,4,0,2,1,1,0,2,38,1,0,2,0,0,0,1, -1.0
0,38,4,10,172,1,0,0,1,0,1,2,48,2,2,1,3,1,1,0, -1.0
0,65,0,2,149,2,0,2,1,2,2,1,43,2,1,0,3,0,0,0, -1.0
2,64,2,7,6,2,3,1,1,1,0,2,32,1,2,3,2,1,1,1, -1.0
0,34,1,2,121,2,0,3,1,1,1,2,62,0,1,0,2,2,1,0, -1.0
0,60,0,1,58,3,4,2,1,1,0,3,28,0,1,2,3,2,1,1, -1.0
1,78,2,1,134,4,2,2,1,1,3,2,24,0,2,1,2,1,0,1, -1.0
0,46,3,2,7,4,3,0,1,0,1,1,14,1,1,1,2,0,1,0, -1.0
2,63,1,6,27,2,1,1,1,0,2,1,28,1,2,1,0,1,1,0, -1.0
3,61,1,10,146,2,3,1,1,2,2,0,33,2,1,0,1,1,1,1, -1.0
2,52,1,1,146,2,4,1,1,2,1,2,48,2,0,2,3,1,1,0, -1.0
3,15,0,2,179,2,2,3,1,0,0,3,63,2,1,3,2,2,0,0, -1.0
0,45,3,6,147,1,2,0,1,2,1,3,68,1,0,2,1,1,1,1, -1.0
3,66,4,5,187,3,1,3,1,2,0,1,41,1,0,3,2,0,1,1, -1.0
3,45,2,9,57,1,2,2,1,2,0,2,15,0,0,3,3,2,0,0, -1.0
2,44,2,9,80,0,3,3,1,1,1,1,17,1,2,2,3,0,1,1, -1.0
0,40,1,3,56,4,2,1,1,2,2,3,44,2,2,1,1,1,0,0, -1.0
3,38,2,4,5,4,0,2,1,0,3,0,4,0,1,2,0,2,1,0, -1.0
2,41,2,4,80,0,3,1,1,0,3,3,14,0,1,3,0,1,0,1, -1.0
0,49,3,6,182,0,4,1,1,0,0,3,55,1,0,3,2,2,0,0, -1.0
1,21,0,9,181,2,2,3,1,1,0,2,31,0,2,0,3,2,1,1, -1.0
1,47,2,3,107,0,1,3,1,1,3,3,52,0,0,1,1,1,0,0, -1.0
2,17,2,10,115,3,3,2,1,2,3,3,52,0,2,3,0,2,1,0, -1.0
3,40,2,8,2,4,1,0,1,0,3,3,32,1,2,2,1,1,1,0, -1.0
2,78,4,6,190,3,3,2,1,0,2,1,8,1,0,2,3,0,0,0, -1.0
1,41,4,1,148,4,0,2,1,0,2,0,70,2,0,3,2,1,1,0, -1.0
3,8,0,10,129,2,0,3,1,1,3,3,59,0,0,2,3,2,0,0, -1.0
2,74,3,1,106,4,3,1,1,2,0,3,38,0,2,3,1,1,1,0, -1.0
3,69,1,5,108,4,0,1,1,1,3,0,54,2,0,0,0,2,0,1, -1.0
3,55,3,10,167,1,4,2,1,2,1,2,61,1,0,1,3,1,1,0, -1.0
2,75,3,5,84,4,0,2,1,1,3,2,11,2,0,0,0,2,1,0, -1.0
2,75,4,6,139,1,3,1,1,0,2,2,10,0,2,0,2,1,1,0, -1.0
3,48,1,4,195,4,1,0,1,1,1,2,63,1,0,0,3,1,1,0, -1.0
0,60,0,4,88,2,4,1,1,2,3,1,43,2,0,1,2,1,1,1, -1.0
1,14,3,9,0,0,1,3,1,0,2,2,54,1,0,3,2,1,1,0, -1.0
0,79,4,0,188,2,1,0,1,2,1,0,26,1,1,2,1,2,1,0, -1.0
0,35,2,0,71,1,0,3,1,0,3,1,59,0,1,2,3,0,0,0, -1.0
0,64,0,9,40,0,1,0,1,1,0,3,67,1,2,0,0,1,0,0, -1.0
0,22,1,7,38,3,1,2,1,1,1,2,1,0,0,1,1,1,0,0, -1.0
1,73,0,1,22,2,3,1,1,0,1,1,38,1,2,2,2,1,0,0, -1.0
0,19,3,3,196,3,2,1,1,0,0,3,58,1,1,2,0,2,1,1, -1.0
2,11,0,3,137,2,1,1,1,1,1,2,50,2,1,3,0,1,1,0, -1.0
3,24,2,10,117,0,3,1,1,0,3,1,35,0,1,2,1,1,0,0, -1.0
3,48,0,5,190,0,0,3,1,1,1,3,52,2,2,2,3,2,1,0, -1.0
1,73,0,7,183,0,4,3,1,1,3,1,23,1,2,1,1,0,0,0, -1.0
0,77,0,7,102,1,1,1,1,1,3,2,7,1,2,0,0,2,1,1, -1.0
3,23,3,5,133,0,0,1,1,0,0,1,47,2,2,1,1,0,1,0, -1.0
2,76,0,1,8,3,2,3,1,1,1,3,52,2,2,0,0,0,0,1, -1.0
2,77,0,4,102,4,1,3,1,0,0,2,30,1,2,2,0,1,1,0, -1.0
0,21,3,5,176,0,0,1,1,0,0,2,65,0,0,1,2,2,0,1, -1.0
0,52,2,5,82,3,4,3,1,0,0,2,25,1,2,0,3,1,1,1, -1.0
1,67,4,9,167,0,2,3,1,2,0,3,14,2,1,0,1,1,0,1, -1.0
0,74,4,2,120,3,4,0,1,0,0,0,22,1,2,3,1,1,1,1, -1.0
0,54,4,4,114,3,3,3,1,1,1,2,69,2,0,3,2,1,0,1, -1.0
1,16,3,3,188,4,2,1,1,1,0,2,16,1,1,0,2,2,1,0, -1.0
2,19,3,0,182,4,1,0,1,1,1,3,51,1,1,2,1,1,0,0, -1.0
2,51,0,3,107,3,3,2,1,2,3,2,35,2,0,0,3,0,0,0, -1.0
1,72,1,7,167,2,4,0,1,1,3,3,74,2,0,0,1,2,1,0, -1.0
0,65,0,3,119,4,2,1,1,1,3,0,10,0,2,0,1,2,0,1, -1.0
0,16,3,0,172,4,1,0,1,2,1,3,62,0,2,3,1,2,0,0, -1.0
3,33,2,9,177,0,3,2,1,0,2,2,19,1,2,1,3,1,1,0, -1.0
0,50,3,1,179,3,1,1,1,0,3,0,34,1,1,1,0,0,0,1, -1.0
0,71,3,9,175,1,3,0,1,0,3,3,12,2,0,3,2,0,1,1, -1.0
1,50,4,6,141,3,0,2,1,0,0,0,41,0,2,3,3,1,1,1, -1.0
0,59,3,1,134,2,1,3,1,1,0,0,42,1,1,1,3,1,1,1, -1.0
2,64,4,2,135,0,2,2,1,2,1,3,2,2,2,3,0,1,1,0, -1.0
0,46,3,8,19,1,4,1,1,1,1,3,25,2,2,0,0,0,1,0, -1.0
1,19,1,8,83,4,3,3,1,0,0,1,12,2,1,0,2,0,0,0, -1.0
0,37,4,7,122,3,1,2,1,0,1,1,50,1,0,3,0,2,0,1, -1.0
2,71,1,6,83,0,2,2,1,1,0,0,2,0,0,1,1,1,0,0, -1.0
0,41,0,3,40,4,2,0,1,0,1,1,5,1,0,0,3,2,0,0, -1.0
2,64,2,8,1,0,0,2,1,0,0,2,63,1,2,2,0,2,1,1, -1.0
3,57,2,3,42,4,2,0,1,1,3,0,38,2,1,3,3,2,0,0, -1.0
1,71,2,4,85,2,2,0,1,1,0,3,18,0,2,2,3,0,0,0, -1.0
3,73,1,4,199,3,2,0,1,0,0,0,39,1,2,1,0,2,0,0, -1.0
3,41,4,6,91,3,2,2,1,0,2,1,42,2,2,1,1,1,1,0, -1.0
3,46,4,3,116,0,1,2,1,0,2,2,65,1,2,2,2,1,1,0, -1.0
1,2,1,8,174,0,3,1,1,2,1,2,44,1,1,2,1,2,0,0, -1.0
3,51,2,8,49,4,0,3,1,1,0,2,49,1,0,1,3,1,0,0, -1.0
3,50,0,9,51,2,1,3,1,1,2,0,10,1,1,2,1,1,1,1, -1.0
0,20,3,8,188,2,1,3,1,1,2,0,6,2,0,3,3,1,1,0, -1.0
0,71,2,6,85,3,0,2,1,1,1,2,54,0,1,1,0,2,0,1, -1.0
0,58,3,6,5,2,2,3,1,1,0,1,4,1,0,2,3,2,1,1, -1.0
3,60,2,6,116,4,1,1,1,1,1,1,29,0,1,1,0,1,1,1, -1.0
3,41,3,1,28,0,3,3,1,2,3,0,26,1,2,3,0,0,0,0, -1.0
1,42,3,10,153,3,4,0,1,0,3,0,8,2,1,1,2,2,1,0, -1.0
3,65,0,5,122,1,4,2,1,2,3,3,74,0,1,2,2,0,1,0, -1.0
2,70,1,0,132,4,1,0,1,1,3,2,57,0,0,0,0,2,0,1, -1.0
2,77,2,8,54,1,0,1,1,1,3,3,63,1,0,1,1,2,0,1, -1.0
0,26,0,7,176,3,4,2,1,0,1,3,18,0,2,1,3,1,0,1, -1.0
2,61,4,7,184,2,2,2,1,2,3,3,43,1,2,2,1,2,1,1, -1.0
3,72,3,6,126,0,0,1,1,2,0,3,12,2,2,2,0,0,1,0, -1.0
0,73,2,10,2,3,2,3,1,1,2,0,18,1,1,0,3,1,0,1, -1.0
0,64,1,5,133,3,3,0,1,1,2,1,23,2,1,0,1,1,1,1, -1.0
1,58,0,2,164,2,3,0,1,2,1,1,67,0,0,1,1,2,1,1, -1.0
3,47,2,5,105,4,4,1,1,0,0,1,28,2,1,3,3,0,1,1, -1.0
3,75,2,2,191,1,4,0,1,2,2,2,65,0,1,3,3,1,1,1, -1.0
3,75,4,5,121,3,4,3,1,2,2,3,11,1,0,3,2,0,1,0, -1.0
1,58,3,1,91,1,2,1,1,0,0,2,0,1,2,0,2,0,0,1, -1.0
2,77,4,1,76,0,0,2,1,1,3,1,55,1,0,0,1,1,0,0, -1.0
2,20,2,3,120,4,3,3,1,1,1,3,39,2,0,3,0,1,0,0, -1.0
0,0,2,0,184,0,1,2,1,1,1,2,33,0,0,2,1,1,1,0, -1.0
0,72,3,9,138,3,1,2,1,2,3,3,68,2,2,1,2,0,0,1, -1.0
