Features,Swap,Swap_ratio,Distance_measure,Difference,Std,Protected,NonProtected
sex,0.1,10%,"Hellinger
 distance(+)",0.04770119963883876,0.02385059981941938,1.0,0.0
sex,0.1,10%,"Wasserstein
 distance(+)",0.00059448158329448,0.00029724079164724,1.0,0.0
sex,0.1,10%,"Contingency
 coefficient(-)",-0.002483351048808924,0.001241675524404462,1.0,0.0
sex,0.1,10%,"Total variation
 distance(+)",0.007573832793388861,0.0037869163966944303,1.0,0.0
sex,0.1,10%,"Jensen-Shannon
 divergence(+)",0.0079700066900922,0.0039850033450461,1.0,0.0
sex,0.3,30%,"Hellinger
 distance(+)",0.031153352412772964,0.015576676206386482,1.0,0.0
sex,0.3,30%,"Wasserstein
 distance(+)",-0.0008937335308439602,0.0004468667654219801,1.0,0.0
sex,0.3,30%,"Contingency
 coefficient(-)",0.004783207352747287,0.0023916036763736437,1.0,0.0
sex,0.3,30%,"Total variation
 distance(+)",-0.010226961235585395,0.005113480617792697,1.0,0.0
sex,0.3,30%,"Jensen-Shannon
 divergence(+)",0.001919585078473604,0.000959792539236802,1.0,0.0
sex,0.5,50%,"Hellinger
 distance(+)",0.0301491177083113,0.01507455885415565,1.0,0.0
sex,0.5,50%,"Wasserstein
 distance(+)",-0.0008369550990965998,0.0004184775495482999,1.0,0.0
sex,0.5,50%,"Contingency
 coefficient(-)",0.009286910632176015,0.004643455316088008,1.0,0.0
sex,0.5,50%,"Total variation
 distance(+)",-0.012418468867552039,0.0062092344337760196,1.0,0.0
sex,0.5,50%,"Jensen-Shannon
 divergence(+)",0.0007043097733988798,0.0003521548866994399,1.0,0.0
sex,0.7,70%,"Hellinger
 distance(+)",0.034794485282844956,0.017397242641422478,1.0,0.0
sex,0.7,70%,"Wasserstein
 distance(+)",3.523223983899985e-05,1.7616119919499924e-05,1.0,0.0
sex,0.7,70%,"Contingency
 coefficient(-)",0.01475765845166066,0.00737882922583033,1.0,0.0
sex,0.7,70%,"Total variation
 distance(+)",-0.011917429566168827,0.005958714783084414,1.0,0.0
sex,0.7,70%,"Jensen-Shannon
 divergence(+)",-6.0415523680801275e-06,3.0207761840400638e-06,1.0,0.0
age,0.1,10%,"Hellinger
 distance(+)",0.030324922416230485,0.015162461208115242,>=0.4285714285714284,<=0.2857142857142856
age,0.1,10%,"Wasserstein
 distance(+)",-0.002144233608152,0.0010721168040759997,>=0.4285714285714284,<=0.2857142857142856
age,0.1,10%,"Contingency
 coefficient(-)",0.011215180659866597,0.0056075903299332985,>=0.4285714285714284,<=0.2857142857142856
age,0.1,10%,"Total variation
 distance(+)",-0.028316585715525002,0.014158292857762501,>=0.4285714285714284,<=0.2857142857142856
age,0.1,10%,"Jensen-Shannon
 divergence(+)",-0.005297142257885554,0.002648571128942777,>=0.4285714285714284,<=0.2857142857142856
age,0.3,30%,"Hellinger
 distance(+)",0.060420240247505363,0.030210120123752682,>=0.4285714285714284,<=0.2857142857142856
age,0.3,30%,"Wasserstein
 distance(+)",-4.4405067815799816e-05,2.2202533907899908e-05,>=0.4285714285714284,<=0.2857142857142856
age,0.3,30%,"Contingency
 coefficient(-)",0.0396503485908406,0.0198251742954203,>=0.4285714285714284,<=0.2857142857142856
age,0.3,30%,"Total variation
 distance(+)",-0.03984852739848077,0.019924263699240385,>=0.4285714285714284,<=0.2857142857142856
age,0.3,30%,"Jensen-Shannon
 divergence(+)",-0.007998498660162341,0.003999249330081171,>=0.4285714285714284,<=0.2857142857142856
age,0.5,50%,"Hellinger
 distance(+)",0.08346360318979393,0.041731801594896964,>=0.4285714285714284,<=0.2857142857142856
age,0.5,50%,"Wasserstein
 distance(+)",-0.0030452906261142594,0.0015226453130571297,>=0.4285714285714284,<=0.2857142857142856
age,0.5,50%,"Contingency
 coefficient(-)",0.06983176868278684,0.03491588434139342,>=0.4285714285714284,<=0.2857142857142856
age,0.5,50%,"Total variation
 distance(+)",-0.08055940408238799,0.04027970204119399,>=0.4285714285714284,<=0.2857142857142856
age,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.016338338488031394,0.008169169244015697,>=0.4285714285714284,<=0.2857142857142856
age,0.7,70%,"Hellinger
 distance(+)",0.13055473595252504,0.06527736797626252,>=0.4285714285714284,<=0.2857142857142856
age,0.7,70%,"Wasserstein
 distance(+)",-0.0023032244060030996,0.0011516122030015498,>=0.4285714285714284,<=0.2857142857142856
age,0.7,70%,"Contingency
 coefficient(-)",0.035269007379999606,0.017634503689999803,>=0.4285714285714284,<=0.2857142857142856
age,0.7,70%,"Total variation
 distance(+)",-0.04863893103689229,0.024319465518446146,>=0.4285714285714284,<=0.2857142857142856
age,0.7,70%,"Jensen-Shannon
 divergence(+)",-0.008003228492173053,0.004001614246086527,>=0.4285714285714284,<=0.2857142857142856
famsup,0.1,10%,"Hellinger
 distance(+)",-0.05236554495549145,0.026182772477745725,0.0,1.0
famsup,0.1,10%,"Wasserstein
 distance(+)",-0.0022723297818302,0.0011361648909151,0.0,1.0
famsup,0.1,10%,"Contingency
 coefficient(-)",0.0096449781370197,0.00482248906850985,0.0,1.0
famsup,0.1,10%,"Total variation
 distance(+)",-0.026852461608604564,0.013426230804302282,0.0,1.0
famsup,0.1,10%,"Jensen-Shannon
 divergence(+)",-0.01371216864729594,0.00685608432364797,0.0,1.0
famsup,0.3,30%,"Hellinger
 distance(+)",0.030683427014230047,0.015341713507115023,0.0,1.0
famsup,0.3,30%,"Wasserstein
 distance(+)",-0.0002760820179383201,0.00013804100896916004,0.0,1.0
famsup,0.3,30%,"Contingency
 coefficient(-)",0.005297975541559419,0.0026489877707797094,0.0,1.0
famsup,0.3,30%,"Total variation
 distance(+)",-0.007915010531711009,0.003957505265855504,0.0,1.0
famsup,0.3,30%,"Jensen-Shannon
 divergence(+)",-0.002510704798957701,0.0012553523994788506,0.0,1.0
famsup,0.5,50%,"Hellinger
 distance(+)",0.04306423559522782,0.02153211779761391,0.0,1.0
famsup,0.5,50%,"Wasserstein
 distance(+)",-0.0011994830217534795,0.0005997415108767398,0.0,1.0
famsup,0.5,50%,"Contingency
 coefficient(-)",0.0055224467776420205,0.0027612233888210103,0.0,1.0
famsup,0.5,50%,"Total variation
 distance(+)",-0.013956025682718046,0.006978012841359023,0.0,1.0
famsup,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.0029146274273035427,0.0014573137136517714,0.0,1.0
famsup,0.7,70%,"Hellinger
 distance(+)",0.07795629565644119,0.038978147828220594,0.0,1.0
famsup,0.7,70%,"Wasserstein
 distance(+)",-0.0014016361721125208,0.0007008180860562604,0.0,1.0
famsup,0.7,70%,"Contingency
 coefficient(-)",-0.002729830777781328,0.001364915388890664,0.0,1.0
famsup,0.7,70%,"Total variation
 distance(+)",-0.00691933780430129,0.003459668902150645,0.0,1.0
famsup,0.7,70%,"Jensen-Shannon
 divergence(+)",0.002066154789708202,0.001033077394854101,0.0,1.0
paid,0.1,10%,"Hellinger
 distance(+)",0.06783757227337624,0.03391878613668812,1.0,0.0
paid,0.1,10%,"Wasserstein
 distance(+)",-0.0011323453584222599,0.0005661726792111299,1.0,0.0
paid,0.1,10%,"Contingency
 coefficient(-)",0.02691176533879369,0.013455882669396846,1.0,0.0
paid,0.1,10%,"Total variation
 distance(+)",-0.0322902850968119,0.01614514254840595,1.0,0.0
paid,0.1,10%,"Jensen-Shannon
 divergence(+)",-0.0020641011237743784,0.0010320505618871892,1.0,0.0
paid,0.3,30%,"Hellinger
 distance(+)",0.12632435292497618,0.06316217646248809,1.0,0.0
paid,0.3,30%,"Wasserstein
 distance(+)",0.0002961119389278599,0.00014805596946392994,1.0,0.0
paid,0.3,30%,"Contingency
 coefficient(-)",0.01964075357940187,0.009820376789700935,1.0,0.0
paid,0.3,30%,"Total variation
 distance(+)",-0.013878455465874344,0.006939227732937172,1.0,0.0
paid,0.3,30%,"Jensen-Shannon
 divergence(+)",0.006977779750933683,0.0034888898754668416,1.0,0.0
paid,0.5,50%,"Hellinger
 distance(+)",0.21847016920089582,0.10923508460044791,1.0,0.0
paid,0.5,50%,"Wasserstein
 distance(+)",0.0033423913544012394,0.0016711956772006197,1.0,0.0
paid,0.5,50%,"Contingency
 coefficient(-)",-0.0049660180724924174,0.0024830090362462087,1.0,0.0
paid,0.5,50%,"Total variation
 distance(+)",0.032123071313534216,0.016061535656767108,1.0,0.0
paid,0.5,50%,"Jensen-Shannon
 divergence(+)",0.020908121187449443,0.010454060593724722,1.0,0.0
paid,0.7,70%,"Hellinger
 distance(+)",0.18899259444613928,0.09449629722306964,1.0,0.0
paid,0.7,70%,"Wasserstein
 distance(+)",0.0017427617285815005,0.0008713808642907502,1.0,0.0
paid,0.7,70%,"Contingency
 coefficient(-)",0.030315899011402192,0.015157949505701096,1.0,0.0
paid,0.7,70%,"Total variation
 distance(+)",-0.016372447498422954,0.008186223749211477,1.0,0.0
paid,0.7,70%,"Jensen-Shannon
 divergence(+)",-0.00597332892426989,0.002986664462134945,1.0,0.0
activities,0.1,10%,"Hellinger
 distance(+)",0.08741465767429284,0.04370732883714642,1.0,0.0
activities,0.1,10%,"Wasserstein
 distance(+)",0.0011162401926665,0.0005581200963332501,1.0,0.0
activities,0.1,10%,"Contingency
 coefficient(-)",-0.008481108324239539,0.0042405541621197695,1.0,0.0
activities,0.1,10%,"Total variation
 distance(+)",0.02018970265933374,0.01009485132966687,1.0,0.0
activities,0.1,10%,"Jensen-Shannon
 divergence(+)",0.017906970650090278,0.008953485325045139,1.0,0.0
activities,0.3,30%,"Hellinger
 distance(+)",0.057281925939241515,0.028640962969620758,1.0,0.0
activities,0.3,30%,"Wasserstein
 distance(+)",0.0013940659552900202,0.0006970329776450101,1.0,0.0
activities,0.3,30%,"Contingency
 coefficient(-)",-0.005585016113177077,0.0027925080565885385,1.0,0.0
activities,0.3,30%,"Total variation
 distance(+)",0.017907042595688597,0.008953521297844299,1.0,0.0
activities,0.3,30%,"Jensen-Shannon
 divergence(+)",0.0116843827920111,0.00584219139600555,1.0,0.0
activities,0.5,50%,"Hellinger
 distance(+)",-0.002086202461941161,0.0010431012309705806,1.0,0.0
activities,0.5,50%,"Wasserstein
 distance(+)",-0.00010756761903101984,5.378380951550992e-05,1.0,0.0
activities,0.5,50%,"Contingency
 coefficient(-)",0.0018084045259859627,0.0009042022629929813,1.0,0.0
activities,0.5,50%,"Total variation
 distance(+)",-0.0012874311215303122,0.0006437155607651561,1.0,0.0
activities,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.00033282616167042145,0.00016641308083521072,1.0,0.0
activities,0.7,70%,"Hellinger
 distance(+)",0.017699376729993666,0.008849688364996833,1.0,0.0
activities,0.7,70%,"Wasserstein
 distance(+)",0.0005635456820995803,0.00028177284104979015,1.0,0.0
activities,0.7,70%,"Contingency
 coefficient(-)",-0.0012475611658662178,0.0006237805829331089,1.0,0.0
activities,0.7,70%,"Total variation
 distance(+)",0.00830401984622662,0.00415200992311331,1.0,0.0
activities,0.7,70%,"Jensen-Shannon
 divergence(+)",0.003701308096494625,0.0018506540482473126,1.0,0.0
nursery,0.1,10%,"Hellinger
 distance(+)",-0.04770119963883876,0.02385059981941938,1.0,0.0
nursery,0.1,10%,"Wasserstein
 distance(+)",0.00097345019503296,0.00048672509751648,1.0,0.0
nursery,0.1,10%,"Contingency
 coefficient(-)",-0.002833228793486464,0.001416614396743232,1.0,0.0
nursery,0.1,10%,"Total variation
 distance(+)",0.009789511347215538,0.004894755673607769,1.0,0.0
