Features,Swap,Swap_ratio,Distance_measure,Difference,Std,Protected,NonProtected
nursery,0.1,10%,"Jensen-Shannon
 divergence(+)",-0.001289373457905479,0.0006446867289527395,1.0,0.0
nursery,0.3,30%,"Hellinger
 distance(+)",-0.06170743055374729,0.030853715276873646,1.0,0.0
nursery,0.3,30%,"Wasserstein
 distance(+)",0.00242068342995546,0.00121034171497773,1.0,0.0
nursery,0.3,30%,"Contingency
 coefficient(-)",-0.007452802252696622,0.003726401126348311,1.0,0.0
nursery,0.3,30%,"Total variation
 distance(+)",0.026174335213913928,0.013087167606956964,1.0,0.0
nursery,0.3,30%,"Jensen-Shannon
 divergence(+)",0.003835812392343922,0.001917906196171961,1.0,0.0
nursery,0.5,50%,"Hellinger
 distance(+)",-0.10453509486145018,0.05226754743072509,1.0,0.0
nursery,0.5,50%,"Wasserstein
 distance(+)",0.0022368246544741603,0.0011184123272370802,1.0,0.0
nursery,0.5,50%,"Contingency
 coefficient(-)",0.0004761635499637151,0.00023808177498185756,1.0,0.0
nursery,0.5,50%,"Total variation
 distance(+)",0.01577534127167296,0.00788767063583648,1.0,0.0
nursery,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.0019420135805701955,0.0009710067902850977,1.0,0.0
nursery,0.7,70%,"Hellinger
 distance(+)",-0.12914337389059669,0.06457168694529834,1.0,0.0
nursery,0.7,70%,"Wasserstein
 distance(+)",0.0018492204873169597,0.0009246102436584799,1.0,0.0
nursery,0.7,70%,"Contingency
 coefficient(-)",-0.006480142072361028,0.003240071036180514,1.0,0.0
nursery,0.7,70%,"Total variation
 distance(+)",0.019519385461751623,0.009759692730875812,1.0,0.0
nursery,0.7,70%,"Jensen-Shannon
 divergence(+)",8.110791121945793e-05,4.0553955609728964e-05,1.0,0.0
higher,0.1,10%,"Hellinger
 distance(+)",0.17373281878256325,0.08686640939128164,0.0,1.0
higher,0.1,10%,"Wasserstein
 distance(+)",0.0017017592467890403,0.0008508796233945202,0.0,1.0
higher,0.1,10%,"Contingency
 coefficient(-)",0.3087452060032673,0.15437260300163366,0.0,1.0
higher,0.1,10%,"Total variation
 distance(+)",-0.07919452564901995,0.039597262824509975,0.0,1.0
higher,0.1,10%,"Jensen-Shannon
 divergence(+)",0.008409959138311864,0.004204979569155932,0.0,1.0
higher,0.3,30%,"Hellinger
 distance(+)",0.3361348007865124,0.1680674003932562,0.0,1.0
higher,0.3,30%,"Wasserstein
 distance(+)",0.0031903169645653203,0.0015951584822826602,0.0,1.0
higher,0.3,30%,"Contingency
 coefficient(-)",0.2748211265864026,0.1374105632932013,0.0,1.0
higher,0.3,30%,"Total variation
 distance(+)",-0.06971968568357395,0.034859842841786975,0.0,1.0
higher,0.3,30%,"Jensen-Shannon
 divergence(+)",0.01870488348324842,0.00935244174162421,0.0,1.0
higher,0.5,50%,"Hellinger
 distance(+)",0.4266803597523189,0.2133401798761594,0.0,1.0
higher,0.5,50%,"Wasserstein
 distance(+)",0.00027709115988835964,0.00013854557994417982,0.0,1.0
higher,0.5,50%,"Contingency
 coefficient(-)",0.31542162624720066,0.15771081312360033,0.0,1.0
higher,0.5,50%,"Total variation
 distance(+)",-0.10330773768991713,0.05165386884495857,0.0,1.0
higher,0.5,50%,"Jensen-Shannon
 divergence(+)",0.013485712313929948,0.006742856156964974,0.0,1.0
higher,0.7,70%,"Hellinger
 distance(+)",0.4947583139464493,0.24737915697322466,0.0,1.0
higher,0.7,70%,"Wasserstein
 distance(+)",-0.0041637621690630774,0.0020818810845315387,0.0,1.0
higher,0.7,70%,"Contingency
 coefficient(-)",0.327372446375457,0.1636862231877285,0.0,1.0
higher,0.7,70%,"Total variation
 distance(+)",-0.08131800452478521,0.04065900226239261,0.0,1.0
higher,0.7,70%,"Jensen-Shannon
 divergence(+)",0.005984238038402201,0.0029921190192011005,0.0,1.0
internet,0.1,10%,"Hellinger
 distance(+)",-0.021752009388252898,0.010876004694126449,1.0,0.0
internet,0.1,10%,"Wasserstein
 distance(+)",-0.00028825337814879996,0.00014412668907439998,1.0,0.0
internet,0.1,10%,"Contingency
 coefficient(-)",-0.00146067843450981,0.000730339217254905,1.0,0.0
internet,0.1,10%,"Total variation
 distance(+)",0.0006717063101595996,0.0003358531550797998,1.0,0.0
internet,0.1,10%,"Jensen-Shannon
 divergence(+)",-0.0008674018756483787,0.00043370093782418937,1.0,0.0
internet,0.3,30%,"Hellinger
 distance(+)",-0.05528177122837516,0.02764088561418758,1.0,0.0
internet,0.3,30%,"Wasserstein
 distance(+)",-0.0003431704351374201,0.00017158521756871004,1.0,0.0
internet,0.3,30%,"Contingency
 coefficient(-)",-0.011529294053567396,0.005764647026783698,1.0,0.0
internet,0.3,30%,"Total variation
 distance(+)",0.011942717637536664,0.005971358818768332,1.0,0.0
internet,0.3,30%,"Jensen-Shannon
 divergence(+)",0.000559705316262999,0.0002798526581314995,1.0,0.0
internet,0.5,50%,"Hellinger
 distance(+)",-0.07076910376708634,0.03538455188354317,1.0,0.0
internet,0.5,50%,"Wasserstein
 distance(+)",0.0005931776657013797,0.00029658883285068986,1.0,0.0
internet,0.5,50%,"Contingency
 coefficient(-)",-0.01893786309757095,0.009468931548785475,1.0,0.0
internet,0.5,50%,"Total variation
 distance(+)",0.02464737653800215,0.012323688269001074,1.0,0.0
internet,0.5,50%,"Jensen-Shannon
 divergence(+)",0.004351574905582398,0.002175787452791199,1.0,0.0
internet,0.7,70%,"Hellinger
 distance(+)",-0.09931619595996027,0.04965809797998014,1.0,0.0
internet,0.7,70%,"Wasserstein
 distance(+)",0.0023229277771110394,0.0011614638885555197,1.0,0.0
internet,0.7,70%,"Contingency
 coefficient(-)",-0.016276010023176246,0.008138005011588123,1.0,0.0
internet,0.7,70%,"Total variation
 distance(+)",0.03309228184935416,0.01654614092467708,1.0,0.0
internet,0.7,70%,"Jensen-Shannon
 divergence(+)",0.005091329366399937,0.0025456646831999684,1.0,0.0
romantic,0.1,10%,"Hellinger
 distance(+)",0.07828500842028267,0.039142504210141336,1.0,0.0
romantic,0.1,10%,"Wasserstein
 distance(+)",8.545800664215987e-05,4.272900332107993e-05,1.0,0.0
romantic,0.1,10%,"Contingency
 coefficient(-)",-0.006138770491924683,0.0030693852459623416,1.0,0.0
romantic,0.1,10%,"Total variation
 distance(+)",0.00798932753325282,0.00399466376662641,1.0,0.0
romantic,0.1,10%,"Jensen-Shannon
 divergence(+)",0.01124958413691092,0.00562479206845546,1.0,0.0
romantic,0.3,30%,"Hellinger
 distance(+)",0.07927990310372415,0.039639951551862077,1.0,0.0
romantic,0.3,30%,"Wasserstein
 distance(+)",0.0007489088844080398,0.0003744544422040199,1.0,0.0
romantic,0.3,30%,"Contingency
 coefficient(-)",-0.006331667697862309,0.0031658338489311544,1.0,0.0
romantic,0.3,30%,"Total variation
 distance(+)",0.011767752975883096,0.005883876487941548,1.0,0.0
romantic,0.3,30%,"Jensen-Shannon
 divergence(+)",0.006371626312607143,0.0031858131563035717,1.0,0.0
romantic,0.5,50%,"Hellinger
 distance(+)",0.11369076809569603,0.056845384047848016,1.0,0.0
romantic,0.5,50%,"Wasserstein
 distance(+)",0.0006778950308311002,0.0003389475154155501,1.0,0.0
romantic,0.5,50%,"Contingency
 coefficient(-)",-0.01326611505522668,0.00663305752761334,1.0,0.0
romantic,0.5,50%,"Total variation
 distance(+)",0.019266751896533582,0.009633375948266791,1.0,0.0
romantic,0.5,50%,"Jensen-Shannon
 divergence(+)",0.011165316646571659,0.005582658323285829,1.0,0.0
romantic,0.7,70%,"Hellinger
 distance(+)",0.11930514869195114,0.05965257434597557,1.0,0.0
romantic,0.7,70%,"Wasserstein
 distance(+)",0.00030159105871868,0.00015079552935934,1.0,0.0
romantic,0.7,70%,"Contingency
 coefficient(-)",-0.019051538831314163,0.009525769415657082,1.0,0.0
romantic,0.7,70%,"Total variation
 distance(+)",0.02314316828023122,0.01157158414011561,1.0,0.0
romantic,0.7,70%,"Jensen-Shannon
 divergence(+)",0.010402028058194963,0.005201014029097482,1.0,0.0
famrel,0.1,10%,"Hellinger
 distance(+)",0.03591770781817848,0.01795885390908924,1.0,<=0.75
famrel,0.1,10%,"Wasserstein
 distance(+)",-0.0004736575105207198,0.0002368287552603599,1.0,<=0.75
famrel,0.1,10%,"Contingency
 coefficient(-)",0.0017372099251536932,0.0008686049625768466,1.0,<=0.75
famrel,0.1,10%,"Total variation
 distance(+)",-0.005742470396128081,0.0028712351980640406,1.0,<=0.75
famrel,0.1,10%,"Jensen-Shannon
 divergence(+)",0.0011890587663189404,0.0005945293831594702,1.0,<=0.75
famrel,0.3,30%,"Hellinger
 distance(+)",0.044178826335654425,0.022089413167827213,1.0,<=0.75
famrel,0.3,30%,"Wasserstein
 distance(+)",0.0006708174685743401,0.00033540873428717006,1.0,<=0.75
famrel,0.3,30%,"Contingency
 coefficient(-)",0.011065503708473146,0.005532751854236573,1.0,<=0.75
famrel,0.3,30%,"Total variation
 distance(+)",-0.009414848072556242,0.004707424036278121,1.0,<=0.75
famrel,0.3,30%,"Jensen-Shannon
 divergence(+)",-0.006514674307438021,0.0032573371537190105,1.0,<=0.75
famrel,0.5,50%,"Hellinger
 distance(+)",0.08690532097701131,0.04345266048850566,1.0,<=0.75
famrel,0.5,50%,"Wasserstein
 distance(+)",0.0018810253957377999,0.0009405126978688999,1.0,<=0.75
famrel,0.5,50%,"Contingency
 coefficient(-)",0.0026037726017379415,0.0013018863008689707,1.0,<=0.75
famrel,0.5,50%,"Total variation
 distance(+)",0.008403221795757844,0.004201610897878922,1.0,<=0.75
famrel,0.5,50%,"Jensen-Shannon
 divergence(+)",0.0009143910379264056,0.0004571955189632028,1.0,<=0.75
famrel,0.7,70%,"Hellinger
 distance(+)",0.10969909119299653,0.05484954559649827,1.0,<=0.75
famrel,0.7,70%,"Wasserstein
 distance(+)",0.00109018031651452,0.00054509015825726,1.0,<=0.75
famrel,0.7,70%,"Contingency
 coefficient(-)",-0.0007355420826655745,0.00036777104133278726,1.0,<=0.75
famrel,0.7,70%,"Total variation
 distance(+)",0.007461355355522503,0.0037306776777612516,1.0,<=0.75
famrel,0.7,70%,"Jensen-Shannon
 divergence(+)",6.146304435940275e-06,3.0731522179701376e-06,1.0,<=0.75
freetime,0.1,10%,"Hellinger
 distance(+)",0.06137619177205114,0.03068809588602557,>=0.75,<=0.5
freetime,0.1,10%,"Wasserstein
 distance(+)",-0.0007443296602013199,0.00037216483010065995,>=0.75,<=0.5
freetime,0.1,10%,"Contingency
 coefficient(-)",-0.004161466402183955,0.0020807332010919777,>=0.75,<=0.5
freetime,0.1,10%,"Total variation
 distance(+)",-0.00019702096010910074,9.851048005455037e-05,>=0.75,<=0.5
freetime,0.1,10%,"Jensen-Shannon
 divergence(+)",0.009283449842977763,0.004641724921488882,>=0.75,<=0.5
freetime,0.3,30%,"Hellinger
 distance(+)",0.06521728870013416,0.03260864435006708,>=0.75,<=0.5
freetime,0.3,30%,"Wasserstein
 distance(+)",0.0015031070312885998,0.0007515535156442999,>=0.75,<=0.5
freetime,0.3,30%,"Contingency
 coefficient(-)",8.13719344205932e-06,4.06859672102966e-06,>=0.75,<=0.5
freetime,0.3,30%,"Total variation
 distance(+)",0.009878082459168054,0.004939041229584027,>=0.75,<=0.5
freetime,0.3,30%,"Jensen-Shannon
 divergence(+)",0.007168941103386339,0.0035844705516931696,>=0.75,<=0.5
freetime,0.5,50%,"Hellinger
 distance(+)",0.09765415736202684,0.04882707868101342,>=0.75,<=0.5
freetime,0.5,50%,"Wasserstein
 distance(+)",0.0010713792403263798,0.0005356896201631899,>=0.75,<=0.5
freetime,0.5,50%,"Contingency
 coefficient(-)",-0.014799265047696908,0.007399632523848454,>=0.75,<=0.5
freetime,0.5,50%,"Total variation
 distance(+)",0.022414857158141968,0.011207428579070984,>=0.75,<=0.5
freetime,0.5,50%,"Jensen-Shannon
 divergence(+)",0.011612548374601378,0.005806274187300689,>=0.75,<=0.5
freetime,0.7,70%,"Hellinger
 distance(+)",0.08324011204838558,0.04162005602419279,>=0.75,<=0.5
freetime,0.7,70%,"Wasserstein
 distance(+)",0.0032247561110556396,0.0016123780555278198,>=0.75,<=0.5
freetime,0.7,70%,"Contingency
 coefficient(-)",-0.0033183704556973836,0.0016591852278486918,>=0.75,<=0.5
freetime,0.7,70%,"Total variation
 distance(+)",0.022866721984758115,0.011433360992379057,>=0.75,<=0.5
freetime,0.7,70%,"Jensen-Shannon
 divergence(+)",0.006775509836379666,0.003387754918189833,>=0.75,<=0.5
goout,0.1,10%,"Hellinger
 distance(+)",0.06137619177205116,0.03068809588602558,>=0.75,<=0.5
goout,0.1,10%,"Wasserstein
 distance(+)",-0.0005123387478486999,0.00025616937392434997,>=0.75,<=0.5
goout,0.1,10%,"Contingency
 coefficient(-)",-0.0008203680306905214,0.0004101840153452607,>=0.75,<=0.5
goout,0.1,10%,"Total variation
 distance(+)",-0.0009518761877660396,0.0004759380938830198,>=0.75,<=0.5
goout,0.1,10%,"Jensen-Shannon
 divergence(+)",0.00797587485073538,0.00398793742536769,>=0.75,<=0.5
goout,0.3,30%,"Hellinger
 distance(+)",0.03913242018823895,0.019566210094119477,>=0.75,<=0.5
goout,0.3,30%,"Wasserstein
 distance(+)",-0.0008413848049954799,0.00042069240249773996,>=0.75,<=0.5
goout,0.3,30%,"Contingency
 coefficient(-)",0.0062852528969513655,0.0031426264484756827,>=0.75,<=0.5
goout,0.3,30%,"Total variation
 distance(+)",-0.009311108389369493,0.004655554194684747,>=0.75,<=0.5
goout,0.3,30%,"Jensen-Shannon
 divergence(+)",0.0006706426644638441,0.00033532133223192206,>=0.75,<=0.5
goout,0.5,50%,"Hellinger
 distance(+)",0.038347488133429974,0.019173744066714987,>=0.75,<=0.5
goout,0.5,50%,"Wasserstein
 distance(+)",0.0002821735381424795,0.00014108676907123975,>=0.75,<=0.5
goout,0.5,50%,"Contingency
 coefficient(-)",0.010625714879345494,0.005312857439672747,>=0.75,<=0.5
goout,0.5,50%,"Total variation
 distance(+)",-0.007953442112423603,0.003976721056211802,>=0.75,<=0.5
goout,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.0016267588160920332,0.0008133794080460166,>=0.75,<=0.5
goout,0.7,70%,"Hellinger
 distance(+)",0.06505994288222491,0.03252997144111246,>=0.75,<=0.5
goout,0.7,70%,"Wasserstein
 distance(+)",-0.00064299495384106,0.00032149747692053,>=0.75,<=0.5
goout,0.7,70%,"Contingency
 coefficient(-)",0.000816960668899136,0.000408480334449568,>=0.75,<=0.5
goout,0.7,70%,"Total variation
 distance(+)",-0.006285256830692421,0.0031426284153462103,>=0.75,<=0.5
goout,0.7,70%,"Jensen-Shannon
 divergence(+)",0.002766791180375365,0.0013833955901876825,>=0.75,<=0.5
Pstatus,0.1,10%,"Hellinger
 distance(+)",0.06745968347071235,0.033729841735356175,0.0,1.0
Pstatus,0.1,10%,"Wasserstein
 distance(+)",-0.00065994581062002,0.00032997290531001,0.0,1.0
Pstatus,0.1,10%,"Contingency
 coefficient(-)",-9.608622727697025e-06,4.8043113638485124e-06,0.0,1.0
Pstatus,0.1,10%,"Total variation
 distance(+)",-0.0039689407691082396,0.0019844703845541198,0.0,1.0
Pstatus,0.1,10%,"Jensen-Shannon
 divergence(+)",0.005633181468184719,0.0028165907340923597,0.0,1.0
Pstatus,0.3,30%,"Hellinger
 distance(+)",0.08601092123814537,0.043005460619072684,0.0,1.0
Pstatus,0.3,30%,"Wasserstein
 distance(+)",-0.0014549295940402603,0.0007274647970201302,0.0,1.0
Pstatus,0.3,30%,"Contingency
 coefficient(-)",0.014212806373995024,0.007106403186997512,0.0,1.0
Pstatus,0.3,30%,"Total variation
 distance(+)",-0.023476207608193196,0.011738103804096598,0.0,1.0
Pstatus,0.3,30%,"Jensen-Shannon
 divergence(+)",-0.002656047778192741,0.0013280238890963705,0.0,1.0
Pstatus,0.5,50%,"Hellinger
 distance(+)",0.1716410093986676,0.08582050469933379,0.0,1.0
Pstatus,0.5,50%,"Wasserstein
 distance(+)",0.0013062850169364604,0.0006531425084682302,0.0,1.0
Pstatus,0.5,50%,"Contingency
 coefficient(-)",0.008216643983301797,0.004108321991650898,0.0,1.0
Pstatus,0.5,50%,"Total variation
 distance(+)",0.002409201625890006,0.001204600812945003,0.0,1.0
