Features,Swap,Swap_ratio,Distance_measure,Difference,Std,Protected,NonProtected
age,0.1,10%,"Hellinger
 distance(+)",0.2300034809864252,0.1150017404932126,<=37,>=38
age,0.1,10%,"Wasserstein
 distance(+)",0.0018277455423990198,0.00091387277119951,<=37,>=38
age,0.1,10%,"Contingency
 coefficient(-)",0.00832881334749036,0.00416440667374518,<=37,>=38
age,0.1,10%,"Total variation
 distance(+)",0.011273213441573358,0.005636606720786679,<=37,>=38
age,0.1,10%,"Jensen-Shannon
 divergence(+)",0.006294063034956721,0.0031470315174783603,<=37,>=38
age,0.3,30%,"Hellinger
 distance(+)",0.43646497857404754,0.21823248928702377,<=37,>=38
age,0.3,30%,"Wasserstein
 distance(+)",0.005397412813592161,0.0026987064067960807,<=37,>=38
age,0.3,30%,"Contingency
 coefficient(-)",0.015507597103259885,0.007753798551629942,<=37,>=38
age,0.3,30%,"Total variation
 distance(+)",0.03287467690019366,0.01643733845009683,<=37,>=38
age,0.3,30%,"Jensen-Shannon
 divergence(+)",0.009694133375066423,0.0048470666875332115,<=37,>=38
age,0.5,50%,"Hellinger
 distance(+)",0.5330256087738363,0.26651280438691816,<=37,>=38
age,0.5,50%,"Wasserstein
 distance(+)",0.00872943909367726,0.00436471954683863,<=37,>=38
age,0.5,50%,"Contingency
 coefficient(-)",0.03833694259720988,0.01916847129860494,<=37,>=38
age,0.5,50%,"Total variation
 distance(+)",0.04401619342530583,0.022008096712652914,<=37,>=38
age,0.5,50%,"Jensen-Shannon
 divergence(+)",0.00796257999728206,0.00398128999864103,<=37,>=38
age,0.7,70%,"Hellinger
 distance(+)",0.6722351713648187,0.33611758568240935,<=37,>=38
age,0.7,70%,"Wasserstein
 distance(+)",0.010465266827316062,0.005232633413658031,<=37,>=38
age,0.7,70%,"Contingency
 coefficient(-)",0.04560272684815736,0.02280136342407868,<=37,>=38
age,0.7,70%,"Total variation
 distance(+)",0.04748958363773101,0.023744791818865504,<=37,>=38
age,0.7,70%,"Jensen-Shannon
 divergence(+)",0.006337124899066397,0.0031685624495331986,<=37,>=38
race,0.1,10%,"Hellinger
 distance(+)",0.4514743440705502,0.2257371720352751,0,1
race,0.1,10%,"Wasserstein
 distance(+)",4.318022692658004e-05,2.159011346329002e-05,0,1
race,0.1,10%,"Contingency
 coefficient(-)",0.0018418947169092093,0.0009209473584546046,0,1
race,0.1,10%,"Total variation
 distance(+)",-0.006112437446702899,0.0030562187233514494,0,1
race,0.1,10%,"Jensen-Shannon
 divergence(+)",0.0019872906336436003,0.0009936453168218002,0,1
race,0.3,30%,"Hellinger
 distance(+)",0.7757198477401371,0.38785992387006857,0,1
race,0.3,30%,"Wasserstein
 distance(+)",0.00047638166847358,0.00023819083423679,0,1
race,0.3,30%,"Contingency
 coefficient(-)",-0.00020769711310553163,0.00010384855655276581,0,1
race,0.3,30%,"Total variation
 distance(+)",-0.01253947475649854,0.00626973737824927,0,1
race,0.3,30%,"Jensen-Shannon
 divergence(+)",0.003617255295946902,0.001808627647973451,0,1
race,0.5,50%,"Hellinger
 distance(+)",1.0175176881209378,0.5087588440604689,0,1
race,0.5,50%,"Wasserstein
 distance(+)",0.0008057382044801805,0.00040286910224009024,0,1
race,0.5,50%,"Contingency
 coefficient(-)",-0.005431454631273924,0.002715727315636962,0,1
race,0.5,50%,"Total variation
 distance(+)",-0.012962239977506201,0.006481119988753101,0,1
race,0.5,50%,"Jensen-Shannon
 divergence(+)",0.005353096936348261,0.0026765484681741305,0,1
race,0.7,70%,"Hellinger
 distance(+)",1.196477994587118,0.598238997293559,0,1
race,0.7,70%,"Wasserstein
 distance(+)",0.0010785947888857592,0.0005392973944428796,0,1
race,0.7,70%,"Contingency
 coefficient(-)",-0.004069702723267121,0.0020348513616335606,0,1
race,0.7,70%,"Total variation
 distance(+)",-0.01181607552873673,0.005908037764368365,0,1
race,0.7,70%,"Jensen-Shannon
 divergence(+)",0.005994008071787772,0.002997004035893886,0,1
sex,0.1,10%,"Hellinger
 distance(+)",0.26576198028907155,0.13288099014453578,0,1
sex,0.1,10%,"Wasserstein
 distance(+)",0.00038803005352958,0.00019401502676479,0,1
sex,0.1,10%,"Contingency
 coefficient(-)",0.014311267818366336,0.007155633909183168,0,1
sex,0.1,10%,"Total variation
 distance(+)",-0.02094707695271142,0.01047353847635571,0,1
sex,0.1,10%,"Jensen-Shannon
 divergence(+)",0.00143711427042182,0.00071855713521091,0,1
sex,0.3,30%,"Hellinger
 distance(+)",0.4404047761493479,0.22020238807467396,0,1
