Feature,"Swap 
 Percentage",Metric,CDI,NDI,NII,Impact_Sum,AVERAGE,NDI2,NII2
studytime,10%,"Hellinger
 distance(+)",0.11654093081551573,0.13553455009345267,0.3410478544965852,0.5931233354055536,0.19770777846851786
studytime,10%,"Wasserstein
 distance(+)",0.00186709653971483,0.13553455009345267,0.3410478544965852,0.0019297789794974361,0.006064166515380977
studytime,10%,"Contingency
 coefficient(-)",0.6942528680710007,1.3140066939810893,2.7449798850227833,4.301174811834379,1.584413149024958
studytime,10%,"Total variation
 distance(+)",0.02954529060122823,0.10035759754595329,0.16270758435110505,0.04587423286921068,0.0975368241660955
studytime,10%,"Jensen–Shannon
 divergence(+)",0.023862115641818178,0.045945733224452306,0.09319746442127971,0.02814414147931368,0.0543351044291834
studytime,30%,"Hellinger
 distance(+)",0.24151495324929692,0.671106577813803,0.7531023806128347,1.6657239116759346,0.5552413038919782
studytime,30%,"Wasserstein
 distance(+)",0.00497168206496184,0.671106577813803,0.7531023806128347,0.005440797303129175,0.016187161077200803
studytime,30%,"Contingency
 coefficient(-)",0.6534388328613867,0.5281157676722145,2.536054131659026,1.9927690074607844,1.2392029107308757
studytime,30%,"Total variation
 distance(+)",0.09647255067011073,0.3771557462793546,0.47265949768966925,0.2747387962572828,0.3154292648797115
studytime,30%,"Jensen–Shannon
 divergence(+)",0.05134996441006773,0.2170027270930306,0.2122870286406508,0.09741682855156525,0.16021324004791637
studytime,50%,"Hellinger
 distance(+)",0.306942678174569,0.6156792252691701,0.9520205842345906,1.8746424876783296,0.6248808292261099
studytime,50%,"Wasserstein
 distance(+)",0.00606510571293339,0.6156792252691701,0.9520205842345906,0.0064178583331449355,0.0163747019771825
studytime,50%,"Contingency
 coefficient(-)",0.6125990204640674,0.5011935804140069,2.352011474695274,1.79141207264142,1.155268025191116
studytime,50%,"Total variation
 distance(+)",0.14428948477600245,0.38677285024192476,0.6809604204500549,0.4076664874954097,0.40400758515599405
studytime,50%,"Jensen–Shannon
 divergence(+)",0.06705585511236939,0.2708439788140582,0.27252898833266287,0.14086869065455784,0.20347627408636348
studytime,70%,"Hellinger
 distance(+)",0.37691462779411716,0.16280715959699993,1.193343480356968,1.7330652677480851,0.577688422582695
studytime,70%,"Wasserstein
 distance(+)",0.008695694343730449,0.16280715959699993,1.193343480356968,0.009985503321742655,0.027154929928036114
studytime,70%,"Contingency
 coefficient(-)",0.558835358096594,1.5180712028595695,2.028807608673468,3.6387097649661726,1.368571389876544
studytime,70%,"Total variation
 distance(+)",0.2026457036831255,0.7300865875240609,0.9765767385682056,0.9156312821997636,0.636436343258464
studytime,70%,"Jensen–Shannon
 divergence(+)",0.07991010889375938,0.06792578145493919,0.3417150799200721,0.10312137273226728,0.1631836567562569
Pstatus,10%,"Hellinger
 distance(+)",0.05681726100374577,0.22807586169894078,0.7594363980263971,1.0443295207290837,0.3481098402430279
Pstatus,10%,"Wasserstein
 distance(+)",0.00087683081330528,0.22807586169894078,0.7594363980263971,0.0014392463224291402,0.016772134803297666
Pstatus,10%,"Contingency
 coefficient(-)",0.7004520734621674,4.705657448418435,11.68933036553928,55.706436575085874,5.698479962473294
Pstatus,10%,"Total variation
 distance(+)",0.01549195621572522,0.23095787365643253,0.44707271694912326,0.11874692029209885,0.23117418227376033
Pstatus,10%,"Jensen–Shannon
 divergence(+)",0.01126903060743842,0.08643373474134254,0.21759517787908067,0.030076594493234125,0.10509931440928721
Pstatus,30%,"Hellinger
 distance(+)",0.12602651286018532,0.44298430099239355,1.7673952537320774,2.3364060675846563,0.7788020225282187
Pstatus,30%,"Wasserstein
 distance(+)",0.00176215337492992,0.44298430099239355,1.7673952537320774,0.00710205649199858,0.05638429821339853
Pstatus,30%,"Contingency
 coefficient(-)",0.6756276225696071,4.523866777495975,10.963845604135859,50.27460450471511,5.38778000140048
Pstatus,30%,"Total variation
 distance(+)",0.04858460514089097,0.4689386821964253,1.7248145597728135,0.8574168718339616,0.7474459490367099
Pstatus,30%,"Jensen–Shannon
 divergence(+)",0.028908192260214526,0.21920599827838486,0.6240691981802956,0.16570790384211742,0.2907277962396317
Pstatus,50%,"Hellinger
 distance(+)",0.19078584902068965,0.4986191425655708,2.422477278703796,3.111882270290056,1.0372940900966854
Pstatus,50%,"Wasserstein
 distance(+)",0.00428287455403377,0.4986191425655708,2.422477278703796,0.017454543906130948,0.08110167186116805
Pstatus,50%,"Contingency
 coefficient(-)",0.6565554814803569,5.97292560302963,10.382677638855574,62.67151657860404,5.670719574455187
Pstatus,50%,"Total variation
 distance(+)",0.08671163157724993,1.1253401244970174,2.4871965101420495,2.8856536619490507,1.2330827554054389
Pstatus,50%,"Jensen–Shannon
 divergence(+)",0.04183717765222944,0.07919647124541093,0.8462092536761036,0.10885396447858962,0.3224143008579146
Pstatus,70%,"Hellinger
 distance(+)",0.21923077131464258,0.6048113521579053,2.909442554339555,3.733484677812103,1.2444948926040345
Pstatus,70%,"Wasserstein
 distance(+)",0.0054897621119695105,0.6048113521579053,2.909442554339555,0.031916367447360885,0.11589810922407351
Pstatus,70%,"Contingency
 coefficient(-)",0.6419184133109493,4.962962304116606,9.762614374437632,49.093405543271835,5.122498363955063
Pstatus,70%,"Total variation
 distance(+)",0.10685965688886609,1.6272680683301661,3.310592067201537,5.494080415113083,1.6815732641401897
Pstatus,70%,"Jensen–Shannon
 divergence(+)",0.046940151852038745,0.14833555725852954,1.01393230099783,0.19734236474297495,0.4030693367027995
