"Swap 
 Percentage",Measurement,Feature,studytime,Pstatus,Medu,Fjob,higher,goout,reason,internet,Walc,age,nursery,activities,romantic,famrel,sex,absences,schoolsup,famsup,freetime,guardian,traveltime,health,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
30%,"Hellinger
 distance",Pstatus,0.1502/0.1502,-,0.1856/0.1856,0.116/0.116,0.2462/0.094,0.0808/0.0808,0.1477/0.1477,0.1698/0.0239,0.1659/0.1659,0.1326/0.1326,0.1749/0.0535,0.1712/0.0239,0.1733/0.0436,0.1455/0.1455,0.1875/0.0198,0.1244/0.1192,0.1525/0.0773,0.1829/0.0675,0.107/0.107,0.1148/0.0282,0.1189/0.1139,0.1301/0.1301,0.1488/0.0239,,0.12602651286018532,0.5690108138525789,1.2312162902224209,4.643601291883658,"[0.11595641094194156, 0.24622988053073006, 0.08079800951972195]","[0.15020472152836611, 0.18558501362410212, 0.11595641094194156, 0.09396781378819888, 0.08079800951972195, 0.1477157355258337, 0.02385059981941938, 0.16592823592651001, 0.05348832556722978, 0.02385059981941938, 0.04360908365129298, 0.14547721378750833, 0.11918992144351848, 0.07733892538664916, 0.06745968347071236, 0.10695085822554233, 0.028226405474105144, 0.11394709641258657, 0.023850599819419383]","[0.30040944305673223, 0.37117002724820425, 0.23191282188388312, 0.34019769431892893, 0.1615960190394439, 0.2954314710516674, 0.1936310161184736, 0.33185647185302003, 0.22838603761159892, 0.19503640438694564, 0.21687702901851408, 0.29095442757501666, 0.24357944389542474, 0.2298264423428511, 0.2503864797449907, 0.21390171645108466, 0.14299481589933102, 0.23283381378314155, 0.17261971660440512]"
30%,"Wasserstein
 distance",Pstatus,0.0051/0.0051,-,0.0081/0.0081,0.0038/0.0038,0.0135/0.0066,0.0012/0.0012,0.0081/0.0081,0.0035/0.001,0.0066/0.0066,0.0057/0.0057,0.0038/0.0065,0.002/0.0008,0.0031/0.0051,0.0079/0.0079,0.0035/0.0035,0.0055/0.0041,0.004/0.03,0.0031/0.0081,0.0048/0.0048,0.006/0.0079,0.0074/0.0071,0.0044/0.0044,0.0031/0.0017,,0.00176215337492992,0.04465296607263202,0.08545752400756275,0.22497663999701628,"[0.005104300848205005, 0.008096952719855555, 0.006561518939278766, 0.00381326637961637, 0.00313889668505577, 0.00395005012965646, 0.0030755251766725897, 0.006000578207528901, 0.0031497236118326805]","[0.005104300848205005, 0.008096952719855555, 0.0038025732252035755, 0.0066116408814975115, 0.00116440998056042, 0.00812389986144575, 0.00104647703921526, 0.006561518939278766, 0.00649662216329667, 0.0008261660835909901, 0.005101575566174391, 0.00787364656445542, 0.004080199939434537, 0.029955625095654338, 0.00814762119937147, 0.00480330174170216, 0.007875273636951579, 0.007083994682978055, 0.0017441283986921001]","[0.01020860169641001, 0.01619390543971111, 0.007605146450407151, 0.0201055595255379, 0.00232881996112084, 0.0162477997228915, 0.00453934893941921, 0.013123037878557531, 0.01030988854291304, 0.00283599845287592, 0.00824047225123016, 0.015747293128910843, 0.009537343351520731, 0.0339056752253108, 0.01122314637604406, 0.00960660348340432, 0.01387585184448048, 0.01444829571574591, 0.0048938520105247805]"
30%,"Total variation
 distance",Pstatus,0.0888/0.0888,-,0.136/0.136,0.0729/0.0729,0.2007/0.1183,0.0278/0.0278,0.1226/0.1226,0.0659/0.055,0.1273/0.1273,0.0909/0.0909,0.0646/0.0834,0.0496/0.0298,0.0604/0.0809,0.1294/0.1294,0.0692/0.0446,0.0826/0.0672,0.0783/0.194,0.0634/0.1241,0.0759/0.0759,0.0931/0.0797,0.0852/0.0817,0.092/0.092,0.0662/0.0301,,0.04858460514089097,0.5175232873373163,1.1454612261255104,5.140342457192559,"[0.13595307299126289, 0.06462075181259405, 0.06040448285625559, 0.07834677850678505, 0.06338830250929618, 0.06622529352023157]","[0.08880088651308234, 0.13595307299126289, 0.07291450232310563, 0.11825041580321671, 0.027768486947102062, 0.12257321018179641, 0.05499999999999998, 0.12730856780953875, 0.0833628599661208, 0.029779051208584113, 0.08093434343434341, 0.12940779716468312, 0.06722133236884804, 0.19404290601871246, 0.1240569561157796, 0.07592177759081771, 0.07967917936405332, 0.0817165588491111, 0.030122655122655117]","[0.266402659539247, 0.40785921897378863, 0.21874350696931688, 0.43721719400857006, 0.08330546084130619, 0.36771963054538925, 0.17589406244036293, 0.38192570342861626, 0.23134647174483566, 0.10915186970798417, 0.22227316972494243, 0.3882233914940494, 0.2170148742995266, 0.46643259054420994, 0.3115022147408554, 0.22776533277245314, 0.2524924441518475, 0.24860205749971426, 0.1264706037655418]"
30%,"Jensen-Shannon
 divergence",Pstatus,0.0393/0.0393,-,0.0531/0.0531,0.0344/0.0344,0.0574/0.0414,0.0181/0.0181,0.0473/0.0473,0.0409/0.0185,0.0518/0.0518,0.0394/0.0394,0.0391/0.0273,0.0378/0.0129,0.0387/0.0267,0.0498/0.0498,0.0419/0.0132,0.0321/0.028,0.0347/0.0395,0.0396/0.0387,0.0328/0.0328,0.0372/0.0207,0.0332/0.0313,0.0397/0.0397,0.0368/0.0125,,0.028908192260214526,0.24811419053859937,0.45054579048955473,1.3781804444570676,"[0.05310064130005391, 0.03438416558569365, 0.05741611070869486, 0.03467516694041015, 0.03962991374353231]","[0.039333394524892866, 0.05310064130005391, 0.03438416558569365, 0.041367043548413446, 0.018129678432796024, 0.0472910730111232, 0.01846398921053683, 0.051816986174526604, 0.027344750307878356, 0.012872499083711592, 0.026706424799820726, 0.04977658588886305, 0.02798716066602024, 0.03954034854336318, 0.03873998263285287, 0.03277026260259526, 0.02067979753020369, 0.0312696362468262, 0.01249477809012387]","[0.07866678904978573, 0.10620128260010782, 0.0687683311713873, 0.0987831542571083, 0.03625935686559205, 0.0945821460222464, 0.05936021940453577, 0.10363397234905321, 0.06644048302933034, 0.050626568028620006, 0.06544408985497327, 0.0995531717777261, 0.06009236962282964, 0.07421551548377334, 0.07836989637638518, 0.06554052520519052, 0.05790535049159583, 0.06448048411159507, 0.04925673875523146]"
50%,"Hellinger
 distance",Pstatus,0.1952/0.1952,-,0.2527/0.2527,0.155/0.155,0.3436/0.1109,0.1463/0.1463,0.1934/0.1934,0.2517/0.0656,0.2058/0.2058,0.1877/0.1877,0.2446/0.059,0.2513/0.0617,0.2525/0.0566,0.1738/0.1738,0.2491/0.0239,0.1773/0.1699,0.2276/0.09,0.2781/0.0773,0.1747/0.1747,0.1885/0.02,0.1708/0.1568,0.1685/0.1685,0.2303/0.0576,,0.19078584902068965,0.6894049915862605,1.651334059655373,6.535739173262211,"[0.15504571452474505, 0.3435734280408258]","[0.1952376201765374, 0.2527300222323384, 0.15504571452474505, 0.1108645375522117, 0.1463102813582579, 0.19343016325745407, 0.06564023892276769, 0.20580460250910257, 0.05902542264911437, 0.06167255754232135, 0.05662831660241383, 0.17378602262623785, 0.16993913625882232, 0.09000988430541014, 0.07733892538664916, 0.1746540792406688, 0.01995908271926083, 0.15682022928470649, 0.05758044155477556]","[0.3904752403530748, 0.5054600444646768, 0.3100914290494901, 0.4544379655930375, 0.2926205627165158, 0.38686032651490815, 0.3172913154389455, 0.4116092050182052, 0.30366319714462314, 0.3130021807455853, 0.3091050994562982, 0.3475720452524757, 0.3472316187826354, 0.3176503877365073, 0.3554002095298703, 0.3493081584813376, 0.20849091740881356, 0.32761181647289556, 0.28785745310231514]"
50%,"Wasserstein
 distance",Pstatus,0.009/0.009,-,0.0121/0.0121,0.0037/0.0037,0.0214/0.0112,0.007/0.007,0.0086/0.0086,0.0058/0.0069,0.0093/0.0093,0.0119/0.0119,0.0043/0.0006,0.0051/0.0099,0.0059/0.0066,0.006/0.006,0.0059/0.002,0.0065/0.0065,0.0088/0.0176,0.007/0.0099,0.0094/0.0094,0.0103/0.0011,0.0072/0.0062,0.0065/0.0065,0.0085/0.0115,,0.00428287455403377,0.09045887909492047,0.12379394506876897,0.3088679120810006,"[0.008992075978593495, 0.01206577639641989, 0.003741566561277345, 0.00514103639730476, 0.00594381358768676, 0.006019382603331985, 0.008830745026719999, 0.00939162076235826, 0.01033897392796956, 0.0072204123114854805, 0.00849060098773915]","[0.008992075978593495, 0.01206577639641989, 0.003741566561277345, 0.011157160429159789, 0.00701896847930617, 0.008572970032147445, 0.00686247443023853, 0.00925408887895141, 0.00060373675339342, 0.009910109316374201, 0.0066229245391511895, 0.006019382603331985, 0.006503679191630906, 0.01755882944706816, 0.009860038172632802, 0.00939162076235826, 0.0010678337134849571, 0.0061739352722702204, 0.01146896553079351]","[0.01798415195718699, 0.02413155279283978, 0.00748313312255469, 0.03255581756082708, 0.01403793695861234, 0.01714594006429489, 0.01264358583495272, 0.01850817775790282, 0.00487230363189877, 0.015051145713678962, 0.01256673812683795, 0.01203876520666397, 0.013007358383261811, 0.026389574473788157, 0.01690776722724032, 0.01878324152471652, 0.011406807641454518, 0.013394347583755701, 0.01995956651853266]"
50%,"Total variation
 distance",Pstatus,0.149/0.149,-,0.2277/0.2277,0.102/0.102,0.3209/0.1672,0.1348/0.1348,0.1638/0.1638,0.1263/0.1076,0.1736/0.1736,0.1692/0.1692,0.0994/0.0482,0.1048/0.1207,0.1191/0.0946,0.1272/0.1272,0.1124/0.0433,0.1373/0.1189,0.13/0.1827,0.1331/0.1487,0.1457/0.1457,0.1541/0.0618,0.1257/0.108,0.1259/0.1259,0.1359/0.1053,,0.08671163157724993,1.2120517560742674,1.8929799488967833,7.784625881562697,"[0.1489872245055994, 0.2276895966946349, 0.1048287597823641, 0.11910214003603625, 0.1300345010353529, 0.13305106423365748, 0.1257207201975313, 0.13592611801184096]","[0.1489872245055994, 0.2276895966946349, 0.10200557941835972, 0.16724584848154636, 0.13476665092838272, 0.16377633243683243, 0.10763775826856319, 0.17356152816510012, 0.04815193864106906, 0.12067522080602573, 0.09460678210678208, 0.12715569129226853, 0.11887899502082919, 0.18270265682030384, 0.14866946778711482, 0.14565004955905617, 0.06175115207373272, 0.10796430994112108, 0.10531972719472718]","[0.44696167351679816, 0.6830687900839048, 0.30601673825507913, 0.6553537916808354, 0.4042999527851482, 0.4913289973104973, 0.34158081013697233, 0.5206845844953003, 0.1957102202703591, 0.34617920139441555, 0.3083157042496004, 0.38146707387680556, 0.37505803769406654, 0.4954398146759606, 0.4303899998078871, 0.4369501486771685, 0.27760543017082895, 0.34164934007977343, 0.3465655724012953]"
50%,"Jensen-Shannon
 divergence",Pstatus,0.0535/0.0535,-,0.0766/0.0766,0.0431/0.0431,0.0792/0.0472,0.044/0.044,0.0589/0.0589,0.0599/0.0369,0.0612/0.0612,0.0563/0.0563,0.0538/0.0269,0.0547/0.0338,0.057/0.0325,0.0531/0.0531,0.0552/0.0163,0.0486/0.0427,0.0524/0.049,0.0604/0.0451,0.0534/0.0534,0.0573/0.015,0.0466/0.0403,0.0485/0.0485,0.0573/0.0329,,0.04183717765222944,0.12103364889764037,0.5045400401129867,1.9172466128852375,[0.07919647124541093],"[0.05350344770723986, 0.07658849989751125, 0.04311651536946814, 0.04724850027080907, 0.04402871518460051, 0.05890360252046217, 0.03691293888875051, 0.061249021493027245, 0.0268544135568475, 0.03377131939028767, 0.03253457362781727, 0.05313046762166536, 0.04268622802301541, 0.04903834204384021, 0.04506136707750309, 0.053374637933329014, 0.015014087475045892, 0.04026575166029391, 0.032926823934589546]","[0.10700689541447972, 0.1531769997950225, 0.08623303073893628, 0.12644497151622, 0.08805743036920102, 0.11780720504092435, 0.09679557644877229, 0.12249804298605449, 0.08065644277010939, 0.08846992240725537, 0.08949199864871388, 0.10626093524333072, 0.09127888666195925, 0.1014585814065353, 0.10548096945581803, 0.10674927586665803, 0.07228271019351311, 0.08690169516513749, 0.09019504275659597]"
70%,"Hellinger
 distance",Pstatus,0.256/0.256,-,0.3086/0.3086,0.2036/0.2036,0.4013/0.1249,0.1724/0.1724,0.2296/0.2296,0.3001/0.0876,0.2469/0.2469,0.202/0.202,0.2868/0.0549,0.2943/0.06,0.3004/0.0805,0.2108/0.2108,0.2878/0.0436,0.2105/0.2105,0.269/0.1083,0.3244/0.0716,0.1973/0.1973,0.2193/0.0453,0.1964/0.1824,0.2134/0.2134,0.2678/0.0584,,0.21923077131464258,0.8240421234725479,1.9763577245633728,7.804867609186006,"[0.20356129402182307, 0.40125005813608217]","[0.2559824928295066, 0.3086288266566271, 0.20356129402182307, 0.12489214853307702, 0.17239348229545873, 0.22959538427980958, 0.08755349982728948, 0.24690917461556153, 0.05493330666156859, 0.059998584882706964, 0.08047891642183322, 0.21077335326038954, 0.21045225270239148, 0.10831701224685926, 0.07155179945825815, 0.19728084085193495, 0.04526254820226184, 0.1824496900669998, 0.058427946525198185]","[0.5119649856590132, 0.6172576533132542, 0.40712258804364615, 0.5261422066691592, 0.34478696459091746, 0.45919076855961916, 0.38763686686866433, 0.49381834923112305, 0.3417493402586349, 0.35432920812180785, 0.3808314074532966, 0.4215467065207791, 0.42090450540478297, 0.37730004800655653, 0.3959902771107938, 0.3945616817038699, 0.26461236272491834, 0.37887073803748217, 0.32625095090768724]"
70%,"Wasserstein
 distance",Pstatus,0.0151/0.0151,-,0.0203/0.0203,0.01/0.01,0.0241/0.0153,0.0084/0.0084,0.011/0.011,0.0043/0.0087,0.0107/0.0107,0.0133/0.0133,0.0063/0.0016,0.0049/0.0111,0.0067/0.0136,0.007/0.007,0.0061/0.0055,0.0145/0.0145,0.0083/0.0318,0.0067/0.0091,0.0069/0.0069,0.0131/0.0127,0.0118/0.0107,0.0103/0.0103,0.01/0.006,,0.0054897621119695105,0.12321240610370816,0.176592044892095,0.4244015978734266,"[0.015112450369668694, 0.02407061787532639, 0.00432088792576871, 0.010670850325894, 0.00486830525491399, 0.006724295535710451, 0.007021565069059719, 0.008340525195529181, 0.00666893476718104, 0.0068614784180398595, 0.013074171503740139, 0.00998856175090648]","[0.015112450369668694, 0.02026405167655225, 0.0099541414054932, 0.015316893506734276, 0.00837595114632393, 0.011027949578875304, 0.008742683176520891, 0.010670850325894, 0.0016058471190004, 0.011142297193183002, 0.013586021761621969, 0.007021565069059721, 0.014508854261403884, 0.031761017836418146, 0.009128693423635781, 0.0068614784180398595, 0.0126805253476339, 0.010728247593552835, 0.005992402358900301]","[0.03022490073933739, 0.0405281033531045, 0.0199082828109864, 0.03938751138206067, 0.01675190229264786, 0.022055899157750608, 0.0130635711022896, 0.021341700651788, 0.00789720673075933, 0.016010602448096992, 0.02031031729733242, 0.01404313013811944, 0.02901770852280777, 0.04010154303194732, 0.015797628190816822, 0.013722956836079719, 0.02575469685137404, 0.02250297222632093, 0.015980964109806782]"
70%,"Total variation
 distance",Pstatus,0.2373/0.2373,-,0.3219/0.3219,0.1862/0.1862,0.3783/0.2063,0.1378/0.1378,0.1948/0.1948,0.1514/0.1814,0.2234/0.2234,0.1774/0.1774,0.1357/0.0483,0.1316/0.1406,0.1507/0.1604,0.1763/0.1763,0.1416/0.0871,0.1962/0.1962,0.1585/0.2619,0.1637/0.1321,0.1519/0.1519,0.1913/0.1236,0.1682/0.1504,0.2009/0.2009,0.1656/0.0795,,0.10685965688886609,1.7341277252190321,2.5757897246547174,10.242082767761135,"[0.3783054210628965, 0.1357162181746558, 0.13155520121911227, 0.150697797513769, 0.15851924561046565, 0.1637432823929877, 0.1518836127007135, 0.1912972043301722, 0.1655500853253938]","[0.23734054490593656, 0.32192449303562876, 0.18624263384374548, 0.20630043101438977, 0.1378302513898268, 0.1948194893280025, 0.18143436800557539, 0.2234466825993548, 0.04832329953823641, 0.14061090225563908, 0.16044172932330825, 0.17633665424392345, 0.19616824891810394, 0.2619006546900285, 0.1320833333333333, 0.1518836127007135, 0.12357318858064316, 0.15041088434948185, 0.07952066514566514]","[0.7120216347178098, 0.9657734791068863, 0.5587279015312364, 0.7909062830916761, 0.4134907541694804, 0.5844584679840076, 0.5142230081686304, 0.6703400477980643, 0.23236281725112862, 0.41277700573039044, 0.4715812561603855, 0.5290099627317704, 0.5885047467543119, 0.6823205549905227, 0.4279099490596543, 0.45565083810214047, 0.4384435814914585, 0.46898906330485585, 0.3245914156167241]"
70%,"Jensen-Shannon
 divergence",Pstatus,0.073/0.073,-,0.0894/0.0894,0.0636/0.0636,0.0871/0.052,0.0503/0.0503,0.0663/0.0663,0.0709/0.0528,0.0722/0.0722,0.0525/0.0525,0.0612/0.0247,0.0644/0.0334,0.0669/0.0459,0.0663/0.0663,0.0641/0.0295,0.0582/0.0582,0.0627/0.0568,0.0704/0.0406,0.0579/0.0579,0.0653/0.0322,0.0559/0.0495,0.0686/0.0686,0.0655/0.0287,,0.046940151852038745,0.1952757091105683,0.6280740809802186,2.2815759625809418,"[0.0871414995621421, 0.06119405769638743]","[0.07296932845620818, 0.0893775982193519, 0.06362762555964638, 0.052049932083083235, 0.05032721886708924, 0.0663478402421856, 0.052759298437056026, 0.07224996832706718, 0.02468289044213745, 0.03341108274460377, 0.045910979008434, 0.06628002005065457, 0.05823315451081564, 0.05679566001795461, 0.040591228957823564, 0.05789674464155396, 0.032181371419165106, 0.04953149470432232, 0.02870886430867728]","[0.14593865691241636, 0.1787551964387038, 0.12725525111929276, 0.13919143164522532, 0.10065443773417848, 0.1326956804843712, 0.12368238471855444, 0.14449993665413435, 0.08587694813852488, 0.09777060561164658, 0.11285310086669562, 0.13256004010130915, 0.11646630902163128, 0.11945941929043871, 0.11098470349411288, 0.11579348928310793, 0.097455271276523, 0.10543318125319431, 0.0942499185368807]"
10%,"Hellinger
 distance",Medu,0.125/0.125,0.0627/0.1067,-,0.0976/0.0976,0.0928/0.0951,0.102/0.102,0.1116/0.1116,0.0847/0.1082,0.0981/0.0981,0.0887/0.0887,0.0848/0.124,0.0863/0.12,0.1102/0.116,0.1036/0.1036,0.0998/0.1178,0.1043/0.1043,0.0741/0.0861,0.1116/0.1145,0.1157/0.1157,0.063/0.0699,0.0906/0.0906,0.1015/0.1015,0.1017/0.1148,,0.14842809381094751,1.1840290859519083,1.5528688765635943,3.446383880999603,"[0.09756098606435556, 0.08472029021714603, 0.0981301464431373, 0.08626604235022423, 0.1102460853522503, 0.10363440842574115, 0.07412083666812944, 0.1116308975909672, 0.1156841276127879, 0.06296684955021052, 0.0906403218660113]","[0.12501699647748257, 0.09756098606435556, 0.09514727816559868, 0.10202393470135958, 0.11164877366257633, 0.10815441999681893, 0.0981301464431373, 0.12003557067914532, 0.11600224117166964, 0.10363440842574115, 0.104335338384069, 0.08609572659492416, 0.11447257508755929, 0.1156841276127879, 0.06991130837515064, 0.0906403218660113, 0.11478641965594527]","[0.25003399295496515, 0.19512197212871113, 0.18796705234430172, 0.20404786940271918, 0.22329754732515267, 0.19287471021396496, 0.1962602928862746, 0.20630161302936956, 0.22624832652391996, 0.2072688168514823, 0.208670676768138, 0.1602165632630536, 0.22610347267852648, 0.2313682552255758, 0.13287815792536117, 0.1812806437320226, 0.2164439177460638]"
10%,"Wasserstein
 distance",Medu,0.0039/0.0039,0.0008/0.0023,-,0.0028/0.0028,0.0014/0.0029,0.0024/0.0024,0.003/0.003,0.0021/0.0039,0.0018/0.0018,0.0019/0.0019,0.0022/0.0044,0.0024/0.0026,0.0034/0.0031,0.0032/0.0032,0.002/0.0035,0.0058/0.0058,0.0039/0.0021,0.0018/0.0028,0.0031/0.0031,0.0062/0.0018,0.0016/0.0016,0.0026/0.0026,0.0017/0.003,,0.00171679281735827,0.02602048915445837,0.038791361660846665,0.10034965773356086,"[0.0027546875120257, 0.0014250580184726898, 0.002447775834290955, 0.00207252077212812, 0.0018310724149025852, 0.00238490667749563, 0.0031604619216535046, 0.00181512956535201, 0.003098105904191725, 0.00163612949854363, 0.00167784821804355]","[0.0038540084305476096, 0.0027546875120257, 0.0029020018596075904, 0.002447775834290955, 0.00302953331168388, 0.00386191108587471, 0.0018310724149025852, 0.00262548575874319, 0.00305949009706377, 0.0031604619216535046, 0.005833709503406, 0.0021155987309990298, 0.00276503913336065, 0.003098105904191725, 0.0018480405818023134, 0.00163612949854363, 0.00302238977117984]","[0.007708016861095219, 0.0055093750240514, 0.00432705987808028, 0.00489555166858191, 0.00605906662336776, 0.005934431858002831, 0.0036621448298051703, 0.00501039243623882, 0.00647306295618725, 0.006320923843307009, 0.011667419006812, 0.00600656344249123, 0.00458016869871266, 0.00619621180838345, 0.00802677181213322, 0.00327225899708726, 0.00470023798922339]"
10%,"Total variation
 distance",Medu,0.065/0.065,0.0155/0.0457,-,0.0511/0.0511,0.037/0.0359,0.0459/0.0459,0.0559/0.0559,0.0427/0.0603,0.0387/0.0387,0.0354/0.0354,0.0447/0.0716,0.0399/0.0549,0.0547/0.0578,0.0498/0.0498,0.0451/0.055,0.0749/0.0749,0.0553/0.0355,0.0475/0.0521,0.0565/0.0565,0.0985/0.0326,0.0301/0.0301,0.0479/0.0479,0.0364/0.0544,,0.03912047307719838,0.514778793379924,0.7028029538800139,2.5834161169557444,"[0.051147124954315074, 0.03697373337265456, 0.04590883371261774, 0.042742669637445954, 0.03868601341760784, 0.039896043344827395, 0.049794196780699004, 0.04747378690097797, 0.05652624796914295, 0.030115607755858243, 0.036394062456578904]","[0.06503597367054464, 0.05114712495431506, 0.035939590120412, 0.04590883371261774, 0.055933090490469205, 0.06034715433834827, 0.03868601341760784, 0.05486956902511162, 0.057790695715325024, 0.049794196780699004, 0.07489845092781111, 0.035529758199770514, 0.05214119100581939, 0.05652624796914295, 0.03262257850311711, 0.030115607755858243, 0.05442056471593572]","[0.19510792101163393, 0.15344137486294518, 0.10885291361347857, 0.13772650113785323, 0.1677992714714076, 0.1634369783141425, 0.11605804025282353, 0.14963518139505064, 0.17028030483326295, 0.149382590342097, 0.22469535278343333, 0.12633655996505216, 0.15175616891261673, 0.16957874390742883, 0.1637461989964928, 0.09034682326757473, 0.14523519188845035]"
10%,"Jensen-Shannon
 divergence",Medu,0.0363/0.0363,0.0138/0.0278,-,0.0295/0.0295,0.0224/0.0192,0.0287/0.0287,0.0316/0.0316,0.0249/0.0295,0.0249/0.0249,0.0202/0.0202,0.0254/0.0345,0.0247/0.0337,0.0312/0.0322,0.0289/0.0289,0.0296/0.0327,0.0305/0.0305,0.0224/0.02,0.033/0.0315,0.033/0.033,0.0287/0.02,0.0205/0.0205,0.0288/0.0288,0.0263/0.0319,,0.029746128362654813,0.3026897271115087,0.40718433829568795,0.9594569172622642,"[0.029498275975364956, 0.02488496174802885, 0.024944250822124613, 0.02469168447835331, 0.031159606113494, 0.028856945027717063, 0.022410279006489158, 0.03295573305849135, 0.03303684553783555, 0.02050501698095502]","[0.036330189156394306, 0.029498275975364956, 0.01917419505542082, 0.02871953310211851, 0.03156798117916375, 0.029533802705372904, 0.024944250822124613, 0.03366175983238732, 0.03223589465602417, 0.028856945027717063, 0.030502764232018725, 0.02000594322710608, 0.0314892314574372, 0.03303684553783555, 0.019950255856943988, 0.02050501698095502, 0.03191993631282744]","[0.07266037831278861, 0.05899655195072991, 0.041610371363359516, 0.05743906620423702, 0.0631359623583275, 0.054418764453401755, 0.049888501644249225, 0.05835344431074063, 0.06339550076951816, 0.057713890055434126, 0.06100552846403745, 0.04241622223359524, 0.06444496451592854, 0.0660736910756711, 0.04866465308179032, 0.04101003396191004, 0.058229392506545165]"
30%,"Hellinger
 distance",Medu,0.2296/0.2296,0.1728/0.2042,-,0.2202/0.2202,0.2044/0.1895,0.2078/0.2078,0.21/0.21,0.1996/0.1911,0.183/0.183,0.1666/0.1666,0.1986/0.2015,0.1866/0.2179,0.2043/0.2243,0.1943/0.1943,0.1683/0.2234,0.1958/0.1958,0.1857/0.1844,0.2232/0.2183,0.2154/0.2154,0.1524/0.1599,0.1678/0.1678,0.1999/0.1999,0.1547/0.2042,,0.29051598184522354,2.262002262766085,2.9828949685367636,6.748038486980011,"[0.22955906000748275, 0.21002627593416148, 0.18662178764597065, 0.20428337504413716, 0.1942575499224311, 0.18565381156466637, 0.22318363690902926, 0.2153829370571227, 0.1677691066669987, 0.1547487401688616]","[0.22955906000748275, 0.22020397991758572, 0.18951867563635633, 0.2078287743074443, 0.21002627593416148, 0.1910655769753435, 0.18297710759421887, 0.21786158878636694, 0.22425117689835336, 0.1942575499224311, 0.195818723581374, 0.18436388472928428, 0.2183049128103526, 0.2153829370571227, 0.1598804744062367, 0.1677691066669987, 0.20420188723110538]","[0.4591181200149655, 0.44040795983517145, 0.39395815659518707, 0.4156575486148886, 0.42005255186832297, 0.39069767290378876, 0.36595421518843774, 0.40448337643233756, 0.4285345519424905, 0.3885150998448622, 0.391637447162748, 0.37001769629395065, 0.4414885497193819, 0.4307658741142454, 0.3122608257152688, 0.3355382133339974, 0.35895062739996697]"
30%,"Wasserstein
 distance",Medu,0.0108/0.0108,0.0106/0.0079,-,0.0084/0.0084,0.012/0.0088,0.0082/0.0082,0.0075/0.0075,0.008/0.0086,0.0072/0.0072,0.0055/0.0055,0.008/0.0069,0.0071/0.0078,0.0076/0.0079,0.0079/0.0079,0.0075/0.0082,0.0071/0.0071,0.0108/0.0094,0.0092/0.0089,0.0092/0.0092,0.0099/0.0101,0.0045/0.0045,0.0061/0.0061,0.0041/0.0071,,0.00693318357610505,0.0648631024399122,0.10570237410691391,0.2791673707870921,"[0.010781987153610704, 0.007547595427289069, 0.00713679805033862, 0.007597538041457121, 0.007101226501513979, 0.00917395914407833, 0.004490681864273835, 0.00410013268124548]","[0.010781987153610704, 0.008439651108550075, 0.008813873406202589, 0.00820271936523148, 0.007547595427289069, 0.00857623606533443, 0.0071897398421281455, 0.00784939232723903, 0.00793880419562783, 0.007948032783807565, 0.007101226501513979, 0.00935867508918691, 0.00892285924070268, 0.00917395914407833, 0.010137840780971007, 0.004490681864273835, 0.007135187902062951]","[0.021563974307221408, 0.01687930221710015, 0.020852729128176865, 0.01640543873046296, 0.015095190854578139, 0.01652702220056617, 0.014379479684256291, 0.01498619037757765, 0.01553634223708495, 0.01589606556761513, 0.014202453003027958, 0.02012208892552913, 0.018098894501812263, 0.01834791828815666, 0.02005759645207026, 0.00898136372854767, 0.011235320583308431]"
30%,"Total variation
 distance",Medu,0.1841/0.1841,0.1591/0.1484,-,0.1577/0.1577,0.1956/0.1148,0.1452/0.1452,0.14/0.14,0.1389/0.136,0.1288/0.1288,0.0995/0.0995,0.1551/0.1428,0.1231/0.143,0.1462/0.1527,0.13/0.13,0.1327/0.1429,0.1605/0.1605,0.1852/0.1376,0.167/0.1484,0.1507/0.1507,0.1882/0.1426,0.0934/0.0934,0.1285/0.1285,0.0822/0.1343,,0.1270473679557756,1.1767539462881687,1.851832616843742,7.316557385839099,"[0.18410029064294262, 0.14002483822474243, 0.12308575804309234, 0.1461723058079424, 0.12998442164892346, 0.15065903160908556, 0.0934480575823142, 0.08223187477335002]","[0.18410029064294262, 0.1577107304578858, 0.11484684689597616, 0.1452065080303766, 0.14002483822474243, 0.1360472900480258, 0.12875486046861478, 0.14303337619413312, 0.15267533853938636, 0.12998442164892346, 0.1604742678649292, 0.13759593755241242, 0.14836259583533146, 0.15065903160908556, 0.14262203522307154, 0.0934480575823142, 0.13431749262538834]","[0.5523008719288278, 0.4731321913736574, 0.42531303163816325, 0.4356195240911298, 0.4200745146742273, 0.4110420785813244, 0.38626458140584435, 0.4091525104313586, 0.45152298288671516, 0.3899532649467704, 0.48142280359478756, 0.460399219117713, 0.463722261784606, 0.4519770948272567, 0.47344942178564825, 0.28034417274694257, 0.3508668600241267]"
