Feature,"Swap 
 Percentage",Metric,CDI,NDI,NII,Impact_Sum,AVERAGE,NDI2,NII2
Saving,10%,"Hellinger
 distance(+)",0.054210816114399187,0,0.05419559695122009,0.10840641306561927,0.03613547102187309
Saving,10%,"Wasserstein
 distance(+)",0.00575300688998289,0,0.05419559695122009,0.00575300688998289,0.005008563698966194
Saving,10%,"Contingency
 coefficient(-)",0.6132576786999951,0,1.6074597340439927,0.6132576786999951,0.7402391375813293
Saving,10%,"Total variation
 distance(+)",0.06567026391482911,0,0.08874549738520326,0.06567026391482911,0.05147192043334412
Saving,10%,"Jensen–Shannon
 divergence(+)",0.02240833514586808,0,0.0298242015887255,0.02240833514586808,0.01741084557819786
Saving,30%,"Hellinger
 distance(+)",0.11470159047600066,0,0.11777477225190018,0.23247636272790084,0.07749212090930029
Saving,30%,"Wasserstein
 distance(+)",0.018837205429174865,0,0.11777477225190018,0.018837205429174865,0.014089957608695662
Saving,30%,"Contingency
 coefficient(-)",0.5156182107702436,0,1.4905368965951897,0.5156182107702436,0.6687183691218112
Saving,30%,"Total variation
 distance(+)",0.18692728394158598,0,0.20514396039518584,0.18692728394158598,0.13069041477892393
Saving,30%,"Jensen–Shannon
 divergence(+)",0.054356611043076805,0,0.062355491355803636,0.054356611043076805,0.03890403413296015
Saving,50%,"Hellinger
 distance(+)",0.14374994053424062,0,0.16631771380315893,0.3100676543373996,0.1033558847791332
Saving,50%,"Wasserstein
 distance(+)",0.01973992446722693,0,0.16631771380315893,0.01973992446722693,0.019769430146186765
Saving,50%,"Contingency
 coefficient(-)",0.4931244002378447,0,1.3300506969293315,0.4931244002378447,0.6077250323890587
Saving,50%,"Total variation
 distance(+)",0.25051947272470726,0,0.3651836111289892,0.25051947272470726,0.20523436128456551
Saving,50%,"Jensen–Shannon
 divergence(+)",0.06938554508188441,0,0.09577944945067356,0.06938554508188441,0.05505499817751932
Saving,70%,"Hellinger
 distance(+)",0.16452920234782417,0,0.16997182075973877,0.3345010231075629,0.11150034103585431
Saving,70%,"Wasserstein
 distance(+)",0.026475275510539152,0,0.16997182075973877,0.026475275510539152,0.02632077739101024
Saving,70%,"Contingency
 coefficient(-)",0.41249595796875793,0,1.1268263334204942,0.41249595796875793,0.513107430463084
Saving,70%,"Total variation
 distance(+)",0.30805309245483725,0,0.4705306681025336,0.30805309245483725,0.2595279201857903
Saving,70%,"Jensen–Shannon
 divergence(+)",0.08159708735017353,0,0.10017063683812895,0.08159708735017353,0.06058924139610083
Age,10%,"Hellinger
 distance(+)",0.062044000036563095,0,0.16493097135273524,0.22697497138929834,0.07565832379643278
Age,10%,"Wasserstein
 distance(+)",0.002891810130236745,0,0.16493097135273524,0.002891810130236745,0.0051852048402184015
Age,10%,"Contingency
 coefficient(-)",0.6869963053633792,0,3.5982069048667813,0.6869963053633792,1.4284010700767202
Age,10%,"Total variation
 distance(+)",0.042841909737336425,0,0.18364489783054935,0.042841909737336425,0.07549560252262859
Age,10%,"Jensen–Shannon
 divergence(+)",0.022769161231192676,0,0.07599284081947416,0.022769161231192676,0.032920667350222275
Age,30%,"Hellinger
 distance(+)",0.13532434912092728,0,0.37682078309365735,0.5121451322145847,0.17071504407152824
Age,30%,"Wasserstein
 distance(+)",0.00933191292363152,0,0.37682078309365735,0.00933191292363152,0.019692450045299948
Age,30%,"Contingency
 coefficient(-)",0.6242701461886929,0,3.231515893444437,0.6242701461886929,1.2852620132110433
Age,30%,"Total variation
 distance(+)",0.15384040437770746,0,0.6207354237221845,0.15384040437770746,0.258191942699964
Age,30%,"Jensen–Shannon
 divergence(+)",0.05558877508938446,0,0.19454129942384185,0.05558877508938446,0.08337669150440878
Age,50%,"Hellinger
 distance(+)",0.16241395218693438,0,0.5483224366590584,0.7107363888459928,0.23691212961533092
Age,50%,"Wasserstein
 distance(+)",0.008987494254670065,0,0.5483224366590584,0.008987494254670065,0.02858482293919842
Age,50%,"Contingency
 coefficient(-)",0.52284775253066,0,2.8607202654454973,0.52284775253066,1.1278560059920524
Age,50%,"Total variation
 distance(+)",0.2047431551114415,0,1.046322386466673,0.2047431551114415,0.4170218471927049
Age,50%,"Jensen–Shannon
 divergence(+)",0.06920557335891189,0,0.29661004321831214,0.06920557335891189,0.12193853885907469
Age,70%,"Hellinger
 distance(+)",0.19981647414381115,0,0.6778409704793388,0.87765744462315,0.29255248154105
Age,70%,"Wasserstein
 distance(+)",0.014513806649282479,0,0.6778409704793388,0.014513806649282479,0.04478737697341565
Age,70%,"Contingency
 coefficient(-)",0.5112285131397328,0,2.231651562645178,0.5112285131397328,0.9142933585949703
Age,70%,"Total variation
 distance(+)",0.27150801535800057,0,1.494673850739729,0.27150801535800057,0.5887272886992432
Age,70%,"Jensen–Shannon
 divergence(+)",0.08196257600611713,0,0.3723930537649625,0.08196257600611713,0.15145187659035989
Credit,10%,"Hellinger
 distance(+)",0.06409005803033599,0,0.023251323307744244,0.08734138133808023,0.029113793779360075
Credit,10%,"Wasserstein
 distance(+)",0.0044888482420694905,0,0.023251323307744244,0.0044888482420694905,0.0022876175410883187
Credit,10%,"Contingency
 coefficient(-)",0.682692219127609,0,0.6903741871739797,0.682692219127609,0.4576888021005296
Credit,10%,"Total variation
 distance(+)",0.05867263251454426,0,0.03538239538239537,0.05867263251454426,0.03135167596564654
Credit,10%,"Jensen–Shannon
 divergence(+)",0.026171541024214613,0,0.013080894064985022,0.026171541024214613,0.013084145029733213
Credit,30%,"Hellinger
 distance(+)",0.1552769628492227,0,0.0423480234163161,0.19762498626553882,0.06587499542184627
