Features,Swap,Swap_ratio,Distance_measure,Difference,Std,Protected,NonProtected
age,0.1,10%,"Hellinger
 distance(+)",-0.019758483831873598,0.009879241915936799,1.0,0.0
age,0.1,10%,"Wasserstein
 distance(+)",-0.0010127197153696,0.0005063598576848,1.0,0.0
age,0.1,10%,"Contingency
 coefficient(-)",0.004633130461043522,0.002316565230521761,1.0,0.0
age,0.1,10%,"Total variation
 distance(+)",-0.01249999999999998,0.00624999999999999,1.0,0.0
age,0.1,10%,"Jensen-Shannon
 divergence(+)",-0.007392120992211,0.0036960604961055,1.0,0.0
age,0.3,30%,"Hellinger
 distance(+)",-0.0395169676637472,0.0197584838318736,1.0,0.0
age,0.3,30%,"Wasserstein
 distance(+)",-0.00241805652789042,0.00120902826394521,1.0,0.0
age,0.3,30%,"Contingency
 coefficient(-)",0.012562828389965253,0.006281414194982626,1.0,0.0
age,0.3,30%,"Total variation
 distance(+)",-0.03319805194805192,0.016599025974025957,1.0,0.0
age,0.3,30%,"Jensen-Shannon
 divergence(+)",-0.016170033248041043,0.008085016624020521,1.0,0.0
age,0.5,50%,"Hellinger
 distance(+)",-0.008184231975091563,0.004092115987545782,1.0,0.0
age,0.5,50%,"Wasserstein
 distance(+)",-0.0014946944344651804,0.0007473472172325902,1.0,0.0
age,0.5,50%,"Contingency
 coefficient(-)",0.009257388754517426,0.004628694377258713,1.0,0.0
age,0.5,50%,"Total variation
 distance(+)",-0.021729514465582557,0.010864757232791279,1.0,0.0
age,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.004141162883100298,0.002070581441550149,1.0,0.0
age,0.7,70%,"Hellinger
 distance(+)",0.005294269786413938,0.002647134893206969,1.0,0.0
age,0.7,70%,"Wasserstein
 distance(+)",-0.0016589192531737806,0.0008294596265868903,1.0,0.0
age,0.7,70%,"Contingency
 coefficient(-)",0.010126229481386084,0.005063114740693042,1.0,0.0
age,0.7,70%,"Total variation
 distance(+)",-0.02186698249627314,0.01093349124813657,1.0,0.0
age,0.7,70%,"Jensen-Shannon
 divergence(+)",0.0005474694201905717,0.0002737347100952858,1.0,0.0
sex,0.1,10%,"Hellinger
 distance(+)",0.019758483831873598,0.009879241915936799,0.0,1.0
sex,0.1,10%,"Wasserstein
 distance(+)",0.00087206419934604,0.00043603209967302,0.0,1.0
sex,0.1,10%,"Contingency
 coefficient(-)",-0.004060792288620441,0.0020303961443102203,0.0,1.0
sex,0.1,10%,"Total variation
 distance(+)",0.011011904761904761,0.0055059523809523805,0.0,1.0
sex,0.1,10%,"Jensen-Shannon
 divergence(+)",0.00687772880895888,0.00343886440447944,0.0,1.0
sex,0.3,30%,"Hellinger
 distance(+)",0.02794271580696516,0.01397135790348258,0.0,1.0
sex,0.3,30%,"Wasserstein
 distance(+)",0.00109266541973398,0.00054633270986699,0.0,1.0
sex,0.3,30%,"Contingency
 coefficient(-)",-0.0049822370782347525,0.0024911185391173762,0.0,1.0
sex,0.3,30%,"Total variation
 distance(+)",0.013145658263305302,0.006572829131652651,0.0,1.0
sex,0.3,30%,"Jensen-Shannon
 divergence(+)",0.007286848632254239,0.0036434243161271194,0.0,1.0
sex,0.5,50%,"Hellinger
 distance(+)",0.03422269787733325,0.017111348938666626,0.0,1.0
sex,0.5,50%,"Wasserstein
 distance(+)",0.00196472961908002,0.00098236480954001,0.0,1.0
sex,0.5,50%,"Contingency
 coefficient(-)",-0.009138221158953796,0.004569110579476898,0.0,1.0
sex,0.5,50%,"Total variation
 distance(+)",0.02280952380952378,0.01140476190476189,0.0,1.0
sex,0.5,50%,"Jensen-Shannon
 divergence(+)",0.00927367084315628,0.00463683542157814,0.0,1.0
sex,0.7,70%,"Hellinger
 distance(+)",0.035997081005308317,0.017998540502654158,0.0,1.0
sex,0.7,70%,"Wasserstein
 distance(+)",0.0005997595679296803,0.00029987978396484017,0.0,1.0
sex,0.7,70%,"Contingency
 coefficient(-)",-0.013518729827030618,0.006759364913515309,0.0,1.0
sex,0.7,70%,"Total variation
 distance(+)",0.017802308802308778,0.008901154401154389,0.0,1.0
sex,0.7,70%,"Jensen-Shannon
 divergence(+)",0.009636727868126516,0.004818363934063258,0.0,1.0
ca,0.1,10%,"Hellinger
 distance(+)",0.04770119963883876,0.02385059981941938,>=2.0,<=1.0
ca,0.1,10%,"Wasserstein
 distance(+)",-0.0017682043291099999,0.0008841021645549999,>=2.0,<=1.0
ca,0.1,10%,"Contingency
 coefficient(-)",0.16354183776585185,0.08177091888292592,>=2.0,<=1.0
ca,0.1,10%,"Total variation
 distance(+)",-0.03824535315460909,0.019122676577304546,>=2.0,<=1.0
ca,0.1,10%,"Jensen-Shannon
 divergence(+)",0.00360813381583178,0.00180406690791589,>=2.0,<=1.0
ca,0.3,30%,"Hellinger
 distance(+)",0.12068107393340953,0.060340536966704765,>=2.0,<=1.0
ca,0.3,30%,"Wasserstein
 distance(+)",0.0045049831595727,0.00225249157978635,>=2.0,<=1.0
ca,0.3,30%,"Contingency
 coefficient(-)",0.1368677380950286,0.0684338690475143,>=2.0,<=1.0
ca,0.3,30%,"Total variation
 distance(+)",0.04749088300461292,0.02374544150230646,>=2.0,<=1.0
ca,0.3,30%,"Jensen-Shannon
 divergence(+)",0.021023589782670923,0.010511794891335462,>=2.0,<=1.0
ca,0.5,50%,"Hellinger
 distance(+)",0.20787026634582106,0.10393513317291053,>=2.0,<=1.0
ca,0.5,50%,"Wasserstein
 distance(+)",0.01137752516745032,0.00568876258372516,>=2.0,<=1.0
ca,0.5,50%,"Contingency
 coefficient(-)",0.060815806970490605,0.030407903485245302,>=2.0,<=1.0
ca,0.5,50%,"Total variation
 distance(+)",0.15569776769776766,0.07784888384888383,>=2.0,<=1.0
ca,0.5,50%,"Jensen-Shannon
 divergence(+)",0.05435092122730806,0.02717546061365403,>=2.0,<=1.0
ca,0.7,70%,"Hellinger
 distance(+)",0.2379360183875871,0.11896800919379354,>=2.0,<=1.0
ca,0.7,70%,"Wasserstein
 distance(+)",0.019908740639429143,0.009954370319714571,>=2.0,<=1.0
ca,0.7,70%,"Contingency
 coefficient(-)",0.013874137065139625,0.006937068532569812,>=2.0,<=1.0
ca,0.7,70%,"Total variation
 distance(+)",0.23117426301044086,0.11558713150522044,>=2.0,<=1.0
ca,0.7,70%,"Jensen-Shannon
 divergence(+)",0.05816517184494393,0.029082585922471964,>=2.0,<=1.0
thal,0.1,10%,"Hellinger
 distance(+)",-0.08192389751617202,0.040961948758086,3.0,6.0
thal,0.1,10%,"Wasserstein
 distance(+)",0.003683304991955339,0.0018416524959776696,3.0,6.0
thal,0.1,10%,"Contingency
 coefficient(-)",-0.3442809896675857,0.17214049483379285,3.0,6.0
thal,0.1,10%,"Total variation
 distance(+)",-0.07710245571658611,0.038551227858293055,3.0,6.0
thal,0.1,10%,"Jensen-Shannon
 divergence(+)",-0.01685345414400828,0.00842672707200414,3.0,6.0
thal,0.3,30%,"Hellinger
 distance(+)",-0.14656069816872838,0.07328034908436419,3.0,6.0
thal,0.3,30%,"Wasserstein
 distance(+)",0.0037085700736736796,0.0018542850368368398,3.0,6.0
thal,0.3,30%,"Contingency
 coefficient(-)",-0.35183603566941407,0.17591801783470704,3.0,6.0
thal,0.3,30%,"Total variation
 distance(+)",-0.11046760304912479,0.05523380152456239,3.0,6.0
thal,0.3,30%,"Jensen-Shannon
 divergence(+)",-0.033450377135603664,0.016725188567801832,3.0,6.0
thal,0.5,50%,"Hellinger
 distance(+)",-0.18437251862609685,0.09218625931304843,3.0,6.0
thal,0.5,50%,"Wasserstein
 distance(+)",0.0029067542655905367,0.0014533771327952683,3.0,6.0
thal,0.5,50%,"Contingency
 coefficient(-)",-0.28498613756652286,0.14249306878326143,3.0,6.0
thal,0.5,50%,"Total variation
 distance(+)",-0.1201362787775831,0.06006813938879155,3.0,6.0
thal,0.5,50%,"Jensen-Shannon
 divergence(+)",-0.02729057762544422,0.01364528881272211,3.0,6.0
thal,0.7,70%,"Hellinger
 distance(+)",-0.230929975257953,0.1154649876289765,3.0,6.0
thal,0.7,70%,"Wasserstein
 distance(+)",-0.003967517319599382,0.001983758659799691,3.0,6.0
thal,0.7,70%,"Contingency
 coefficient(-)",-0.14913481452833344,0.07456740726416672,3.0,6.0
thal,0.7,70%,"Total variation
 distance(+)",-0.2196945917585302,0.1098472958792651,3.0,6.0
thal,0.7,70%,"Jensen-Shannon
 divergence(+)",-0.04694759166700251,0.023473795833501256,3.0,6.0
cp,0.1,10%,"Hellinger
 distance(+)",0.06844539575466653,0.034222697877333265,4.0,<=3.0
cp,0.1,10%,"Wasserstein
 distance(+)",0.00389053157321156,0.00194526578660578,4.0,<=3.0
cp,0.1,10%,"Contingency
 coefficient(-)",-0.0549317099769393,0.02746585498846965,4.0,<=3.0
cp,0.1,10%,"Total variation
 distance(+)",0.09351527699353784,0.04675763849676892,4.0,<=3.0
cp,0.1,10%,"Jensen-Shannon
 divergence(+)",0.02497799056897084,0.012488995284485419,4.0,<=3.0
cp,0.3,30%,"Hellinger
 distance(+)",0.04698176471641413,0.023490882358207066,4.0,<=3.0
cp,0.3,30%,"Wasserstein
 distance(+)",0.00495713459217444,0.00247856729608722,4.0,<=3.0
cp,0.3,30%,"Contingency
 coefficient(-)",-0.06095237627152539,0.030476188135762694,4.0,<=3.0
cp,0.3,30%,"Total variation
 distance(+)",0.0811933097451,0.04059665487255,4.0,<=3.0
cp,0.3,30%,"Jensen-Shannon
 divergence(+)",0.013600429732517218,0.006800214866258609,4.0,<=3.0
cp,0.5,50%,"Hellinger
 distance(+)",0.03422269787733326,0.01711134893866663,4.0,<=3.0
cp,0.5,50%,"Wasserstein
 distance(+)",0.00336995257456784,0.00168497628728392,4.0,<=3.0
cp,0.5,50%,"Contingency
 coefficient(-)",-0.059075230509193055,0.029537615254596528,4.0,<=3.0
cp,0.5,50%,"Total variation
 distance(+)",0.06745892536443077,0.03372946268221538,4.0,<=3.0
cp,0.5,50%,"Jensen-Shannon
 divergence(+)",0.009323502544505272,0.004661751272252636,4.0,<=3.0
cp,0.7,70%,"Hellinger
 distance(+)",0.04198716492685617,0.020993582463428084,4.0,<=3.0
cp,0.7,70%,"Wasserstein
 distance(+)",0.00799622913210904,0.00399811456605452,4.0,<=3.0
cp,0.7,70%,"Contingency
 coefficient(-)",-0.07274471584709596,0.03637235792354798,4.0,<=3.0
cp,0.7,70%,"Total variation
 distance(+)",0.09585891544853048,0.04792945772426524,4.0,<=3.0
cp,0.7,70%,"Jensen-Shannon
 divergence(+)",0.010024745716551764,0.005012372858275882,4.0,<=3.0
fbs,0.1,10%,"Hellinger
 distance(+)",0.0,0.0,1.0,0.0
