Feature,Swap_proportion,Metric,Direct_Impact,Indirect_Impact,Impact_Sum,Impact_Product,Value
exang,10%,"Impact 
 Distance Contrained(+)",0.0,0.010096521218279409,0.010096521218279409,0.0,0.009951677608548615
exang,30%,"Contingency
 coefficient(-)",0.8500000000000001,2.2995708333333336,3.1495708333333337,1.9546352083333338,3.470965789473684
exang,30%,"Impact
 distance(+)",0.2,0.3375,0.5375000000000001,0.0675,0.35526315789473684
exang,30%,"Impact 
 Distance Contrained(+)",0.008500643500643501,0.022995432125753373,0.03149607562639688,0.00019547597064427418,0.0347096238946186
exang,50%,"Contingency
 coefficient(-)",0.7088000000000001,2.3759958333333353,3.0847958333333354,1.6841058466666683,7.020028947368421
exang,50%,"Impact
 distance(+)",0.39999999999999997,0.44583333333333325,0.8458333333333332,0.1783333333333333,0.48157894736842105
exang,50%,"Impact 
 Distance Contrained(+)",0.00708923208923206,0.023760049785399917,0.030849281874631977,0.00016844050738040842,0.07020037831442076
exang,70%,"Contingency
 coefficient(-)",2.933,6.699487499999999,9.6324875,19.649596837499995,9.092607894736844
exang,70%,"Impact
 distance(+)",0.39999999999999997,0.47708333333333325,0.8770833333333332,0.19083333333333327,0.4776315789473683
exang,70%,"Impact 
 Distance Contrained(+)",0.0293286143286143,0.06699465448758439,0.09632326881619868,0.0019648603835451315,0.090925957100195
fbs,10%,"Contingency
 coefficient(-)",0.0,0.3701340579710142,0.3701340579710142,0.0,1.2907297297297298
fbs,10%,"Impact
 distance(+)",0.0,0.28695652173913044,0.28695652173913044,0.0,0.15270270270270273
fbs,10%,"Impact 
 Distance Contrained(+)",0.0,0.0037017041779792547,0.0037017041779792547,0.0,0.012907368217534985
fbs,30%,"Contingency
 coefficient(-)",0.3922,0.6281898550724638,1.0203898550724637,0.24637606115942032,3.636290540540541
fbs,30%,"Impact
 distance(+)",0.2,0.4572463768115941,0.6572463768115941,0.09144927536231882,0.27297297297297296
fbs,30%,"Impact 
 Distance Contrained(+)",0.00392156862745098,0.00628172894557457,0.01020329757302555,2.4634231159115963e-05,0.036362851469733594
fbs,50%,"Contingency
 coefficient(-)",0.7768,2.8790710144927543,3.6558710144927544,2.2364623640579717,5.6218040540540555
fbs,50%,"Impact
 distance(+)",0.4,0.5159420289855071,0.9159420289855071,0.20637681159420285,0.3364864864864865
fbs,50%,"Impact 
 Distance Contrained(+)",0.0077677224736048215,0.02879131304612844,0.03655903551973326,0.00022364292939300358,0.05621824522243364
fbs,70%,"Contingency
 coefficient(-)",0.7768,2.1682202898550713,2.9450202898550715,1.6842735211594195,8.945902702702702
fbs,70%,"Impact
 distance(+)",0.4,0.5260869565217392,0.9260869565217392,0.2104347826086957,0.3932432432432432
fbs,70%,"Impact 
 Distance Contrained(+)",0.0077677224736048215,0.03037799615981865,0.03814571863342347,0.00023596784347370428,0.08405364421112752
oldpeak,10%,"Contingency
 coefficient(-)",0.23119999999999985,0.7571939130434777,0.9883939130434776,0.17506323269565194,1.7880228571428571
oldpeak,10%,"Impact
 distance(+)",0.2,0.043478260869565216,0.24347826086956523,0.008695652173913044,0.23428571428571426
oldpeak,10%,"Impact 
 Distance Contrained(+)",0.0023101673101673,0.007572091334255959,0.00988225864442326,1.749279786999921e-05,0.01788027847699417
oldpeak,30%,"Contingency
 coefficient(-)",1.3464000000000005,0.47449942028985514,1.8208994202898556,0.6388660194782612,6.463986666666667
oldpeak,30%,"Impact
 distance(+)",0.0,0.17652173913043467,0.17652173913043467,0.0,0.5028571428571428
oldpeak,30%,"Impact 
 Distance Contrained(+)",0.01346417215534864,0.019237164525101637,0.03270133668045028,0.00025901249494673413,0.05511597823950013
oldpeak,50%,"Contingency
 coefficient(-)",1.088799999999999,2.6238759420289863,3.7126759420289854,2.856876125681158,10.573512380952382
oldpeak,50%,"Impact
 distance(+)",0.19999999999999996,0.14,0.33999999999999997,0.027999999999999997,0.6571428571428573
oldpeak,50%,"Impact 
 Distance Contrained(+)",0.010890574731923383,0.040731727403832296,0.05162230213575568,0.0004435919212517672,0.09621120724509886
oldpeak,70%,"Contingency
 coefficient(-)",1.8827999999999996,1.6351411594202894,3.517941159420289,3.0786437749565203,15.615375238095238
oldpeak,70%,"Impact
 distance(+)",0.19999999999999996,0.1069565217391305,0.30695652173913046,0.021391304347826098,0.7542857142857142
oldpeak,70%,"Impact 
 Distance Contrained(+)",0.01882870027453809,0.030844156416719753,0.049672856691257844,0.000580755376391387,0.14662979728188832
restecg,10%,"Contingency
 coefficient(-)",0.0,1.15035,1.15035,0.0,0.575175
restecg,10%,"Impact
 distance(+)",0.0,0.19999999999999998,0.19999999999999998,0.0,0.09999999999999999
restecg,10%,"Impact 
 Distance Contrained(+)",0.0,0.011503480179950764,0.011503480179950764,0.0,0.005751740089975382
restecg,30%,"Contingency
 coefficient(-)",0.0,10.642433333333333,10.642433333333333,0.0,8.428783333333334
restecg,30%,"Impact
 distance(+)",0.0,0.44999999999999996,0.44999999999999996,0.0,0.22499999999999998
restecg,30%,"Impact 
 Distance Contrained(+)",0.0,0.043575224798135,0.043575224798135,0.0,0.0217876123990675
restecg,50%,"Contingency
 coefficient(-)",1.2142,6.0441,7.2583,7.33874622,10.778541666666667
restecg,50%,"Impact
 distance(+)",0.4,0.6,1.0,0.24,0.31666666666666665
restecg,50%,"Impact 
 Distance Contrained(+)",0.01214285714285714,0.08955875316780432,0.10170161031066145,0.0010874991456090522,0.04528532896485454
restecg,70%,"Contingency
 coefficient(-)",0.0,5.20135,5.20135,0.0,14.208354545454545
restecg,70%,"Impact
 distance(+)",0.0,0.7000000000000001,0.7000000000000001,0.0,0.38181818181818183
restecg,70%,"Impact 
 Distance Contrained(+)",0.0,0.1354864209588637,0.1354864209588637,0.0,0.0739016841593802
sex,10%,"Contingency
 coefficient(-)",0.5556,0.08913333333333306,0.644733333333333,0.04952247999999985,1.3517263157894737
sex,10%,"Impact
 distance(+)",0.2,0.08333333333333331,0.2833333333333333,0.016666666666666663,0.20000000000000004
sex,10%,"Impact 
 Distance Contrained(+)",0.00555555555555554,0.000891344475367855,0.006446900030923395,4.951913752043625e-06,0.013517250711184975
sex,30%,"Contingency
 coefficient(-)",0.7178000000000002,0.68405,1.4018500000000003,0.4910110900000002,3.935905263157895
sex,30%,"Impact
 distance(+)",0.2,0.06666666666666671,0.2666666666666667,0.013333333333333343,0.4052631578947368
sex,30%,"Impact 
 Distance Contrained(+)",0.007177363699102822,0.006840706814830948,0.01401807051393377,4.909824076897293e-05,0.03935891090641521
sex,50%,"Contingency
 coefficient(-)",1.8288000000000004,0.7589250000000005,2.5877250000000007,1.3879220400000012,7.008515789473686
sex,50%,"Impact
 distance(+)",0.2,0.07500000000000007,0.2750000000000001,0.015000000000000013,0.5368421052631578
sex,50%,"Impact 
 Distance Contrained(+)",0.018288474810213944,0.007589672928727975,0.02587814773894192,0.00013880354217480427,0.07008485785698786
sex,70%,"Contingency
 coefficient(-)",2.6258000000000004,1.1040500000000009,3.729850000000001,2.8990144900000026,10.477305263157893
sex,70%,"Impact
 distance(+)",0.2,0.033333333333333326,0.23333333333333334,0.006666666666666665,0.605263157894737
sex,70%,"Impact 
 Distance Contrained(+)",0.02625948930296756,0.01104009629111849,0.037299585594086054,0.0002899072904603578,0.10477314440293357
thal,10%,"Contingency
 coefficient(-)",8.681199999999999,1.4094833333333328,10.090683333333331,12.236006713333326,4.7207
thal,10%,"Impact
 distance(+)",0.19999999999999996,0.44583333333333325,0.6458333333333333,0.08916666666666663,0.27884615384615385
thal,10%,"Impact 
 Distance Contrained(+)",0.08681295715778473,0.023405194744149482,0.11021815190193421,0.0020318741685934573,0.02989933511943624
thal,30%,"Contingency
 coefficient(-)",1.3925999999999998,1.496781944444443,2.889381944444443,2.084418535833331,12.108846794871795
thal,30%,"Impact
 distance(+)",0.6,0.6930555555555555,1.2930555555555556,0.41583333333333333,0.5224358974358974
thal,30%,"Impact 
 Distance Contrained(+)",0.013925573869956506,0.08024510851008107,0.09417068238003758,0.0011174591862598093,0.09096008131100643
thal,50%,"Contingency
 coefficient(-)",14.1918,3.5414236111111137,17.733223611111114,50.25917560416671,18.529127564102563
thal,50%,"Impact
 distance(+)",0.6,0.661111111111111,1.261111111111111,0.39666666666666656,0.5525641025641026
thal,50%,"Impact 
 Distance Contrained(+)",0.05808019011022346,0.1006919540173511,0.15877214412757457,0.005848207831897631,0.1474707992759838
thal,70%,"Contingency
 coefficient(-)",1.2768000000000015,13.520848611111113,14.797648611111114,17.26341950666669,22.62649294871795
thal,70%,"Impact
 distance(+)",0.8,0.7569444444444444,1.5569444444444445,0.6055555555555556,0.5698717948717948
thal,70%,"Impact 
 Distance Contrained(+)",0.21276856439815284,0.20048629291818149,0.4132548573163343,0.04265718072570903,0.18844447924495042
thalach,10%,"Contingency
 coefficient(-)",0.047599999999999865,0.16225913043478224,0.2098591304347821,0.007723534608695613,2.305937142857143
thalach,10%,"Impact
 distance(+)",0.0,0.05652173913043479,0.05652173913043479,0.0,0.34285714285714286
thalach,10%,"Impact 
 Distance Contrained(+)",0.00047619047619048074,0.0016224796817676107,0.0020986701579580914,7.726093722702982e-07,0.023059495692932218
thalach,30%,"Contingency
 coefficient(-)",0.048799999999999955,3.0537721739130426,3.1025721739130425,0.14902408208695633,6.102342857142858
thalach,30%,"Impact
 distance(+)",0.4,0.22434782608695658,0.6243478260869566,0.08973913043478264,0.5657142857142857
thalach,30%,"Impact 
 Distance Contrained(+)",0.0004878215654077339,0.030537934842229983,0.031025756407637717,1.489706317905601e-05,0.061023364616812625
thalach,50%,"Contingency
 coefficient(-)",1.4429999999999996,4.968613913043479,6.411613913043479,7.169709876521739,8.580834285714285
thalach,50%,"Impact
 distance(+)",0.6,0.32173913043478264,0.9217391304347826,0.19304347826086957,0.5828571428571429
thalach,50%,"Impact 
 Distance Contrained(+)",0.014430129257715418,0.04968587487887177,0.06411600413658719,0.0007169735967847951,0.08580843238221711
thalach,70%,"Contingency
 coefficient(-)",1.8832000000000004,3.981230869565218,5.8644308695652185,7.497453973565221,12.523775714285714
thalach,70%,"Impact
 distance(+)",0.19999999999999996,0.15217391304347827,0.3521739130434782,0.030434782608695646,0.7057142857142858
thalach,70%,"Impact 
 Distance Contrained(+)",0.018832857755271576,0.03981195641790139,0.058644814173172966,0.0007497729121774082,0.12523780284527505
trestbps,10%,"Contingency
 coefficient(-)",0.7692,1.61975,2.38895,1.2459117,1.999738888888889
trestbps,10%,"Impact
 distance(+)",0.2,0.13,0.33,0.026000000000000002,0.27777777777777785
trestbps,10%,"Impact 
 Distance Contrained(+)",0.007692307692307681,0.016197214584026256,0.023889522276333938,0.00012459395833866333,0.01999738213453056
trestbps,30%,"Contingency
 coefficient(-)",0.7575999999999998,2.5845061111111107,3.3421061111111108,1.958021829777777,5.892842592592593
trestbps,30%,"Impact
 distance(+)",0.39999999999999997,0.04944444444444451,0.4494444444444445,0.019777777777777804,0.5370370370370369
trestbps,30%,"Impact 
 Distance Contrained(+)",0.0075757575757575794,0.025845089567729157,0.03342084714348674,0.00019579613308885735,0.05892838134002359
trestbps,50%,"Contingency
 coefficient(-)",0.1615999999999982,4.873673888888888,5.035273888888886,0.7875857004444354,10.372679629629628
trestbps,50%,"Impact
 distance(+)",0.0,0.09611111111111115,0.09611111111111115,0.0,0.6981481481481482
trestbps,50%,"Impact 
 Distance Contrained(+)",0.0016126466126466232,0.048736480969952284,0.05034912758259891,7.859472094851016e-05,0.10372667475549198
trestbps,70%,"Contingency
 coefficient(-)",0.6734000000000018,3.9439405555555584,4.61734055555556,2.65584957011112,14.390485185185184
trestbps,70%,"Impact
 distance(+)",0.0,0.08444444444444454,0.08444444444444454,0.0,0.7814814814814817
trestbps,70%,"Impact 
 Distance Contrained(+)",0.00673382173382174,0.0394387575110432,0.04617257924486494,0.0002655735624827881,0.14390492410673364
