Feature,Swap_proportion,Metric,Direct_Impact,Indirect_Impact,Impact_Sum,Impact_Product,Value
age,10%,"Hellinger
 distance(+)",0.019758483831873598,0.00027828690710993836,0.020036770738983536,5.498527354753827e-06,0.022245304896630007
age,10%,"Wasserstein
 distance(+)",0.0010127197153696,0.00029374396580840196,0.001306463681178002,2.9748030544502236e-07,0.002260518576893787
age,10%,"Contingency
 coefficient(-)",0.004652804504043595,0.05291711820104539,0.05756992270508898,0.0002462130059068313,0.6463147721653594
age,10%,"Total variation
 distance(+)",0.012549019607843121,0.001427657378491945,0.013976676986335066,1.7915700435977326e-05,0.03516297945864507
age,10%,"Jensen-Shannon
 divergence(+)",0.007392768503488601,0.0003090651788563506,0.007701833682344951,2.2848473197743e-06,0.011072125732364336
age,30%,"Hellinger
 distance(+)",0.019758483831873598,0.02343926654966813,0.04319775038154173,0.0004631243691525934,0.055688442984946414
age,30%,"Wasserstein
 distance(+)",0.0012105830211035801,0.0019948169838421266,0.0032054000049457068,2.4148915708483332e-06,0.007579201077284531
age,30%,"Contingency
 coefficient(-)",0.00682583568949624,0.02078724230451956,0.0276130779940158,0.00014189030040839568,0.6175607558816699
age,30%,"Total variation
 distance(+)",0.01790616246498598,0.03519634516757282,0.053102507632558804,0.0006302314747442831,0.09982704365057304
age,30%,"Jensen-Shannon
 divergence(+)",0.00811782715171842,0.011545218388082115,0.019663045539800535,9.372208730329176e-05,0.02964483828325284
age,50%,"Hellinger
 distance(+)",0.019758483831873598,0.01316448543401813,0.03292296926589173,0.0002601102726029827,0.07526645309659527
age,50%,"Wasserstein
 distance(+)",0.0007254987876912592,0.002427231973178805,0.0031527307608700643,1.760953853986686e-06,0.011722294632968228
age,50%,"Contingency
 coefficient(-)",0.0012550049962986032,0.03201446655606521,0.033269471552363816,4.017831548169638e-05,0.5862797533718043
age,50%,"Total variation
 distance(+)",0.0053270808998363214,0.012633150600701748,0.01796023150053807,6.729781526975403e-05,0.1391678899921934
age,50%,"Jensen-Shannon
 divergence(+)",0.0068039240500672,0.008452387943124147,0.015256311993191347,5.750940560672041e-05,0.03778321423024293
age,70%,"Hellinger
 distance(+)",0.025052753618287536,0.014917779008796012,0.03997053262708355,0.00037373144203942815,0.09242111851344562
age,70%,"Wasserstein
 distance(+)",0.00045144574638694007,0.002956201189545952,0.0034076469359328922,1.3345644524845324e-06,0.01569915098147136
age,70%,"Contingency
 coefficient(-)",0.004646851198843893,0.04859787371435975,0.053244724913203645,0.00022582708773083673,0.5617972307794116
age,70%,"Total variation
 distance(+)",0.007117918631076532,0.007246829494271939,0.014364748125348471,5.1582342673513156e-05,0.18062323119985657
age,70%,"Jensen-Shannon
 divergence(+)",0.00859460408369252,0.007989637363423827,0.016584241447116347,6.866776991090476e-05,0.04614615680941666
ca,10%,"Hellinger
 distance(+)",0.07564391544580393,0.04775307591230629,0.12339699135811022,0.0036122296365875533,0.026571584800082024
ca,10%,"Wasserstein
 distance(+)",0.0002639635369117801,0.0022368529279517607,0.0025008164648635408,5.90447610413618e-07,0.0030728151966123974
ca,10%,"Contingency
 coefficient(-)",0.15112857581949768,0.3069710490772072,0.45809962489670486,0.046392097464855446,0.4660633530195133
ca,10%,"Total variation
 distance(+)",0.014417791827047763,0.04284102290505741,0.05725881473210517,0.0006176729499029027,0.04344285650135897
ca,10%,"Jensen-Shannon
 divergence(+)",0.016489462104446538,0.016240225730210178,0.03272968783465671,0.00026779258674595834,0.013006211737561717
ca,30%,"Hellinger
 distance(+)",0.13407006524225168,0.09653551496800104,0.23060558021025274,0.012942522789954263,0.06174338249128285
ca,30%,"Wasserstein
 distance(+)",0.002848787228714759,0.0067986617868817534,0.009647449015596513,1.93679408708198e-05,0.008586976317920148
ca,30%,"Contingency
 coefficient(-)",0.1331785419995669,0.29625850082961686,0.42943704282918377,0.03945527519546586,0.42301864999106265
ca,30%,"Total variation
 distance(+)",0.04252194662902466,0.09140125269682155,0.1339231993258462,0.0038865591890002416,0.11329314785565527
ca,30%,"Jensen-Shannon
 divergence(+)",0.02402817024737603,0.030096973158741287,0.05412514340611732,0.0007231751949889424,0.03250812823508212
ca,50%,"Hellinger
 distance(+)",0.2023566193299954,0.13324897919157375,0.3356055985215691,0.026963812958379768,0.08522143513274456
ca,50%,"Wasserstein
 distance(+)",0.008274586177547918,0.008693691332278914,0.01696827750982683,7.193669812994324e-05,0.014074704194084856
ca,50%,"Contingency
 coefficient(-)",0.055680932949187745,0.2723580123851187,0.32803894533430644,0.01516514822578984,0.3749442607706206
ca,50%,"Total variation
 distance(+)",0.13681757172382444,0.13441300767288597,0.2712305793967104,0.018390061317900042,0.17350197792920116
ca,50%,"Jensen-Shannon
 divergence(+)",0.0481424194810272,0.04104809398224286,0.08919051346327006,0.001976154559389764,0.0450455162795002
ca,70%,"Hellinger
 distance(+)",0.23800567369463044,0.16186862928671414,0.3998743029813446,0.038525652163410785,0.10880630295917414
ca,70%,"Wasserstein
 distance(+)",0.01726975013603322,0.011411696354528749,0.02868144649056197,0.00019707714467099267,0.021486753932985693
ca,70%,"Contingency
 coefficient(-)",0.01882793521347137,0.17337237113542825,0.19220030634889962,0.003264243771543757,0.3633162367762607
ca,70%,"Total variation
 distance(+)",0.21704187003108752,0.18772484418998486,0.40476671422107235,0.04074415123428885,0.23900974390196045
