"Swap 
 Percentage",Measurement,Feature,age,freetime,activities,romantic,famrel,goout,guardian,health,higher,internet,Pstatus,nursery,absences,Walc,Medu,Fjob,traveltime,famsup,studytime,sex,reason,schoolsup,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
70%,"Jensen-Shannon
 divergence",absences,-,0.0719/0.0304,0.064/0.0088,0.0668/0.0175,0.0679/0.0345,0.0811/0.0414,0.0731/0.0149,-,0.0254/0.0821,0.0625/0.0216,-,-,-,0.0745/0.0627,-,-,0.0746/0.0431,0.0613/0.0439,0.0523/0.0593,-,0.0624/0.0332,-,0.0718/0.0132,,0.0684636683064292,0.0684636683064292,0.32174456166091536,1.416108276046501,[],"[0.030371037414730653, 0.008770398465222118, 0.017467543445828144, 0.034538393124027754, 0.04136711455218642, 0.014917326581333167, 0.08209463509039652, 0.02156924173529315, 0.06269383589394455, 0.04311065081231806, 0.043907301602960386, 0.05933312437991507, 0.03317691450037765, 0.013244269110438694]","[0.10223031102436955, 0.07276493891496026, 0.08424318194765405, 0.10245765233613227, 0.1225061972601185, 0.08803945331174372, 0.10749032029278012, 0.08401951957927078, 0.1371924515779087, 0.11770273791942015, 0.10525687982108763, 0.11159591616465304, 0.09558678093883066, 0.08502193495757157]"
10%,"Hellinger
 distance",Walc,-,0.0742/0.0416,-,0.0605/0.0267,0.0698/0.0493,0.0718/0.0382,-,-,-,0.0786/0.0099,-,-,-,-,-,-,-,0.0716/0.035,0.0792/0.0877,-,0.0886/0.0637,-,-,,0.08794065784975537,0.08794065784975537,0.26393301164123684,0.9461549313372418,[],"[0.04156302565752009, 0.02674416278361489, 0.04927119515643079, 0.038193400217143715, 0.009879241915936799, 0.034950713671620406, 0.08769115632461477, 0.06369181185608147]","[0.11577875367478141, 0.08721816730258597, 0.11902336469190457, 0.1099916277463904, 0.08843903923885019, 0.10650251312987856, 0.16689881529081405, 0.15230265026203668]"
10%,"Wasserstein
 distance",Walc,-,0.0025/0.0011,-,0.0016/0.0007,0.0024/0.0009,0.0025/0.0013,-,-,-,0.0019/0.0002,-,-,-,-,-,-,-,0.0029/0.0004,0.0032/0.0025,-,0.003/0.0017,-,-,,0.0030214529661037447,0.0030214529661037447,0.007369927783993765,0.02870110620675731,[],"[0.001086213812994755, 0.00072505527971836, 0.00086508015645519, 0.00126475277360982, 0.00017987180643923498, 0.00040771302177122, 0.00250134339360342, 0.00166691939118804]","[0.0036269531260195303, 0.0023077167615901954, 0.0032232670581430105, 0.00377468398252533, 0.0020678133146249, 0.003338980343321995, 0.005724339410101355, 0.004637352210430995]"
10%,"Total variation
 distance",Walc,-,0.0432/0.0185,-,0.027/0.0096,0.0472/0.0187,0.0438/0.0209,-,-,-,0.0445/0.0023,-,-,-,-,-,-,-,0.0467/0.009,0.0541/0.0501,-,0.0573/0.0318,-,-,,0.05240526678299197,0.05240526678299197,0.13282168618988696,0.6855814626599464,[],"[0.018458849889535674, 0.009609181930674315, 0.018675336827616355, 0.020923905401898316, 0.0023227135105041152, 0.00900755663645919, 0.0500587782830658, 0.031776516334036206]","[0.08008241938902719, 0.04623393757828831, 0.08458576079581487, 0.08563736667829792, 0.049188507909909515, 0.06471189116428425, 0.1542390510795706, 0.12090252806475378]"
10%,"Jensen-Shannon
 divergence",Walc,-,0.0218/0.0114,-,0.0164/0.0069,0.0214/0.0134,0.0195/0.0111,-,-,-,0.0238/0.0022,-,-,-,-,-,-,-,0.0225/0.008,0.0239/0.0265,-,0.0273/0.0185,-,-,,0.026957077391492355,0.026957077391492355,0.07595522491139395,0.27463449910415705,[],"[0.011419635835792445, 0.0068613266881440305, 0.013354249450381831, 0.011122028349805866, 0.00222425212183774, 0.008019078549823595, 0.026514430526619236, 0.018481293517398446]","[0.03322990722158509, 0.023224856406613044, 0.03478821381579654, 0.030587841864160234, 0.026070619670432, 0.030519594719073728, 0.050400475103166475, 0.04581299030332993]"
30%,"Hellinger
 distance",Walc,-,0.1586/0.102,-,0.1557/0.0513,0.1608/0.1045,0.1421/0.09,-,-,-,0.1462/0.0532,-,-,-,-,-,-,-,0.1658/0.0688,0.1534/0.1558,-,0.166/0.1116,-,-,,0.1629428533642629,0.1629428533642629,0.5316213228896094,1.9859178468059047,[],"[0.1020472153214026, 0.051317253150203676, 0.10452853318458859, 0.09000416259098393, 0.05323069952942226, 0.06877837841171361, 0.15583525003702262, 0.11161544682535585]","[0.2606254075001553, 0.20703577212550128, 0.2652867288677355, 0.23214138785118957, 0.19941031327004416, 0.23456259887894113, 0.3092331659504912, 0.27762247236184656]"
30%,"Wasserstein
 distance",Walc,-,0.0062/0.0026,-,0.0052/0.0016,0.0039/0.0024,0.0045/0.002,-,-,-,0.0054/0.0019,-,-,-,-,-,-,-,0.0055/0.0021,0.0068/0.0057,-,0.0058/0.0032,-,-,,0.00634549080266997,0.00634549080266997,0.017126604260806307,0.06484911446502312,[],"[0.002605667407855665, 0.001570693482644065, 0.0024088119774480147, 0.00202708420698518, 0.0019006433299323, 0.002141950260605795, 0.005675122991111494, 0.00323225325969016]","[0.00880613213533967, 0.006735035373682725, 0.00628487895277066, 0.00654186860662299, 0.00728222097747461, 0.0076893740324882895, 0.012447844722276304, 0.009061759664367865]"
30%,"Total variation
 distance",Walc,-,0.1202/0.0514,-,0.1046/0.0318,0.1101/0.0561,0.0893/0.0481,-,-,-,0.0999/0.029,-,-,-,-,-,-,-,0.1173/0.0379,0.1043/0.1011,-,0.1134/0.0597,-,-,,0.1204196307808257,0.1204196307808257,0.32795505980305434,1.6892982981082632,[],"[0.05140255340900598, 0.031801023575758904, 0.05607011971994589, 0.04805317007345426, 0.028968177450171072, 0.03788248546402704, 0.10114388536417337, 0.05974944298792079]","[0.2229802493439505, 0.16824045754261144, 0.22228019492314594, 0.18536013674383978, 0.15785684815453813, 0.19311364889591245, 0.30659635927534784, 0.23287040322891703]"
30%,"Jensen-Shannon
 divergence",Walc,-,0.0461/0.0285,-,0.0448/0.0162,0.0486/0.0303,0.04/0.0261,-,-,-,0.0414/0.0156,-,-,-,-,-,-,-,0.0492/0.0191,0.0445/0.0457,-,0.0472/0.0308,-,-,,0.04763568794189093,0.04763568794189093,0.15379223341393716,0.5739647308512619,[],"[0.02852656624111552, 0.0161653061687249, 0.030318390099064813, 0.02608801328372351, 0.01555763599162992, 0.019142318812272602, 0.045680527101365206, 0.030834333246196017]","[0.07459786108575184, 0.0609309225474672, 0.07887072918331815, 0.06604059135367493, 0.05695557388718514, 0.06832242778501282, 0.0901672219923737, 0.07807940301647809]"
50%,"Hellinger
 distance",Walc,-,0.2057/0.1331,-,0.2031/0.0886,0.192/0.1264,0.1983/0.1126,-,-,-,0.1836/0.0784,-,-,-,-,-,-,-,0.2094/0.1226,0.1867/0.1982,-,0.2143/0.1514,-,-,,0.20637110276601148,0.20637110276601148,0.7119769494095123,2.604391151827341,[],"[0.13305417726331165, 0.08857165179723078, 0.12638157619358262, 0.11257715094879586, 0.07844279441226261, 0.1226227029835503, 0.19820886649147587, 0.1513527731967919]","[0.3387410955757116, 0.2916650450455842, 0.3183951434685217, 0.31084063985970956, 0.26208265127387365, 0.3320242134348278, 0.384952678234615, 0.36568968493449777]"
50%,"Wasserstein
 distance",Walc,-,0.0064/0.0056,-,0.0081/0.004,0.0049/0.0043,0.0052/0.0037,-,-,-,0.007/0.003,-,-,-,-,-,-,-,0.0065/0.005,0.0069/0.0086,-,0.0066/0.0033,-,-,,0.0076278513992903444,0.0076278513992903444,0.026357141432399735,0.08912300092542866,[],"[0.0055577565193842705, 0.00397577766892052, 0.00432977894388836, 0.00366344695084138, 0.002991028402009475, 0.005033320323911075, 0.008567393878108249, 0.0033400773791554448]","[0.0119579752546959, 0.012111191329667995, 0.009218332702072476, 0.008879191285526195, 0.00998494246723593, 0.011548645094545819, 0.015514250948370313, 0.009908471843314035]"
50%,"Total variation
 distance",Walc,-,0.1704/0.0961,-,0.1629/0.0566,0.142/0.0842,0.1424/0.0727,-,-,-,0.1381/0.0439,-,-,-,-,-,-,-,0.1541/0.0857,0.1324/0.1631,-,0.1694/0.0832,-,-,,0.16979517817094353,0.16979517817094353,0.5125525095226937,2.582817886886451,[],"[0.0960649179972642, 0.05664953959434993, 0.08423652991330191, 0.07272539195365844, 0.04391485495250303, 0.0856811595585732, 0.16305561521348472, 0.08318665352036493]","[0.36248045659029016, 0.2762153856916164, 0.31050896610631074, 0.2878851663184986, 0.22596943818607299, 0.32546871694161134, 0.4585430603707134, 0.33574669668133694]"
50%,"Jensen-Shannon
 divergence",Walc,-,0.0609/0.0399,-,0.0594/0.0263,0.0582/0.0385,0.0583/0.032,-,-,-,0.0527/0.0214,-,-,-,-,-,-,-,0.0624/0.0368,0.0536/0.0596,-,0.0634/0.0428,-,-,,0.06151868413094726,0.06151868413094726,0.21009977146151182,0.7660518434571363,[],"[0.03986438190525919, 0.026288947454219024, 0.03848118625722496, 0.032024129705580814, 0.021402236031368406, 0.03676229279679766, 0.05956859104605332, 0.04277040946462575]","[0.10078640664956035, 0.08573418346704931, 0.09663228592351225, 0.09027471511076776, 0.07409892907610266, 0.09915226749941575, 0.1132039671272721, 0.10616908860345613]"
70%,"Hellinger
 distance",Walc,-,0.2368/0.1746,-,0.2407/0.111,0.2226/0.1662,0.2319/0.1847,-,-,-,0.2321/0.1101,-,-,-,-,-,-,-,0.2308/0.1512,0.2263/0.2402,-,0.2434/0.1836,-,-,,0.23878293633931116,0.23878293633931116,0.8995531404863096,3.186080463765293,[],"[0.17460763496766535, 0.11098242256153064, 0.16618887873634125, 0.18465163728517506, 0.11006537448631734, 0.15121517628314515, 0.24022092742070336, 0.18360835655311886]","[0.4113683342797111, 0.35170332355374395, 0.388750070304398, 0.41651451771479453, 0.34216188714381235, 0.38201548455060563, 0.4665226614953215, 0.42704418472290584]"
70%,"Wasserstein
 distance",Walc,-,0.0104/0.0072,-,0.0095/0.0044,0.0085/0.006,0.0096/0.0068,-,-,-,0.0103/0.0049,-,-,-,-,-,-,-,0.0079/0.0061,0.0088/0.0121,-,0.0108/0.0063,-,-,,0.00934265565436454,0.00934265565436454,0.0362123120200456,0.12969984543811913,[],"[0.007156030583695269, 0.00443481982714172, 0.00595809853040457, 0.006831018730152, 0.00488845755690924, 0.00605718465534831, 0.012066918714348925, 0.0063467841333620795]","[0.017585062174716365, 0.01397807395353734, 0.014430336941903928, 0.0164017283383055, 0.01522230961492211, 0.013997377557046164, 0.020913369881768173, 0.017171586975919535]"
70%,"Total variation
 distance",Walc,-,0.2132/0.135,-,0.2117/0.0699,0.1837/0.1203,0.1964/0.1409,-,-,-,0.2077/0.0711,-,-,-,-,-,-,-,0.1979/0.1181,0.174/0.2191,-,0.2082/0.1258,-,-,,0.2077917741956869,0.2077917741956869,0.7079587713184492,3.593491152531596,[],"[0.13500132473466747, 0.0698856315084512, 0.1203295606974931, 0.14093353554864688, 0.0711317864357972, 0.11814328198821504, 0.21912682703735226, 0.12578204629490122]","[0.48321073459860425, 0.35146155980915617, 0.4243430971400407, 0.478242501638372, 0.3500095377354811, 0.4342164107091339, 0.6122823052937936, 0.45972500560701446]"
70%,"Jensen-Shannon
 divergence",Walc,-,0.0695/0.0532,-,0.0735/0.0331,0.0681/0.0518,0.0699/0.0568,-,-,-,0.0711/0.0312,-,-,-,-,-,-,-,0.07/0.048,0.0673/0.0726,-,0.0734/0.0551,-,-,,0.07245167447490565,0.07245167447490565,0.273301470806712,0.9646363604004746,[],"[0.05317897716578381, 0.033082298514932815, 0.05177620832719104, 0.05684072571061668, 0.03118672689419566, 0.04797950471618315, 0.07255629679896566, 0.055098854535743924]","[0.12269057797923705, 0.10659933817058698, 0.11991297109652875, 0.12673613587195623, 0.10231218477999644, 0.11802853005095809, 0.13986617033814902, 0.128490452113062]"
10%,"Hellinger
 distance",Medu,-,0.1087/0.0472,0.1053/0.0049,0.1028/0.0119,0.1172/0.056,0.1034/0.0448,0.1061/0.0148,-,0.0558/0.116,0.1007/0.0198,-,-,0.1089/0.101,0.113/0.0522,-,0.0983/0.0463,0.0935/0.0436,0.1066/0.0412,0.1015/0.0836,-,0.0847/0.0451,0.1064/0.0326,0.0877/0.0296,,0.09790884671924038,0.09790884671924038,0.4932858226420186,2.49139673386424,[],"[0.047225137162657894, 0.0049396209579683995, 0.011925299909709692, 0.05595813604621398, 0.044807636674643256, 0.0148188628739052, 0.11602518174576995, 0.019758483831873598, 0.10095989080087622, 0.0521647581206263, 0.046325322201265715, 0.04360908365129298, 0.0412139020761923, 0.08361888363385145, 0.04512995657595829, 0.032636069834940724, 0.0296377257478104]","[0.1558931974624448, 0.11019886920865452, 0.11477376758691848, 0.17318251365525097, 0.14825718125128612, 0.1209581941828536, 0.17180599337776115, 0.12042655443588926, 0.20987990441876941, 0.16512210211896422, 0.14457915959708062, 0.13715646956106453, 0.1478359043822063, 0.18510407344772603, 0.12981536936222768, 0.1390356999279436, 0.11737177988719873]"
10%,"Wasserstein
 distance",Medu,-,0.0031/0.0012,0.0023/0.0001,0.0032/0.0001,0.004/0.0014,0.0037/0.0014,0.0019/0.0005,-,0.0022/0.0046,0.0023/0.0007,-,-,0.0022/0.0032,0.0037/0.0018,-,0.0021/0.0014,0.0025/0.0015,0.0037/0.001,0.0027/0.0025,-,0.0021/0.0013,0.0022/0.0011,0.0028/0.0008,,0.00308618828558599,0.00308618828558599,0.015488654384089019,0.07135075801520471,[],"[0.00122782604920536, 0.0001401531748949, 0.0001401531748949, 0.001442163319222, 0.0014438498282049951, 0.000465766903235625, 0.00457894483836367, 0.000732992290035235, 0.003155589356971965, 0.0017716523999337648, 0.00144483877009039, 0.00151105608583749, 0.00101778790415016, 0.002493566472316635, 0.0013456722585265001, 0.001124600625465215, 0.000768318745657255]","[0.004366221010987495, 0.002400939671506975, 0.0033732305017598048, 0.00540831310066735, 0.005130006161292065, 0.00232064381841879, 0.0067333168993863445, 0.0030496002969282302, 0.005324688499692819, 0.005494909087102335, 0.003545169022381555, 0.003974525119663, 0.0047178247142128345, 0.00516497695076631, 0.00343723144290021, 0.003319841816279265, 0.00358931990125933]"
10%,"Total variation
 distance",Medu,-,0.0567/0.0192,0.0489/0.0023,0.0527/0.0044,0.0637/0.0226,0.0561/0.022,0.0463/0.0058,-,0.029/0.0666,0.047/0.0102,-,-,0.0445/0.0506,0.0567/0.0262,-,0.0443/0.0213,0.0447/0.0196,0.059/0.0165,0.0498/0.0409,-,0.0392/0.0181,0.0465/0.0155,0.0443/0.0102,,0.05008720089007891,0.05008720089007891,0.23601338431703361,1.573074706450181,[],"[0.01915502592737876, 0.00226190476190476, 0.00442693744164332, 0.022566716306788377, 0.021999498709960437, 0.00584294824760926, 0.06656534189784633, 0.010202796938650975, 0.0505881322283843, 0.02617706007603359, 0.0212952414508806, 0.0196084659539026, 0.01652159762413803, 0.040892008143045326, 0.018118822545308243, 0.015461187084383524, 0.010168681516050925]","[0.0949662084198447, 0.053426553804188884, 0.0615931110393177, 0.10882402379850316, 0.10012966532830322, 0.057976533678053714, 0.16211220795375236, 0.0674032990836704, 0.1456591835443543, 0.1090929841441472, 0.08690304570840036, 0.08390982329892492, 0.09203947518960147, 0.13160334933465573, 0.07541039273160285, 0.07741836437128086, 0.06460648502157919]"
10%,"Jensen-Shannon
 divergence",Medu,-,0.0317/0.0134,0.0303/0.0014,0.0294/0.0034,0.0331/0.0155,0.029/0.0128,0.0303/0.0044,-,0.0158/0.0339,0.0287/0.0062,-,-,0.0315/0.0299,0.0321/0.0151,-,0.028/0.013,0.0263/0.0124,0.0316/0.0117,0.0295/0.0237,-,0.0245/0.0127,0.0305/0.0094,0.0252/0.0079,,0.02787735169591951,0.02787735169591951,0.1411901679194532,0.7141828414595975,[],"[0.013395138644415105, 0.00139187948174952, 0.0034285249123458352, 0.015474597675693725, 0.012787079324099782, 0.004355151957011575, 0.03390532352664026, 0.006206327015265504, 0.029852799184307145, 0.015060839409742099, 0.01300121490102639, 0.0124032646852501, 0.011662589254824515, 0.0237272601309782, 0.012693254641302328, 0.009350214970929305, 0.007930172731486015]","[0.04507909405278012, 0.03167510929886452, 0.03284449685656457, 0.04861838241910073, 0.04181390322369717, 0.0346466615818358, 0.049671414062744335, 0.03494925289335907, 0.06135196930443397, 0.04714521643045635, 0.040998688645073056, 0.03873753577088153, 0.04328375630078957, 0.05321938542674178, 0.03717992968594849, 0.039843364482350006, 0.03312468102397636]"
30%,"Hellinger
 distance",Medu,-,0.2121/0.1018,0.2172/0.0317,0.2178/0.0411,0.2177/0.1173,0.2164/0.1029,0.2196/0.0267,-,0.1286/0.218,0.212/0.0395,-,-,0.2042/0.1673,0.2078/0.1408,-,0.2079/0.1049,0.1993/0.0881,0.2127/0.111,0.2224/0.1665,-,0.21/0.1109,0.2139/0.0707,0.2016/0.0812,,0.22454673701640152,0.22454673701640152,1.0847978905366944,5.241567025133765,[],"[0.10175453463579762, 0.03168378374158329, 0.04113927317230878, 0.1172836075689044, 0.10291065495212877, 0.02674416278361489, 0.21799324106213858, 0.039516967663747196, 0.16734965627860318, 0.14081611750735615, 0.10487713416716493, 0.08811490880982609, 0.1110034203561561, 0.16645331120666812, 0.11093445446644692, 0.07072567169913799, 0.08120140696900262]","[0.31388958967744934, 0.24886082557925937, 0.2588950656668454, 0.33501869226743686, 0.31927680169261957, 0.24634321735009085, 0.3465757581020807, 0.25156293582362144, 0.3715492693506913, 0.3485785165968238, 0.31276991908620233, 0.28738293940153403, 0.3236988730809551, 0.38882919298293084, 0.32096658966241975, 0.2845838953608162, 0.2827849434519878]"
30%,"Wasserstein
 distance",Medu,-,0.0076/0.0024,0.0088/0.001,0.0075/0.0014,0.0078/0.0022,0.0076/0.0025,0.0088/0.0006,-,0.0073/0.0128,0.0077/0.0013,-,-,0.0078/0.0055,0.007/0.0044,-,0.0061/0.0035,0.0073/0.0032,0.0075/0.0044,0.0069/0.0048,-,0.0074/0.0035,0.0068/0.0021,0.0056/0.0024,,0.008098369174766735,0.008098369174766735,0.0371850543167912,0.18355863109189524,[],"[0.002403209646128275, 0.00098494321213956, 0.00139102858658522, 0.002242898208003425, 0.0025252004113134, 0.000639924005802975, 0.01279944556822625, 0.00133863198217398, 0.00553268166397083, 0.0043795719320221796, 0.003536861278618965, 0.0031965787617307603, 0.004411824003166505, 0.00482006724230808, 0.0035034690519474047, 0.0021000620766736698, 0.00236697265323745]","[0.010019078267047916, 0.009756841077690794, 0.00887443652681397, 0.010034009288543151, 0.010080503707716935, 0.009434821658543344, 0.020065080566794367, 0.009006785846267969, 0.013356444731361564, 0.01135950504889457, 0.00962851536100552, 0.01053226117280327, 0.01192324088755484, 0.011723430375624368, 0.01086448532511231, 0.00893310434034631, 0.007966086909774035]"
30%,"Total variation
 distance",Medu,-,0.146/0.0476,0.1553/0.0136,0.1468/0.0204,0.151/0.056,0.1483/0.0494,0.1571/0.0099,-,0.1011/0.1809,0.1444/0.0179,-,-,0.1415/0.1065,0.1364/0.0816,-,0.139/0.0566,0.1309/0.0459,0.1469/0.0644,0.1464/0.1,-,0.1408/0.0565,0.147/0.0343,0.1273/0.0396,,0.15924892658065967,0.15924892658065967,0.6497337158321133,4.3681902729179845,[],"[0.047641700947038665, 0.01357690948137304, 0.02042385336612787, 0.05600163069605444, 0.04937813153328889, 0.009929797591625369, 0.18090079747600812, 0.017857322517672594, 0.10649816076712533, 0.08161766899030558, 0.05659078687237602, 0.04586736684221787, 0.06436595357702295, 0.09995800025824986, 0.05647965050328126, 0.03430639283641037, 0.03957545424672901]","[0.24126737569934525, 0.18247352714659681, 0.1876814876574473, 0.26300204062650795, 0.24708346559103583, 0.17694388206042735, 0.4629171811392259, 0.18015524110976344, 0.3544803586683335, 0.2996370754475222, 0.25213240656431174, 0.22263312303108107, 0.2756248275924448, 0.3463541225748721, 0.2537697246636446, 0.21558678117414787, 0.20644765217127642]"
30%,"Jensen-Shannon
 divergence",Medu,-,0.0618/0.029,0.0626/0.0089,0.0633/0.0119,0.0632/0.0339,0.0625/0.029,0.0638/0.0078,-,0.0363/0.0618,0.0611/0.0119,-,-,0.0582/0.0487,0.06/0.0402,-,0.0605/0.0297,0.0576/0.0258,0.0623/0.0318,0.0645/0.0478,-,0.0608/0.0324,0.0622/0.0212,0.0587/0.0235,,0.06503405794026587,0.06503405794026587,0.31267547695721787,1.5147416938094185,[],"[0.028998234075790053, 0.008864780679716171, 0.01185029316337719, 0.033862634304184715, 0.029048499518054605, 0.00780272303138969, 0.061838761791465545, 0.011903416574772894, 0.048734262313199425, 0.04021128615258695, 0.029732575146975037, 0.025819150753079306, 0.03175388682580377, 0.04777158801880148, 0.03243085313627432, 0.021173608653102235, 0.023486283895330657]","[0.090789344441881, 0.07143368281687476, 0.07515233928388337, 0.09709771694621588, 0.09150851389293338, 0.07161428496719538, 0.09814662194084217, 0.0729975352229882, 0.10690844253766144, 0.1002497642239696, 0.0902651036528951, 0.08343751194505725, 0.09405185344933367, 0.1123107669800562, 0.09318625740912165, 0.08338910426437712, 0.08220284983413229]"
50%,"Hellinger
 distance",Medu,-,0.2866/0.1265,0.2659/0.0713,0.2844/0.0551,0.2778/0.1684,0.2804/0.1706,0.2715/0.0584,-,0.1804/0.3007,0.2789/0.0636,-,-,0.2646/0.2503,0.2737/0.1955,-,0.2744/0.1083,0.2688/0.1339,0.2818/0.1385,0.2681/0.2176,-,0.2778/0.1454,0.2657/0.1137,0.2913/0.1183,,0.2757592826651853,0.2757592826651853,1.4937510999939505,7.028231233157454,[],"[0.12649927231546093, 0.07132216505306581, 0.0550583210848218, 0.1683539023880623, 0.1706074850112383, 0.058427946525198185, 0.30065330091830283, 0.06361718295219795, 0.2503217041123021, 0.1954810127140711, 0.10826474549276563, 0.1339240763690711, 0.13853994486799232, 0.21757528393668096, 0.14536456120784433, 0.1136617818124609, 0.11831094789599406]","[0.413117565914251, 0.3372268671156551, 0.33946095201826876, 0.4461631840345867, 0.45096389331047776, 0.32988951196016586, 0.4810911644627218, 0.3425345106223794, 0.5149696648021768, 0.46918980275645245, 0.3826491077380878, 0.40274933973650895, 0.42029873072989776, 0.4857161145699093, 0.4232086205097618, 0.3793465823519429, 0.4096556205242098]"
