Features,Swap,Swap_ratio,Distance_measure,Difference,Std,Protected,NonProtected
age,0.01,swap_0.01,Hellinger,0.0,0.0,17-37,38-90
age,0.01,swap_0.01,Wasserstein,0.0,0.0,17-37,38-90
age,0.01,swap_0.01,Cramers_v,0.0,0.0,17-37,38-90
age,0.01,swap_0.01,JS Divergence,0.0,0.0,17-37,38-90
age,0.05,swap_0.05,Hellinger,-0.00035596349381333977,0.00017798174690666988,17-37,38-90
age,0.05,swap_0.05,Wasserstein,-2.6491613992000025e-06,1.3245806996000013e-06,17-37,38-90
age,0.05,swap_0.05,Cramers_v,0.0,0.0,17-37,38-90
age,0.05,swap_0.05,JS Divergence,-7.483515228864002e-05,3.741757614432001e-05,17-37,38-90
age,0.1,swap_0.1,Hellinger,-0.0031934133290860926,0.0015967066645430463,17-37,38-90
age,0.1,swap_0.1,Wasserstein,-0.00019273188423009853,9.636594211504927e-05,17-37,38-90
age,0.1,swap_0.1,Cramers_v,0.0021339762343639546,0.0010669881171819773,17-37,38-90
age,0.1,swap_0.1,JS Divergence,-0.000844432407287259,0.0004222162036436295,17-37,38-90
age,0.2,swap_0.2,Hellinger,-0.00570722478743349,0.002853612393716745,17-37,38-90
age,0.2,swap_0.2,Wasserstein,-5.242034524045961e-05,2.6210172620229805e-05,17-37,38-90
age,0.2,swap_0.2,Cramers_v,-0.0016732034193296386,0.0008366017096648193,17-37,38-90
age,0.2,swap_0.2,JS Divergence,-0.0012060352469868895,0.0006030176234934448,17-37,38-90
age,0.4,swap_0.4,Hellinger,-0.010521283123732517,0.005260641561866258,17-37,38-90
age,0.4,swap_0.4,Wasserstein,-1.004004949638009e-05,5.020024748190045e-06,17-37,38-90
age,0.4,swap_0.4,Cramers_v,0.00021773710020345227,0.00010886855010172614,17-37,38-90
age,0.4,swap_0.4,JS Divergence,-0.0014454851498551784,0.0007227425749275892,17-37,38-90
age,0.6,swap_0.6,Hellinger,0.005499114470685268,0.002749557235342634,17-37,38-90
age,0.6,swap_0.6,Wasserstein,-0.0001308836241681599,6.544181208407995e-05,17-37,38-90
age,0.6,swap_0.6,Cramers_v,0.0007400731098343716,0.0003700365549171858,17-37,38-90
age,0.6,swap_0.6,JS Divergence,0.00033188646805071796,0.00016594323402535898,17-37,38-90
age,0.8,swap_0.8,Hellinger,-9.270998594215762e-05,4.635499297107881e-05,17-37,38-90
age,0.8,swap_0.8,Wasserstein,-0.0002526685073864299,0.00012633425369321495,17-37,38-90
age,0.8,swap_0.8,Cramers_v,0.002854409283218451,0.0014272046416092254,17-37,38-90
age,0.8,swap_0.8,JS Divergence,-0.00026442371123783226,0.00013221185561891613,17-37,38-90
age,0.95,swap_0.95,Hellinger,0.007675681334262274,0.003837840667131137,17-37,38-90
age,0.95,swap_0.95,Wasserstein,1.995116822847004e-05,9.97558411423502e-06,17-37,38-90
age,0.95,swap_0.95,Cramers_v,0.0017462918063010369,0.0008731459031505184,17-37,38-90
age,0.95,swap_0.95,JS Divergence,0.0005335725234837593,0.00026678626174187967,17-37,38-90
race,0.01,swap_0.01,Hellinger,0.0,0.0,0,1
race,0.01,swap_0.01,Wasserstein,0.0,0.0,0,1
race,0.01,swap_0.01,Cramers_v,-0.33333333333333337,0.16666666666666669,0,1
race,0.01,swap_0.01,JS Divergence,0.0,0.0,0,1
race,0.05,swap_0.05,Hellinger,0.004269455511012181,0.0021347277555060903,0,1
race,0.05,swap_0.05,Wasserstein,9.946783482456e-05,4.973391741228e-05,0,1
race,0.05,swap_0.05,Cramers_v,0.0,0.0,0,1
race,0.05,swap_0.05,JS Divergence,0.00035137613773721,0.000175688068868605,0,1
race,0.1,swap_0.1,Hellinger,-0.00971998087439655,0.004859990437198275,0,1
race,0.1,swap_0.1,Wasserstein,-0.0001345610731882131,6.728053659410654e-05,0,1
race,0.1,swap_0.1,Cramers_v,0.0015887660483462351,0.0007943830241731176,0,1
race,0.1,swap_0.1,JS Divergence,-0.0019411351452068616,0.0009705675726034308,0,1
race,0.2,swap_0.2,Hellinger,-0.016253700728683682,0.008126850364341841,0,1
race,0.2,swap_0.2,Wasserstein,-5.722958064265457e-05,2.8614790321327283e-05,0,1
race,0.2,swap_0.2,Cramers_v,0.0024288018275223644,0.0012144009137611822,0,1
race,0.2,swap_0.2,JS Divergence,-0.0037612370956052,0.0018806185478026,0,1
race,0.4,swap_0.4,Hellinger,-0.016917140427719357,0.008458570213859679,0,1
race,0.4,swap_0.4,Wasserstein,-4.3520305552870024e-05,2.1760152776435012e-05,0,1
race,0.4,swap_0.4,Cramers_v,0.01445047636326402,0.00722523818163201,0,1
race,0.4,swap_0.4,JS Divergence,-0.003885458516464541,0.0019427292582322704,0,1
race,0.6,swap_0.6,Hellinger,-0.04388611977622398,0.02194305988811199,0,1
race,0.6,swap_0.6,Wasserstein,-0.00030765158442838274,0.00015382579221419137,0,1
race,0.6,swap_0.6,Cramers_v,0.022165840785340785,0.011082920392670392,0,1
race,0.6,swap_0.6,JS Divergence,-0.008902250701078609,0.004451125350539305,0,1
race,0.8,swap_0.8,Hellinger,-0.03639576086727693,0.018197880433638465,0,1
race,0.8,swap_0.8,Wasserstein,-0.00011181408861097989,5.5907044305489946e-05,0,1
race,0.8,swap_0.8,Cramers_v,0.0321750636917254,0.0160875318458627,0,1
race,0.8,swap_0.8,JS Divergence,-0.0071187045175565376,0.0035593522587782688,0,1
