ID,Features,Category,Feature_category,Swap,Swap_ratio,Distance_measure,Value
F_5,hours-per-week,41-99,hours-per-week (41-99),0.01,swat_0.01,wasserstein,0.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.01,swat_0.01,cramers_v,1.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.01,swat_0.01,JS_Divergence,0.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.05,swat_0.05,Hellinger,0.01074759504730865
F_5,hours-per-week,41-99,hours-per-week (41-99),0.05,swat_0.05,wasserstein,0.00300849150577698
F_5,hours-per-week,41-99,hours-per-week (41-99),0.05,swat_0.05,cramers_v,1.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.05,swat_0.05,JS_Divergence,0.0312306361878457
F_5,hours-per-week,41-99,hours-per-week (41-99),0.1,swat_0.1,Hellinger,0.051158662089658316
F_5,hours-per-week,41-99,hours-per-week (41-99),0.1,swat_0.1,wasserstein,0.003570882529914
F_5,hours-per-week,41-99,hours-per-week (41-99),0.1,swat_0.1,cramers_v,1.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.1,swat_0.1,JS_Divergence,0.0302655704226625
F_5,hours-per-week,41-99,hours-per-week (41-99),0.2,swat_0.2,Hellinger,0.08772691005710105
F_5,hours-per-week,41-99,hours-per-week (41-99),0.2,swat_0.2,wasserstein,0.00290956720528317
F_5,hours-per-week,41-99,hours-per-week (41-99),0.2,swat_0.2,cramers_v,1.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.2,swat_0.2,JS_Divergence,0.03464665841399263
F_5,hours-per-week,41-99,hours-per-week (41-99),0.4,swat_0.4,Hellinger,0.3722826966318905
F_5,hours-per-week,41-99,hours-per-week (41-99),0.4,swat_0.4,wasserstein,0.00653778511110546
F_5,hours-per-week,41-99,hours-per-week (41-99),0.4,swat_0.4,cramers_v,0.9925127713344896
F_5,hours-per-week,41-99,hours-per-week (41-99),0.4,swat_0.4,JS_Divergence,0.07157942861361793
F_5,hours-per-week,41-99,hours-per-week (41-99),0.6,swat_0.6,Hellinger,0.7593582909050122
F_5,hours-per-week,41-99,hours-per-week (41-99),0.6,swat_0.6,wasserstein,0.00693157880701184
F_5,hours-per-week,41-99,hours-per-week (41-99),0.6,swat_0.6,cramers_v,0.9869273905867058
F_5,hours-per-week,41-99,hours-per-week (41-99),0.6,swat_0.6,JS_Divergence,0.09648857150917714
F_5,hours-per-week,41-99,hours-per-week (41-99),0.8,swat_0.8,Hellinger,0.8876627927189077
F_5,hours-per-week,41-99,hours-per-week (41-99),0.8,swat_0.8,wasserstein,0.0093726744949697
F_5,hours-per-week,41-99,hours-per-week (41-99),0.8,swat_0.8,cramers_v,0.9819289344816268
F_5,hours-per-week,41-99,hours-per-week (41-99),0.8,swat_0.8,JS_Divergence,0.10491133468190247
F_5,hours-per-week,41-99,hours-per-week (41-99),0.95,swat_0.95,Hellinger,0.9450041444872826
F_5,hours-per-week,41-99,hours-per-week (41-99),0.95,swat_0.95,wasserstein,0.009036500592523087
F_5,hours-per-week,41-99,hours-per-week (41-99),0.95,swat_0.95,cramers_v,0.9775591054912719
F_5,hours-per-week,41-99,hours-per-week (41-99),0.95,swat_0.95,JS_Divergence,0.11116719002882239
