Feature,"Swap 
 Percentage",Metric,CDI,NDI,NII,Impact_Sum,AVERAGE,NDI2,NII2
chol,10%,"Hellinger
 distance(+)",0.01192529990970969,0,0,0.01192529990970969,0.00397509996990323
chol,10%,"Wasserstein
 distance(+)",0.00142701414438444,0,0,0.00142701414438444,0.00047567138146148
chol,10%,"Contingency
 coefficient(-)",0.7002658507283984,0,0,0.7002658507283984,0.23342195024279946
chol,10%,"Total variation
 distance(+)",0.01696303696303696,0,0,0.01696303696303696,0.005654345654345653
chol,10%,"Jensen–Shannon
 divergence(+)",0.006023335037455005,0,0,0.006023335037455005,0.002007778345818335
chol,30%,"Hellinger
 distance(+)",0.02385059981941938,0,0,0.02385059981941938,0.00795019993980646
chol,30%,"Wasserstein
 distance(+)",0.00266827503783162,0,0,0.00266827503783162,0.00088942501261054
chol,30%,"Contingency
 coefficient(-)",0.6936363405882247,0,0,0.6936363405882247,0.2312121135294082
chol,30%,"Total variation
 distance(+)",0.032796370296370295,0,0,0.032796370296370295,0.010932123432123431
chol,30%,"Jensen–Shannon
 divergence(+)",0.011519852094979466,0,0,0.011519852094979466,0.0038399506983264886
chol,50%,"Hellinger
 distance(+)",0.040715520687097474,0,0,0.040715520687097474,0.01357184022903249
chol,50%,"Wasserstein
 distance(+)",0.0038486911239320855,0,0,0.0038486911239320855,0.0012828970413106952
chol,50%,"Contingency
 coefficient(-)",0.6829260261241114,0,0,0.6829260261241114,0.2276420087080371
chol,50%,"Total variation
 distance(+)",0.05401723276723276,0,0,0.05401723276723276,0.018005744255744253
chol,50%,"Jensen–Shannon
 divergence(+)",0.020229340067501374,0,0,0.020229340067501374,0.0067431133558337915
chol,70%,"Hellinger
 distance(+)",0.07710929098145683,0,0,0.07710929098145683,0.025703096993818942
chol,70%,"Wasserstein
 distance(+)",0.007874753131881886,0,0,0.007874753131881886,0.0026249177106272953
chol,70%,"Contingency
 coefficient(-)",0.6595721502050101,0,0,0.6595721502050101,0.21985738340167005
