ID,Features,Swap,Swap_ratio,Distance_measure,Value,Normalized,Std
F_0,sex,0.1,10%,"Hellinger
 distance(+)",0.11012695773194156,1.0958011199860873,0.042568446925224594
F_0,sex,0.1,10%,"Wasserstein
 distance(+)",0.00131552848763568,0.01308996107595795,0.0002881655784028726
F_0,sex,0.1,10%,"Contingency
 coefficient(-)",0.6964227877054803,6.9296463506151555,0.007033184793779343
F_0,sex,0.1,10%,"Total variation
 distance(+)",0.01765971442807211,0.17572023460431163,0.003728751878987555
F_0,sex,0.1,10%,"Jensen–Shannon
 divergence(+)",0.00875628308450234,0.08712802939919849,0.0011836857777085636
F_0,sex,0.3,30%,"Hellinger
 distance(+)",0.19049934156543116,0.6347631151877577,0.07292501059032647
F_0,sex,0.3,30%,"Wasserstein
 distance(+)",0.00355023159515519,0.011829731527994167,0.0005759679197431944
F_0,sex,0.3,30%,"Contingency
 coefficient(-)",0.6755052388129861,2.250851925214164,0.017959361586446697
F_0,sex,0.3,30%,"Total variation
 distance(+)",0.043693671265488856,0.14559174146512882,0.005384033919894067
F_0,sex,0.3,30%,"Jensen–Shannon
 divergence(+)",0.01481361949988499,0.049360481688192064,0.001496390856336157
F_0,sex,0.5,50%,"Hellinger
 distance(+)",0.24641382970598463,0.49255458687593273,0.09638441946441717
F_0,sex,0.5,50%,"Wasserstein
 distance(+)",0.00583003833759395,0.011653615904069914,0.0008217072454297157
F_0,sex,0.5,50%,"Contingency
 coefficient(-)",0.6519115692935918,1.3031006988373086,0.023696395976235615
F_0,sex,0.5,50%,"Total variation
 distance(+)",0.06311608340913392,0.1261622224122181,0.0061733671713113045
F_0,sex,0.5,50%,"Jensen–Shannon
 divergence(+)",0.01860685915945798,0.03719309844451845,0.0016204089059093129
F_0,sex,0.7,70%,"Hellinger
 distance(+)",0.2884264512458546,0.4116953873497963,0.11145202634350708
F_0,sex,0.7,70%,"Wasserstein
 distance(+)",0.00802727570093523,0.01145800728326104,0.0011313666864901355
F_0,sex,0.7,70%,"Contingency
 coefficient(-)",0.6272787936995249,0.8953678999722136,0.02802393609781265
F_0,sex,0.7,70%,"Total variation
 distance(+)",0.07600620660978583,0.10849006578988016,0.007836037195945245
F_0,sex,0.7,70%,"Jensen–Shannon
 divergence(+)",0.02125036131769422,0.03033243205060233,0.00162614972918957
F_1,age_cat,0.1,10%,"Hellinger
 distance(+)",0.16335367127161923,2.676235002642076,0.028995682526719906
F_1,age_cat,0.1,10%,"Wasserstein
 distance(+)",0.0029953498421514935,0.04907303294944051,0.0014637145752996964
F_1,age_cat,0.1,10%,"Contingency
 coefficient(-)",0.6752299857201879,11.06234165752621,0.02138598555601168
F_1,age_cat,0.1,10%,"Total variation
 distance(+)",0.036044398945504263,0.5905179929917681,0.012923205042199426
F_1,age_cat,0.1,10%,"Jensen–Shannon
 divergence(+)",0.01566826359979426,0.2566942949612013,0.002786647075339532
F_1,age_cat,0.3,30%,"Hellinger
 distance(+)",0.28587243328024636,1.561680956187051,0.030289202112696534
F_1,age_cat,0.3,30%,"Wasserstein
 distance(+)",0.008910905832363867,0.04867902714892643,0.004245656748011872
F_1,age_cat,0.3,30%,"Contingency
 coefficient(-)",0.6069150191660397,3.3154915168974997,0.050227635964581505
F_1,age_cat,0.3,30%,"Total variation
 distance(+)",0.08795068969689387,0.48046226635818373,0.025646293991083036
F_1,age_cat,0.3,30%,"Jensen–Shannon
 divergence(+)",0.02611606213983814,0.14266837983080577,0.003246066559587812
F_1,age_cat,0.5,50%,"Hellinger
 distance(+)",0.3666890202423868,1.2102283484814267,0.04117047100780149
F_1,age_cat,0.5,50%,"Wasserstein
 distance(+)",0.014747902248928673,0.04867429455752032,0.0068928334319498285
F_1,age_cat,0.5,50%,"Contingency
 coefficient(-)",0.5461587292400867,1.8025540455507219,0.07432177338178375
F_1,age_cat,0.5,50%,"Total variation
 distance(+)",0.11810076954094714,0.3897823261286852,0.02287334458679092
F_1,age_cat,0.5,50%,"Jensen–Shannon
 divergence(+)",0.031207170028044896,0.1029968168091174,0.0023775351496813377
F_1,age_cat,0.7,70%,"Hellinger
 distance(+)",0.43632231069408955,1.0252868550868912,0.044650955177687204
F_1,age_cat,0.7,70%,"Wasserstein
 distance(+)",0.020818337321980483,0.048919725344864336,0.009894025092924356
F_1,age_cat,0.7,70%,"Contingency
 coefficient(-)",0.471494045320463,1.1079347424380106,0.09611414072806136
F_1,age_cat,0.7,70%,"Total variation
 distance(+)",0.1343224577454458,0.31563604907182097,0.012539141104564434
F_1,age_cat,0.7,70%,"Jensen–Shannon
 divergence(+)",0.03419776596654376,0.08035921853975031,0.001651491461480011
F_2,race,0.1,10%,"Hellinger
 distance(+)",0.08856663150087599,0.8812684558878529,0.020277920431220526
F_2,race,0.1,10%,"Wasserstein
 distance(+)",0.0007304644678096699,0.007268372780116437,0.00014671879797542017
F_2,race,0.1,10%,"Contingency
 coefficient(-)",0.6996785987492394,6.962042790702954,0.002967582593560064
F_2,race,0.1,10%,"Total variation
 distance(+)",0.00918381004757772,0.09138206977778213,0.0014106725086024535
F_2,race,0.1,10%,"Jensen–Shannon
 divergence(+)",0.00678631621022614,0.06752618120847854,0.0008241635267206892
F_2,race,0.3,30%,"Hellinger
 distance(+)",0.15354321005150057,0.5116215390946259,0.030230047093885565
F_2,race,0.3,30%,"Wasserstein
 distance(+)",0.00211438644318155,0.007045349943761869,0.0002795560364442996
F_2,race,0.3,30%,"Contingency
 coefficient(-)",0.6839394765742046,2.278955660332358,0.010787142534982084
F_2,race,0.3,30%,"Total variation
 distance(+)",0.02651748534417881,0.0883589489900427,0.0036925406858070633
F_2,race,0.3,30%,"Jensen–Shannon
 divergence(+)",0.01177727402480149,0.039243070799985603,0.0011933608792681735
F_2,race,0.5,50%,"Hellinger
 distance(+)",0.19685497920896938,0.39349180634235054,0.04248592803830649
F_2,race,0.5,50%,"Wasserstein
 distance(+)",0.0033998686428325297,0.006795969596353152,0.000531600800308648
F_2,race,0.5,50%,"Contingency
 coefficient(-)",0.6689664702724121,1.337191600780012,0.01588562628999044
F_2,race,0.5,50%,"Total variation
 distance(+)",0.0417702237003017,0.083494158193012,0.005404844586251203
F_2,race,0.5,50%,"Jensen–Shannon
 divergence(+)",0.01497601543294351,0.029935434644323987,0.0014498614514106517
F_2,race,0.7,70%,"Hellinger
 distance(+)",0.23235995220916794,0.33166694703667005,0.049333065794683884
F_2,race,0.7,70%,"Wasserstein
 distance(+)",0.00468026272615241,0.006680533521177259,0.0007675884142935341
F_2,race,0.7,70%,"Contingency
 coefficient(-)",0.6521415889397524,0.9308566634778154,0.023890500898321055
F_2,race,0.7,70%,"Total variation
 distance(+)",0.055260149852314935,0.07887747014944964,0.007364883566319579
F_2,race,0.7,70%,"Jensen–Shannon
 divergence(+)",0.01762338287724427,0.025155339979121026,0.001570923154760596
F_3,priors_count,0.1,10%,"Hellinger
 distance(+)",0.20818564790415897,3.1751381832770904,0.032255835571783596
F_3,priors_count,0.1,10%,"Wasserstein
 distance(+)",0.0038853514315752135,0.059257339831245474,0.0017487204746325859
F_3,priors_count,0.1,10%,"Contingency
 coefficient(-)",0.5057353251351624,7.713209616678044,0.22322171522855844
F_3,priors_count,0.1,10%,"Total variation
 distance(+)",0.047770203047999185,0.7285660526917225,0.01639794777441903
F_3,priors_count,0.1,10%,"Jensen–Shannon
 divergence(+)",0.01899724414322142,0.2897359921945628,0.003409700295382776
F_3,priors_count,0.3,30%,"Hellinger
 distance(+)",0.3566846051841535,1.8588580704090485,0.05292793898642201
F_3,priors_count,0.3,30%,"Wasserstein
 distance(+)",0.0115900119270757,0.060401225322462955,0.004994649376920227
F_3,priors_count,0.3,30%,"Contingency
 coefficient(-)",0.39343102772886507,2.0503616652183396,0.20205244698430702
F_3,priors_count,0.3,30%,"Total variation
 distance(+)",0.11082248903042452,0.5775502366037496,0.027961507886379026
F_3,priors_count,0.3,30%,"Jensen–Shannon
 divergence(+)",0.03018948867275912,0.1573322028628277,0.0038121084884937305
F_3,priors_count,0.5,50%,"Hellinger
 distance(+)",0.4600512398915299,1.3976894729780729,0.06993017248404154
F_3,priors_count,0.5,50%,"Wasserstein
 distance(+)",0.019057319177050638,0.0578983645457125,0.008857252871685338
F_3,priors_count,0.5,50%,"Contingency
 coefficient(-)",0.30536750549774344,0.9277421965527191,0.174049352549363
F_3,priors_count,0.5,50%,"Total variation
 distance(+)",0.14276081642033242,0.43372405715393775,0.024553353928495187
F_3,priors_count,0.5,50%,"Jensen–Shannon
 divergence(+)",0.03583326018505135,0.10886563539083005,0.0028594054154172563
F_3,priors_count,0.7,70%,"Hellinger
 distance(+)",0.5404622158200271,1.1865197050801846,0.07729713458523088
F_3,priors_count,0.7,70%,"Wasserstein
 distance(+)",0.02672950165428306,0.05868140175471823,0.012077079697440804
F_3,priors_count,0.7,70%,"Contingency
 coefficient(-)",0.22509310033419833,0.494164793035326,0.1433089332286408
F_3,priors_count,0.7,70%,"Total variation
 distance(+)",0.1527012321259184,0.33523716478962723,0.007872401803397738
F_3,priors_count,0.7,70%,"Jensen–Shannon
 divergence(+)",0.037562863401509675,0.08246474277115412,0.0014518166839070916
F_4,c_charge_degree,0.1,10%,"Hellinger
 distance(+)",0.0785772271095379,0.7818704452148741,0.021970406737017587
F_4,c_charge_degree,0.1,10%,"Wasserstein
 distance(+)",0.00078681394966635,0.007829069512332407,0.00027527218165850623
F_4,c_charge_degree,0.1,10%,"Contingency
 coefficient(-)",0.6996247419006536,6.9615068965294045,0.005186790562302132
F_4,c_charge_degree,0.1,10%,"Total variation
 distance(+)",0.010418457588587612,0.10366723760671508,0.003747120575754841
F_4,c_charge_degree,0.1,10%,"Jensen–Shannon
 divergence(+)",0.00610476575498224,0.06074451968286757,0.001782468013000698
F_4,c_charge_degree,0.3,30%,"Hellinger
 distance(+)",0.13800831801918662,0.4598577042198996,0.024071574101683382
F_4,c_charge_degree,0.3,30%,"Wasserstein
 distance(+)",0.00218877001588551,0.007293203547561037,0.00045960433978554325
F_4,c_charge_degree,0.3,30%,"Contingency
 coefficient(-)",0.6852372277753086,2.283279898875033,0.011356327857823248
F_4,c_charge_degree,0.3,30%,"Total variation
 distance(+)",0.026757109891637248,0.08915740227061705,0.005010576454775061
