ID,Feature,Category,swap_proportion,hellinger_casuality,wasserstein_casuality,cramers_v_casuality,total_variation_casuality,JS_casuality,Casuality,Importance,combined_scores
F_0,sex,0.0,0.1,0.18963008165354023,0.0014081398774680807,2.0994355371607365,0.020180266456428866,0.01121407820287752,1.462,32.846,2.7768764670225503e-08
F_0,sex,1.0,0.1,0.15511054801858876,0.0027236582666314998,3.663681979658946,0.038877581456363754,0.01881294122064225,2.5,30.0,2.8980616562863114e-08
F_1,age_cat,0.5555555555555556,0.1,0.53777313695625,0.004490911663593987,4.196615636250406,0.0682675036212892,0.03848078867114092,2.875,31.0,3.8970807229436286e-07
F_1,age_cat,1.0,0.1,0.3346175875171065,0.008090725593685882,3.7321326411650495,0.0984513148863287,0.037540930042232926,2.556,28.754,8.749363427273027e-07
F_1,age_cat,0.0,0.1,0.7809202245649403,0.020882628138930756,6.741151189878753,0.22282717151181833,0.08377456079908116,4.545,39.394,4.809175766225402e-06
F_2,race,0.0,0.1,0.13809531541239567,0.0012828750808141873,1.9462920911917694,0.015051134506596715,0.009030537850305937,1.357,31.002,1.382085138297953e-08
F_2,race,1.0,0.1,0.06212105996879788,0.0006407015421597643,1.4771477979768213,0.008012707944274207,0.005787272754086618,1.031,32.784,2.412888100270201e-09
F_3,priors_count,0.0,0.1,1.2984203389698068,0.028017605984737133,17.613769967246792,0.3414408776342365,0.12382340456469551,6.308,29.206,1.7110006315764196e-05
F_3,priors_count,1.0,0.1,1.952590823378723,0.047180840021075365,18.256894623617782,0.5212158211379521,0.17933040376480947,8.744,35.426,2.6892720747595012e-05
F_3,priors_count,0.75,0.1,0.5655891395738439,0.0054476459715219715,5.788215973269349,0.06880476738818955,0.048294453664047,3.866,36.731,2.6529132859097384e-07
F_4,c_charge_degree,0.0,0.1,0.06706266200201744,0.0008672478641653346,1.6864214145430716,0.011953673891717354,0.006004364362363232,1.174,30.528,3.7058359525870546e-09
F_4,c_charge_degree,1.0,0.1,0.062274344603553945,0.0005016153697364965,0.9167270548861209,0.006577918261929569,0.004118600624135155,0.644,32.403,4.5103966228067155e-09
F_0,sex,0.0,0.3,0.8023531718823582,0.010675415486801107,5.180842126738764,0.12895318608461134,0.04637687311796851,3.525,33.534,1.718888770212948e-06
F_0,sex,1.0,0.3,0.9404461134062692,0.024190972069824238,10.700800530121631,0.30430588506242634,0.11278372265463955,6.786,30.714,3.940078368112428e-06
F_1,age_cat,0.5555555555555556,0.3,2.0299465255545512,0.025395950519688452,9.928282991140259,0.3672028138248152,0.14558279009862118,6.5,32.375,1.5328011927309695e-05
F_1,age_cat,1.0,0.3,2.3797158197330477,0.09802065028558846,14.169644545044711,0.9186678621190748,0.2473984796125546,8.946,32.588,0.00011728476649384144
F_1,age_cat,0.0,0.3,4.054113151167677,0.17015902595579216,23.24877354808847,1.5031794162964953,0.40436812225853946,13.939,40.303,0.00025823325117347673
F_2,race,0.0,0.3,0.40110444668190876,0.005902826662018245,3.6380778201638977,0.06481711263431648,0.025933742947242277,2.505,31.106,3.677167841785502e-07
F_2,race,1.0,0.3,0.5582800652053304,0.008033782548792544,6.167766506666732,0.11750512198475176,0.051426926478073384,4.124,33.814,5.779268315886588e-07
F_3,priors_count,0.0,0.3,5.774434445474584,0.20034414158571204,75.88010809260757,1.9021998482171805,0.5147790018410775,16.822,31.308,0.0010734467247539646
F_3,priors_count,1.0,0.3,10.490272586637147,0.4252175050471423,86.44727926622541,3.5482595986210064,0.8682368449245585,26.233,40.359,0.0025084820563510035
F_3,priors_count,0.75,0.3,5.3514814483876405,0.08335361177317355,30.008669573475586,1.3165064137731135,0.4472034056948682,15.817,40.949,0.00012591480917792673
F_4,c_charge_degree,0.0,0.3,0.2866825824456682,0.005577770081297924,4.024058093535452,0.07138769309425375,0.02523638518033394,2.74,31.311,2.0567163578389944e-07
F_4,c_charge_degree,1.0,0.3,0.3553275833797194,0.00452748159619343,3.2624927968638167,0.05664564131974968,0.02324061332098859,2.253,32.725,2.6816648124688437e-07
F_0,sex,0.0,0.5,2.1000568785235463,0.036698277489605885,10.831548213488206,0.3782753977786509,0.11847717180101638,7.051,34.136,1.5135863108911624e-05
F_0,sex,1.0,0.5,1.5698341809229175,0.05598250464166794,15.413235836212552,0.604299887494231,0.18260414992329663,9.286,29.643,2.010242121142942e-05
F_1,age_cat,0.5555555555555556,0.5,4.091143563286512,0.06792083932243866,16.466205009371905,0.9255025200918267,0.2920253164334795,10.25,32.125,0.000112032474680636
F_1,age_cat,1.0,0.5,4.678104370163258,0.25071730393698466,23.814824206242477,1.7827968648490724,0.44371370108662217,14.058,35.144,0.0005657338184794955
F_1,age_cat,0.0,0.5,8.173566947139097,0.44541665305519845,40.24263418165542,3.0439595718867047,0.7381686852901107,21.515,40.606,0.0015363620503591458
F_2,race,0.0,0.5,0.987866118832684,0.017276307514954604,6.672078724934509,0.18378742818878566,0.06306620642345058,4.489,30.793,3.2503061173898754e-06
F_2,race,1.0,0.5,0.9074079721203974,0.016759751413093237,8.520887813967505,0.2268170817509164,0.08362446360858287,5.567,32.784,2.559052695975157e-06
F_3,priors_count,0.0,0.5,12.008647019827112,0.5431348532446157,598.7457241510576,3.814439871324647,0.9778102559040907,27.336,32.477,0.026084929979451825
F_3,priors_count,1.0,0.5,23.47565963476569,1.2398930278991553,217.55786328954326,7.307551895017786,1.683696566758456,45.291,45.964,0.018516755939465935
F_3,priors_count,0.75,0.5,10.593852174062606,0.2109327412744438,69.09664250380973,3.1237931748591317,0.8758011262262582,26.011,40.949,0.0009228145319346094
F_4,c_charge_degree,0.0,0.5,0.7139950410486112,0.017500467416945453,7.421510483892402,0.20451948314171442,0.061487767976141486,4.892,31.115,2.0361734506650133e-06
F_4,c_charge_degree,1.0,0.5,0.9485987445745777,0.01627529018556929,6.526503007596848,0.17702110762687498,0.06053916501809497,4.399,32.511,2.8836162307422054e-06
F_0,sex,0.0,0.7,3.5056074047605317,0.07219663896018995,16.30319882838531,0.6548442944417664,0.19288039068707216,10.146,34.308,4.918127411651867e-05
F_0,sex,1.0,0.7,2.0122376657139074,0.0848804643805288,18.325570733406384,0.7831430175325197,0.22728942004500965,10.714,28.929,4.228226683513593e-05
F_1,age_cat,0.5555555555555556,0.7,5.99876868304022,0.11645273577361215,21.158521019924883,1.5341442714299318,0.42956701703961925,12.625,36.0,0.00038341464923160397
F_1,age_cat,1.0,0.7,5.802780229552449,0.3563132470692376,26.428601680162615,2.0226764343831665,0.5052996221077068,15.335,34.505,0.0010099097009810538
F_1,age_cat,0.0,0.7,14.602100551416312,0.9820590641375029,69.00207116936491,4.61617261654041,1.115232375254896,30.909,43.333,0.005581136708874906
F_2,race,0.0,0.7,1.8454951689346357,0.03777857747823264,10.21148341349718,0.3581561168290303,0.11600796061673917,6.681,31.524,1.4847099793510382e-05
F_2,race,1.0,0.7,1.2620035719434592,0.026551265616341475,10.634244496310016,0.3352883719336113,0.11574974790134936,6.804,31.959,6.45258566095768e-06
F_3,priors_count,0.0,0.7,24.34920148503401,1.3283510271625503,401.42999240294284,7.228046763499602,1.7640067416704417,45.093,40.888,0.04003981596699577
F_3,priors_count,1.0,0.7,41.25057828952226,2.627839827363774,496.67249383328885,9.559409350018164,2.3531772577312173,66.592,56.502,0.06158805776107192
F_3,priors_count,0.75,0.7,14.515591516875087,0.33464654213611683,117.16976643052696,4.726673557161145,1.1929534057147348,32.337,41.301,0.002935058949348787
F_4,c_charge_degree,0.0,0.7,1.0022719227794308,0.02744309111519143,9.051453297888473,0.292099587342661,0.08504018634805835,5.871,30.528,5.205275639060287e-06
F_4,c_charge_degree,1.0,0.7,1.3462341765784047,0.028024880969392072,8.225694613753593,0.26020541101043154,0.08398769077686515,5.472,32.725,7.564575809411622e-06
F_0,sex,0.0,0.1,0.2260095432007737,0.0019561921209258902,2.023958864571542,0.024328894855216394,0.013076343869070878,1.41,35.406,7.202316927790434e-08
F_0,sex,1.0,0.1,0.1745563458810046,0.003786579341891383,3.063560699413847,0.05418947070622168,0.022988930532492978,2.11,34.177,1.2726619170954494e-07
F_1,age_cat,0.5555555555555556,0.1,0.5597888271968778,0.0038733570783910302,4.480044741627527,0.057893321611606686,0.03989658287878612,3.064,35.172,2.545676639588778e-07
